Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,بِسْمِ اللَّهِ,In the name of Allah
,وَصَلَّى اللَّهُ عَلَى مُحَمَّدٍ وَ آلِهِ,And may Allah bless Muhammad and his family
,وَأُفَوِّضُ أَمْرِيْ إِلَى اللَّهِ,And I entrust my affair to Allah
,إِنَّ اللّٰهَ بَصِيرٌ بِالْعِبَادِ,"Indeed, Allah is All-Seeing of His servants"
,فَوَقَاهُ اللَّهُ سَيِّئَاتِ مَا مَكَرُوْا,So Allah protected him from the evils of what they planned
,لَاإِلٰهَ إِلَّا أَنْتَ سُبْحَانَكَ,"There is no god but You, Glory be to You"
,إِنِّي كُنْتُ مِنَ الظَّالِمِيْنَ,"Indeed, I have been among the wrongdoers"
,فَاسْتَجَبْنَا لَهُ وَنَجَّيْنَاهُ مِنَ الْغَمِّ,So We responded to him and saved him from distress
,وَكَذَلِكَ نُنْجِيْ الْمُؤْمِنِيْنَ,And thus We save the believers
,حَسْبُنَا اللَّهُ وَنِعْمَ الْوَكِيلُ,"Allah is sufficient for us, and He is the best Guardian"
,فَانْقَلَبُوْا بِنِعْمَةٍ مِنَ اللَّهِ وَفَضْلٍ,So they returned with favor from Allah and bounty
,لَمْ يَمْسَسْهُمْ سُوءٌ,No harm touched them
,مَا شَاءَ اللَّهُ,Whatever Allah wills
,لَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللَّهِ,There is no power or strength except through Allah
,مَا شَاءَ اللَّهُ لَا مَا شَاءَ النَّاسُ,"Whatever Allah wills, not what people will"
,مَا شَاءَ اللَّهُ وَإِنْ كَرِهَ النَّاسُ,"Whatever Allah wills, even if people dislike it"
,حَسْبِيَ الرَّبُّ مِنَ الْمَرْبُوبِينَ,Sufficient for me is the Lord above all lords
,حَسْبِيَ الْخَالِقُ مِنَ الْمَخْلُوقِينَ,Sufficient for me is the Creator above all creation
,حَسْبِيَ الرَّازِقُ مِنَ الْمَرْزُوقِينَ,Sufficient for me is the Provider above all who are provided for
,حَسْبِيَ اللَّهُ رَبُّ الْعَالَمِيْنَ,"Sufficient for me is Allah, Lord of the worlds"
,حَسْبِىْ مَنْ هُوَ حَسْبِيْ,Sufficient for me is He who is sufficient for me
,حَسْبِىْ مَنْ لَمْ يَزَلْ حَسْبِيْ,Sufficient for me is He who has always been sufficient for me
,حَسْبِىْ مَنْ كَانَ مُذْ كُنْتُ لَمْ يَزَلْ حَسْبِيْ,"Sufficient for me is He who, since I came into being, has never ceased to be sufficient for me"
,حَسْبِيَ اللَّهُ لَاإِلٰهَ إِلَّا هُوَ,"Sufficient for me is Allah, there is no god but Him"
,عَلَيْهِ تَوَكَّلْتُ,Upon Him I rely
,وَهُوَ رَبُّ الْعَرْشِ الْعَظِيمِ,And He is the Lord of the Mighty Throne
