Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,يَا عَلِيُّ يَا عَظِيمُ,"O the Most High, O the Most Great"
,يَا غَفُورُ يَا رَحِيمُ,"O the Most Forgiving, O the Most Merciful"
,أَنْتَ الرَّبُّ الْعَظِيمُ,You are the Great Lord
,اَلَّذِيْ لَيْسَ كَمِثْلِهِ شَيْءٌ,There is nothing like unto You
,وَهُوَ السَّمِيعُ الْبَصِيرُ,"And He is the All-Hearing, the All-Seeing"
,وَهٰذَا شَهْرٌ عَظَّمْتَهُ وَكَرَّمْتَهُ,And this is a month which You have magnified and honored
,وَشَرَّفْتَهُ وَفَضَّلْتَهُ عَلَى الشُّهُورِ,And You have dignified it and preferred it over all other months
,وَهُوَ الشَّهْرُ الَّذِيْ فَرَضْتَ صِيَامَهُ عَلَيَّ,And it is the month in which You have made fasting obligatory upon me
,وَهُوَ شَهْرُ رَمَضَانَ,And it is the month of Ramadan
,اَلَّذِيْ أَنْزَلْتَ فِيْهِ الْقُرْآنَ,In which You revealed the Quran
,هُدَىً لِلنَّاسِ وَبَيِّنَاتٍ مِنَ الْهُدَىٰ وَالْفُرْقَانِ,"As guidance for mankind, with clear proofs of guidance and the criterion"
,وَجَعَلْتَ فِيْهِ لَيْلَةَ الْقَدْرِ,And You have placed in it the Night of Power
,وَجَعَلْتَهَا خَيْرًا مِنَ الفِ شَهْرٍ,And You have made it better than a thousand months
,فَيَا ذَا الْمَنِّ وَلَا يُمَنُّ عَلَيْكَ,O the One who bestows favors and none can bestow favors upon You
,مُنَّ عَلَيَّ بِفَكَاكِ رَقَبَتِيْ مِنَ النَّارِ,Bestow Your favor upon me by freeing me from the Fire
,فِيْ مَنْ تَمُنُّ عَلَيْهِ,Among those whom You favor
,وَأَدْخِلْنِيْ الْجَنَّةَ,And admit me into Paradise
,بِرَحْمَتِكَ يَا أَرْحَمَ الرَّاحِمِيْنَ,"By Your mercy, O the Most Merciful of those who show mercy"
