Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,يَا جَاعِلَ اللَّيْلِ وَالنَّهَارِ آيَتَيْنِ,O You who made the night and the day as two signs
,يَا مَنْ مَحَا آيَةَ اللَّيْلِ,O You who darkened the sign of the night
,وَجَعَلَ آيَةَ النَّهَارِ مُبْصِرَةً,And made the sign of the day bright
,لِتَبْتَغُوْا فَضْلًا مِنْهُ وَرِضْوَانًا,So that you may seek His bounty and pleasure
,يَا مُفَصِّلَ كُلِّ شَيْءٍ تَفْصِيلًا,O You who distinguishes everything in detail
,يَا مَاجِدُ يَا وَهَّابُ,"O Glorious One, O Bestower"
,يَا اَللَّهُ يَا جَوَادُ,"O Allah, O Generous"
,يَا اَللَّهُ يَا اَللَّهُ يَا اَللَّهُ,"O Allah, O Allah, O Allah"
,لَكَ الْاَسْمَاءُ الْحُسْنَىٰ,To You belong the most beautiful names
,وَالْاَمْثَالُ الْعُلْيَا,And the highest examples
,وَالْكِبْرِيَاءُ وَالْآلاَءُ,And the greatness and bounties
,اَسْئَلُكَ اَنْ تُصَلِّيَ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,I ask You to send blessings upon Muhammad and the family of Muhammad
,وَاَنْ تَجْعَلَ اسْمِيْ فِيْ هٰذِهِ اللَّيْلَةِ فِيْ السُّعَدَاءِ,And to make my name in this night among the fortunate ones
,وَرُوحِيْ مَعَ الشُّهَدَاءِ,And my soul among the martyrs
,وَإِحْسَانِيْ فِيْ عِلِّيِّينَ,And my good deeds in the highest places
,وَإِسَاءَتِيْ مَغْفُورَةً,And my sins forgiven
,وَاَنْ تَهَبَ لِيْ يَقِينًا تُبَاشِرُ بِهِ قَلْبِي,And to grant me certainty that fills my heart
,وَإِيـمَانًا يُذْهِبُ الشَّكَّ عَنِّي,And faith that removes doubt from me
,وَتُرْضِيَنِيْ بِمَا قَسَمْتَ لِي,And to make me pleased with what You have apportioned for me
,وَ آتِنَا فِيْ الدُّنْيَا حَسَنَةً,And grant us good in this world
,وَفِيْ الْآخِرَةِ حَسَنَةً,And good in the Hereafter
,وَقِنَا عَذَابَ النَّارِ الْحَرِيقِ,And protect us from the punishment of the burning Fire
,وَارْزُقْنِيْ فِيهَا ذِكْرَكَ وَشُكْرَكَ وَالرَّغْبَةَ إِلَيْكَ,"And grant me in it Your remembrance, Your gratitude, and desire toward You"
,وَالْاِنَابَةَ وَالتَّوْفِيقَ لِمَا وَفَّقْتَ لَهُ مُحَمَّدًا وَ آلِ مُحَمَّدٍ عَلَيْهِ وَعَلَيْهِمُ السَّلاَمُ,"And repentance and success in what You made successful for Muhammad and the family of Muhammad, peace be upon him and them"
