Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Compassionate, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,يَا فَالِقَ الْاِصْبَاحِ,O Splitter of the dawn
,وَجَاعِلَ اللَّيْلِ سَكَنًا,And the One who made the night for rest
,وَالشَّمْسِ وَالْقَمَرِ حُسْبَانًا,And the sun and the moon for calculation
,يَا عَزِيزُ يَا عَلِيمُ,"O Mighty, O All-Knowing"
,يَا ذَا الْمَنِّ وَالطَّوْلِ,O Possessor of Favor and Power
,وَالْقُوَّةِ وَالْحَوْلِ,And Strength and Might
,وَالْفَضْلِ وَالْاِنْعَامِ,And Bounty and Blessing
,وَالْجَلاَلِ وَالْاِكْرَامِ,And Majesty and Honor
,يَا اَللَّهُ يَا رَحْمٰنُ,"O Allah, O Most Merciful"
,يَا اَللَّهُ يَا فَرْدُ يَا وِتْرُ,"O Allah, O Unique, O Singular"
,يَا اَللَّهُ يَا ظَاهِرُ يَا بَاطِنُ,"O Allah, O Manifest, O Hidden"
,يَا حَيُّ لَا إِلٰهَ إِلَّا اَنْتَ,"O Ever-Living, there is no god but You"
,لَكَ الْاَسْمَاءُ الْحُسْنَىٰ,To You belong the Most Beautiful Names
,وَالْاَمْثَالُ الْعُلْيَا,And the Highest Examples
,وَالْكِبْرِيَاءُ وَالْآلاَءُ,And Greatness and Blessings
,اَسْئَلُكَ اَنْ تُصَلِّيَ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,I ask You to send blessings upon Muhammad and the family of Muhammad
,وَاَنْ تَجْعَلَ اسْمِيْ فِيْ هٰذِهِ اللَّيْلَةِ فِيْ السُّعَدَاءِ,And to make my name in this night among the fortunate ones
,وَرُوحِيْ مَعَ الشُّهَدَاءِ,And my soul among the martyrs
,وَإِحْسَانِيْ فِيْ عِلِّيِّينَ,And my good deeds in 'Illiyyin (the highest place)
,وَإِسَاءَتِيْ مَغْفُورَةً,And my evil deeds forgiven
,وَاَنْ تَهَبَ لِيْ يَقِينًا تُبَاشِرُ بِهِ قَلْبِي,And to grant me certainty that fills my heart
,وَإِيـمَانًا يُذْهِبُ الشَّكَّ عَنِّي,And faith that removes doubt from me
,وَتُرْضِيَنِيْ بِمَا قَسَمْتَ لِي,And make me content with what You have allotted for me
,وَ آتِنَا فِيْ الدُّنْيَا حَسَنَةً,And grant us good in this world
,وَفِيْ الْآخِرَةِ حَسَنَةً,And good in the Hereafter
,وَقِنَا عَذَابَ النَّارِ الْحَرِيقِ,And protect us from the punishment of the burning Fire
,وَارْزُقْنِيْ فِيهَا ذِكْرَكَ وَشُكْرَكَ وَالرَّغْبَةَ إِلَيْكَ,And grant me in it Your remembrance and gratitude and desire for You
,وَالْاِنَابَةَ وَالتَّوْفِيقَ لِمَا وَفَّقْتَ لَهُ مُحَمَّدًا وَ آلِ مُحَمَّدٍ عَلَيْهِ وَعَلَيْهِمُ السَّلاَمُ,"And repentance and success in what You granted success to Muhammad and the family of Muhammad, peace be upon him and them"
