Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,يَا ذَا الَّذِيْ كَانَ قَبْلَ كُلِّ شَيْئٍ,O He who existed before everything
,ثُمَّ خَلَقَ كُلَّ شَيْئٍ,Then created everything
,ثُمَّ يَبْقَى وَيَفْنَى كُلُّ شَيْئٍ,Then remains while everything perishes
,يَا ذَا الَّذِيْ لَيْسَ كَمِثْلِهِ شَيْئٌ,O He who has nothing similar to Him
,وَيَا ذَا الَّذِيْ لَيْسَ فِيْ السَّمَاوَاتِ الْعُلَى,And O He whom in the highest heavens
,وَلَا فِيْ الْاَرَضِيْنَ السُّفْلَى,And not in the lowest earths
,وَلَا فَوْقَهُنَّ وَلَا تَحْتَهُنَّ وَلَا بَيْنَهُنَّ إِلٰهٌ يُعْبَدُ غَيْرُهُ,"And not above them, nor below them, nor between them is there any deity worshipped besides Him"
,لَكَ الْحَمْدُ حَمْدًا لَا يَقْوَى عَلَى إِحْصَائِهِ إِلَّا أَنْتَ,"For You is all praise, such praise that none can enumerate except You"
,فَصَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ صَلاَةً لَا يَقْوَى عَلَى إِحْصَائِهَا إِلَّا أَنْتَ,"So send blessings upon Muhammad and the family of Muhammad, blessings that none can enumerate except You"
