Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Compassionate, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللَّهُمَّ بِرَحْمَتِكَ فِيْ الصَّالِحِيْنَ فَأَدْخِلْنَا,"O Allah, by Your mercy, place us among the righteous"
,وَفِيْ عِلِّيِّينَ فَارْفَعْنَا,And raise us to the highest levels (Illiyyin)
,وَبِكَأْسٍ مِنْ مَعِينٍ,And with a cup from a flowing spring
,مِنْ عَيْنٍ سَلْسَبِيلٍ فَاسْقِنَا,"From the spring of Salsabil, give us to drink"
,وَمِنَ الْحُورِ الْعِينِ بِرَحْمَتِكَ فَزَوِّجْنَا,"And by Your mercy, marry us to the fair-eyed Houris"
,وَمِنَ الْوِلْدَانِ الْمُخَلَّدِيْنَ,And from the eternally young attendants
,كَأَنَّهُمْ لُؤْلُؤٌ مَكْنُونٌ فَأَخْدِمْنَا,"Who are like hidden pearls, provide us with their service"
,وَمِنْ ثِمَارِ الْجَنَّةِ وَلُحُومِ الطَّيْرِ فَأَطْعِمْنَا,"And from the fruits of Paradise and the meat of birds, feed us"
,وَمِنْ ثِيَابِ السُّنْدُسِ وَالْحَرِيرِ وَالْاِسْتَبْرَقِ فَأَلْبِسْنَا,"And with garments of fine silk, silk brocade, and thick silk, clothe us"
,وَلَيْلَةَ الْقَدْرِ,And the Night of Power (Laylatul Qadr)
,وَحَجَّ بَيْتِكَ الْحَرَامِ,And pilgrimage to Your Sacred House
,وَقَتْلًا فِيْ سَبِيلِكَ فَوَفِّقْ لَنَا,"And martyrdom in Your path, grant us success in these"
,وَصَالِحَ الدُّعَاءِ وَالْمَسْأَلَةِ فَاسْتَجِبْ لَنَا,"And righteous supplications and requests, answer them for us"
,وَإِذَا جَمَعْتَ الْاَوَّلِينَ وَالْاٰخِرِينَ يَوْمَ الْقِيَامَةِ فَارْحَمْنَا,"And when You gather the first and the last on the Day of Resurrection, have mercy on us"
,وَبَرَاءَةً مِنَ النَّارِ فَاكْتُبْ لَنَا,"And freedom from the Fire, write it for us"
,وَفِيْ جَهَنَّمَ فَلَا تَغُلَّنَا,"And in Hell, do not bind us"
,وَفِيْ عَذَابِكَ وَهَوَانِكَ فَلَا تَبْتَلِنَا,"And with Your punishment and humiliation, do not afflict us"
,وَمِنَ الزَّقُّومِ وَالضَّرِيعِ فَلَا تُطْعِمْنَا,"And from Zaqqum and Dari' (bitter food of Hell), do not feed us"
,وَمَعَ الشَّيَاطِينِ فَلَا تَجْعَلْنَا,"And with the devils, do not place us"
,وَفِيْ النَّارِ عَلَى وُجُوهِنَا فَلَا تَكْبُبْنَا,"And in the Fire upon our faces, do not fling us"
,وَمِنْ ثِيَابِ النَّارِ وَسَرَابِيلِ الْقَطِرَانِ فَلَا تُلْبِسْنَا,"And with the garments of Fire and shirts of pitch, do not clothe us"
,وَمِنْ كُلِّ سُوءٍ يَا لَا إِلٰهَ إِلَّا أَنْتَ,"And from all evil, O there is no god but You"
,بِحَقِّ لَا إِلٰهَ إِلَّا أَنْتَ فَنَجِّنَا,"By the truth that there is no god but You, save us"
