Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,وَبَلِّغْ بِإِيْمَانِيْ أَكْمَلَ الْإِيْمَانِ,And let my faith reach the most perfect faith
,وَاجْعَلْ يَقِيْنِيْ أَفْضَلَ الْيَقِيْنِ,And make my certainty the best certainty
,وَانْتَهِ بِنِيَّتِيْ إِلَى أَحْسَنِ النِّيَّاتِ,And lead my intentions to the best of intentions
,وَبِعَمَلِيْ إِلَى أَحْسَنِ الْاَعْمَالِ,And my actions to the best of actions
,اَللَّهُمَّ وَفِّرْ بِلُطْفِكَ نِيَّتِي,"O Allah, perfect my intention through Your kindness"
,وَصَحِّحْ بِمَا عِندَكَ يَقِيْنِي,And strengthen my certainty with what is with You
,وَاسْتَصْلِحْ بِقُدْرَتِكَ مَا فَسَدَ مِنِّي,And correct through Your power what has been corrupted in me
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَّ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
,وَاكْفِنِيْ مَا يَشْغَلُنِيْ الْاِهْتِمَامُ بِهِ,And spare me from concerns that preoccupy me
,وَاسْتَعْمِلْنِيْ بِمَا تَسْأَلُنِيْ غَدًا عَنْهُ,And employ me in that which You will ask me about tomorrow
,وَاسْتَفْرِغْ أَيَّامِيْ فِيمَا خَلَقْتَنِيْ لَهُ,And make my days occupied with that for which You created me
,وَاَغْنِنِيْ وَأَوْسِعْ عَلَيَّ فِيْ رِزْقِكَ,And enrich me and expand for me Your provision
,وَلَا تَفْتِنِّيْ بِالنَّظَرِ,And do not test me with looking (at what others have)
,وَأَعِزَّنِيْ وَلَا تَبْتَلِيَنِّيْ بِالْكِبْرِ,And honor me and do not afflict me with pride
,وَعَبِّدْنِيْ لَكَ وَلَا تُفْسِدْ عِبَادَتِيْ بِالْعُجْبِ,And make me worship You and do not corrupt my worship with self-conceit
,وَأَجْرِ لِلنَّاسِ عَلَى يَدِيَ الْخَيْرَ,And let good flow to people through my hands
,وَلَا تَمْحَقْهُ بِالْمَنِّ,And do not efface it by my reminders of generosity
,وَهَبْ لِيْ مَعَالِيَ الْاَخْلاَقِ,And grant me the highest moral traits
,وَاعْصِمْنِيْ مِنَ الْفَخْرِ,And protect me from boasting
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَّ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
,وَلَا تَرْفَعْنِيْ فِيْ النَّاسِ دَرَجَةً إِلَّا حَطَطْتَنِيْ عِنْدَ نَفْسِيْ مِثْلَهَا,And do not raise me a degree among people except that You lower me to the same extent in my own eyes
,وَلَا تُحْدِثْ لِيْ عِزًّا ظَاهِرًا إِلَّا أَحْدَثْتَ لِيْ ذِلَّةً بَاطِنَةً عِندَ نَفْسِيْ بِقَدَرِهَا,And do not create for me outward honor without creating for me an equal inner humility in myself
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَّ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,وَمَتِّعْنِيْ بِهُدًى صَالِحٍ لَا أَسْتَبْدِلُ بِهِ,And provide me with righteous guidance that I will not exchange
,وَطَرِيْقَةِ حَقٍّ لَا أَزِيْغُ عَنْهَا,And a true path from which I will not deviate
,وَنِيَّةِ رُشْدٍ لَا أَشُكُّ فِيهَا,And a pure intention in which I will not doubt
,وَعَمِّرْنِيْ مَا كَانَ عُمْرِيْ بِذْلَةً فِيْ طَاعَتِكَ,And grant me a life that is spent in Your obedience
,فَإِذَا كَانَ عُمْرِيْ مَرْتَعًا لِلشَّيْطَانِ فَاقْبِضْنِيْ إِلَيْكَ,"And when my life becomes a pasture for Satan, then take me to You"
,قَبْلَ أَنْ يَسْبِقَ مَقْتُكَ إِلَيَّ,Before Your hatred overtakes me
,أَوْ يَسْتَحْكِمَ غَضَبُكَ عَلَيَّ,Or Your wrath against me becomes firm
,اَللَّهُمَّ لَا تَدَعْ خَصْلَةً تُعَابُ مِنِّيْ إِلَّا أَصْلَحْتَهَا,"O Allah, do not leave any blameworthy characteristic in me except that You correct it"
,وَلَا عَائِبَةً أُؤَنَّبُ بِهَا إِلَّا حَسَّنْتَهَا,Nor any fault for which I am criticized except that You improve it
,وَلَا أُكْرُوْمَةً فِيَّ نَاقِصَةً إِلَّا أَتْمَمْتَهَا,Nor any deficient noble trait in me except that You complete it
