Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send Your blessings upon Muhammad and the family of Muhammad"
,اَللَّهُمَّ رَبَّ شَهْرِ رَمَضَانَ,"O Allah, Lord of the month of Ramadan"
,اَلَّذِيْ أَنْزَلْتَ فِيْهِ الْقُرْآنَ,In which You revealed the Quran
,وَافْتَرَضْتَ عَلَى عِبَادِكَ فِيْهِ الصِّيَامَ,And You made fasting obligatory upon Your servants
,صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,Send blessings upon Muhammad and the family of Muhammad
,وَارْزُقْنِيْ حَجَّ بَيْتِكَ الْحَرَامِ,And grant me the pilgrimage to Your Sacred House
,فِيْ عَامِيْ هٰذَا وَفِيْ كُلِّ عَامٍ,In this year and in every year
,وَاغْفِرْ لِيْ تِلْكَ الذُّنُوبَ الْعِظَامَ,And forgive me for those great sins
,فَإِنَّهُ لَا يَغْفِرُهَا غَيْرُكَ,For no one can forgive them except You
,يَا رَحْمٰنُ يَا عَلَّامُ,"O Most Merciful, O All-Knowing"
