Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Compassionate, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,يَا سَالِخَ النَّهَارِ مِنَ اللَّيْلِ فَإِذَا نَحْنُ مُظْلِمُوْنَ,"O You who strips the day from the night, and behold we are in darkness"
,وَمُجْرِيَ الشَّمْسِ لِمُسْتَقَرِّهَا بِتَقْدِيرِكَ يَا عَزِيزُ يَا عَلِيمُ,"And You who causes the sun to run to its resting place by Your decree, O Mighty, O All-Knowing"
,وَمُقَدِّرَ الْقَمَرِ مَنَازِلَ حَتَّىٰ عَادَ كَالْعُرْجُونِ الْقَدِيمِ,And You who determines the phases of the moon until it returns like an old palm stalk
,يَا نُورَ كُلِّ نُورٍ,O Light of all lights
,وَمُنْتَهَىٰ كُلِّ رَغْبَةٍ,And ultimate goal of all desires
,وَوَلِيَّ كُلِّ نِعْمَةٍ,And Guardian of all blessings
,يَا اَللَّهُ يَا رَحْمٰنُ,"O Allah, O Most Compassionate"
,يَا اَللَّهُ يَا قُدُّوسُ,"O Allah, O Most Holy"
,يَا اَحَدُ يَا وَاحِدُ يَا فَرْدُ,"O One, O Unique, O Singular"
,يَا اَللَّهُ يَا اَللَّهُ يَا اَللَّهُ,"O Allah, O Allah, O Allah"
,لَكَ الْاَسْمَاءُ الْحُسْنَىٰ,To You belong the most beautiful names
,وَالْاَمْثَالُ الْعُلْيَا,And the highest examples
,وَالْكِبْرِيَاءُ وَالْآلاَءُ,And greatness and bounties
,اَسْئَلُكَ اَنْ تُصَلِّيَ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,I ask You to send blessings upon Muhammad and the family of Muhammad
,وَاَنْ تَجْعَلَ اسْمِيْ فِيْ هٰذِهِ اللَّيْلَةِ فِيْ السُّعَدَاءِ,"And to make my name, on this night, among the fortunate ones"
,وَرُوحِيْ مَعَ الشُّهَدَاءِ,And my soul with the martyrs
,وَإِحْسَانِيْ فِيْ عِلِّيِّينَ,And my good deeds in the highest places
,وَإِسَاءَتِيْ مَغْفُورَةً,And my misdeeds forgiven
,وَاَنْ تَهَبَ لِيْ يَقِينًا تُبَاشِرُ بِهِ قَلْبِي,And to grant me certainty that fills my heart
,وَإِيـمَانًا يُذْهِبُ الشَّكَّ عَنِّي,And faith that removes doubt from me
,وَتُرْضِيَنِيْ بِمَا قَسَمْتَ لِي,And to make me content with what You have apportioned for me
,وَ آتِنَا فِيْ الدُّنْيَا حَسَنَةً,And grant us good in this world
,وَفِيْ الْآخِرَةِ حَسَنَةً,And good in the Hereafter
,وَقِنَا عَذَابَ النَّارِ الْحَرِيقِ,And protect us from the torment of the burning Fire
,وَارْزُقْنِيْ فِيهَا ذِكْرَكَ وَشُكْرَكَ وَالرَّغْبَةَ إِلَيْكَ,"And provide me therein with Your remembrance, Your gratitude, and desire towards You"
,وَالْاِنَابَةَ وَالتَّوْفِيقَ لِمَا وَفَّقْتَ لَهُ مُحَمَّدًا وَ آلِ مُحَمَّدٍ عَلَيْهِ وَعَلَيْهِمُ السَّلاَمُ,"And repentance and success in what You granted success to Muhammad and the family of Muhammad, peace be upon him and them"
