Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللَّهُمَّ أَدْخِلْ عَلَى أَهْلِ الْقُبُورِ السُّرُورَ,"O Allah, bring happiness to the people of the graves"
,اَللَّهُمَّ أَغْنِ كُلَّ فَقِيرٍ,"O Allah, enrich every poor person"
,اَللَّهُمَّ أَشْبِعْ كُلَّ جَائِعٍ,"O Allah, satisfy every hungry person"
,اَللَّهُمَّ اكْسُ كُلَّ عُرْيَانٍ,"O Allah, clothe every naked person"
,اَللَّهُمَّ اقْضِ دَيْنَ كُلِّ مَدِينٍ,"O Allah, settle the debt of every indebted person"
,اَللَّهُمَّ فَرِّجْ عَنْ كُلِّ مَكْرُوبٍ,"O Allah, relieve every distressed person"
,اَللَّهُمَّ رُدَّ كُلَّ غَرِيبٍ,"O Allah, return every stranger (to their home)"
,اَللَّهُمَّ فُكَّ كُلَّ أَسِيرٍ,"O Allah, free every prisoner"
,اَللَّهُمَّ أَصْلِحْ كُلَّ فَاسِدٍ مِنْ أُمُورِ الْمُسْلِمِيْنَ,"O Allah, rectify every corrupt affair of the Muslims"
,اَللَّهُمَّ اشْفِ كُلَّ مَرِيضٍ,"O Allah, heal every sick person"
,اَللَّهُمَّ سُدَّ فَقْرَنَا بِغِنَاكَ,"O Allah, fulfill our poverty with Your richness"
,اَللَّهُمَّ غَيِّرْ سُوءَ حَالِنَا بِحُسْنِ حَالِكَ,"O Allah, change our bad condition with Your good condition"
,اَللَّهُمَّ اقْضِ عَنَّا الدَّيْنَ وَأَغْنِنَا مِنَ الْفَقْرِ,"O Allah, settle our debts and free us from poverty"
,إِنَّكَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,"Indeed, You have power over all things"
