Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,يَا اَللَّهُ يَا اَللَّهُ يَا اَللَّهُ,"O Allah, O Allah, O Allah"
,يَا رَحْمٰنُ يَا اَللَّهُ,"O Most Beneficent, O Allah"
,يَا رَحيمُ يَا اَللَّهُ,"O Most Merciful, O Allah"
,يَا مَلِكُ يَا اَللَّهُ,"O Sovereign, O Allah"
,يَا قُدُّوسُ يَا اَللَّهُ,"O Most Holy, O Allah"
,يَا سَلاَمُ يَا اَللَّهُ,"O Peace, O Allah"
,يَا مُؤْمِنُ يَا اَللَّهُ,"O Bestower of Faith, O Allah"
,يَا مُهَيْمِنُ يَا اَللَّهُ,"O Guardian, O Allah"
,يَا عَزيزُ يَا اَللَّهُ,"O Mighty, O Allah"
,يَا جَبَّارُ يَا اَللَّهُ,"O Compeller, O Allah"
,يَا مُتَكَبِّرُ يَا اَللَّهُ,"O Majestic, O Allah"
,يَا خَالِقُ يَا اَللَّهُ,"O Creator, O Allah"
,يَا بَارِئُ يَا اَللَّهُ,"O Maker, O Allah"
,يَا مُصَوِّرُ يَا اَللَّهُ,"O Fashioner, O Allah"
,يَا عَالِمُ يَا اَللَّهُ,"O All-Knowing, O Allah"
,يَا عَظِيْمُ يَا اَللَّهُ,"O Magnificent, O Allah"
,يَا عَلِيْمُ يَا اَللَّهُ,"O All-Aware, O Allah"
,يَا كَرِيْمُ يَا اَللَّهُ,"O Generous, O Allah"
,يَا حَلِيْمُ يَا اَللَّهُ,"O Forbearing, O Allah"
,يَا حَكِيْمُ يَا اَللَّهُ,"O Wise, O Allah"
,يَا سَمِيْعُ يَا اَللَّهُ,"O All-Hearing, O Allah"
,يَا بَصِيْرُ يَا اَللَّهُ,"O All-Seeing, O Allah"
,يَا قَرِيْبُ يَا اَللَّهُ,"O Near One, O Allah"
,يَا مُجِيْبُ يَا اَللَّهُ,"O Responsive, O Allah"
,يَا جَوَادُ يَا اَللَّهُ,"O Bountiful, O Allah"
,يَا مَاجِدُ يَا اَللَّهُ,"O Glorious, O Allah"
,يَا مَلِيُّ يَا اَللَّهُ,"O Rich, O Allah"
,يَا وَفِيُّ يَا اَللَّهُ,"O Faithful, O Allah"
,يَا مَوْلىٰ يَا اَللَّهُ,"O Master, O Allah"
,يَا قَاضِيْ يَا اَللَّهُ,"O Judge, O Allah"
,يَا سَرِيْعُ يَا اَللَّهُ,"O Swift, O Allah"
,يَا شَدِيْدُ يَا اَللَّهُ,"O Severe, O Allah"
,يَا رَؤُوْفُ يَا اَللَّهُ,"O Kind, O Allah"
,يَا رَقِيْبُ يَا اَللَّهُ,"O Watchful, O Allah"
,يَا مَجِيْدُ يَا اَللَّهُ,"O Glorious, O Allah"
,يَا حَفِيْظُ يَا اَللَّهُ,"O Preserver, O Allah"
,يَا مُحِيْطُ يَا اَللَّهُ,"O All-Encompassing, O Allah"
,يَا سَيِّدُ السَّادَاتِ يَا اَللَّهُ,"O Master of all masters, O Allah"
,يَا اَوَّلُ يَا اَللَّهُ,"O First, O Allah"
,يَا آخِرُ يَا اَللَّهُ,"O Last, O Allah"
,يَا ظَاهِرُ يَا اَللَّهُ,"O Manifest, O Allah"
,يَا بَاطِنُ يَا اَللَّهُ,"O Hidden, O Allah"
,يَا فَاخِرُ يَا اَللَّهُ,"O Exalted, O Allah"
,يَا قَاهِرُ يَا اَللَّهُ,"O Subduer, O Allah"
,يَا رَبَّاهُ يَا اَللَّهُ,"O my Lord, O Allah"
,يَا رَبَّاهُ يَا اَللَّهُ,"O my Lord, O Allah"
,يَا رَبَّاهُ يَا اَللَّهُ,"O my Lord, O Allah"
,يَا وَدُوْدُ يَا اَللَّهُ,"O Loving, O Allah"
,يَا نُوْرُ يَا اَللَّهُ,"O Light, O Allah"
,يَا رَافِعُ يَا اَللَّهُ,"O Exalter, O Allah"
,يَا مَانِعُ يَا اَللَّهُ,"O Preventer, O Allah"
,يَا دَافِعُ يَا اَللَّهُ,"O Repeller, O Allah"
,يَا فَاتِحُ يَا اَللَّهُ,"O Opener, O Allah"
,يَا نَفَّاحُ يَا اَللَّهُ,"O Bestower, O Allah"
,يَا جَلِيْلُ يَا اَللَّهُ,"O Majestic, O Allah"
,يَا جَمِيْلُ يَا اَللَّهُ,"O Beautiful, O Allah"
,يَا شَهِيْدُ يَا اَللَّهُ,"O Witness, O Allah"
,يَا شَاهِدُ يَا اَللَّهُ,"O Observer, O Allah"
,يَا مُغِيْثُ يَا اَللَّهُ,"O Helper, O Allah"
