Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,يَا مُكَوِّرَ اللَّيْلِ عَلَى النَّهَارِ,O You who wraps the night over the day
,وَمُكَوِّرَ النَّهَارِ عَلَى اللَّيْلِ,And wraps the day over the night
,يَا عَلِيمُ يَا حَكِيمُ,"O All-Knowing, O All-Wise"
,يَارَبَّ الْاَرْبَابِ,O Lord of all lords
,وَسَيِّدَ السَّادَاتِ,And Master of all masters
,لَا إِلٰهَ إِلَّا اَنْتَ,There is no god except You
,يَا اَقْرَبَ إِلَيَّ مِنْ حَبْلِ الْوَرِيدِ,O You who are closer to me than my jugular vein
,يَا اَللَّهُ يَا اَللَّهُ يَا اَللَّهُ,"O Allah, O Allah, O Allah"
,لَكَ الْاَسْمَاءُ الْحُسْنَىٰ,To You belong the most beautiful names
,وَالْاَمْثَالُ الْعُلْيَا,And the highest examples
,وَالْكِبْرِيَاءُ وَالْآلاَءُ,And the greatness and bounties
,اَسْئَلُكَ اَنْ تُصَلِّيَ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,I ask You to send blessings upon Muhammad and the family of Muhammad
,وَاَنْ تَجْعَلَ اسْمِيْ فِيْ هٰذِهِ اللَّيْلَةِ فِيْ السُّعَدَاءِ,"And to place my name, on this night, among the fortunate ones"
,وَرُوحِيْ مَعَ الشُّهَدَاءِ,And my soul among the martyrs
,وَإِحْسَانِيْ فِيْ عِلِّيِّينَ,And my good deeds in 'Illiyyin (the highest place)
,وَإِسَاءَتِيْ مَغْفُورَةً,And my misdeeds forgiven
,وَاَنْ تَهَبَ لِيْ يَقِينًا تُبَاشِرُ بِهِ قَلْبِي,And to grant me certainty with which my heart is content
,وَإِيـمَانًا يُذْهِبُ الشَّكَّ عَنِّي,And faith that removes doubt from me
,وَتُرْضِيَنِيْ بِمَا قَسَمْتَ لِي,And make me satisfied with what You have apportioned for me
,وَ آتِنَا فِيْ الدُّنْيَا حَسَنَةً,And grant us good in this world
,وَفِيْ الْآخِرَةِ حَسَنَةً,And good in the Hereafter
,وَقِنَا عَذَابَ النَّارِ الْحَرِيقِ,And protect us from the punishment of the burning Fire
,وَارْزُقْنِيْ فِيهَا ذِكْرَكَ وَشُكْرَكَ وَالرَّغْبَةَ إِلَيْكَ,"And grant me in it Your remembrance, Your gratitude, and desire toward You"
,وَالْاِنَابَةَ وَالتَّوْفِيقَ لِمَا وَفَّقْتَ لَهُ مُحَمَّدًا وَ آلِ مُحَمَّدٍ عَلَيْهِ وَعَلَيْهِمُ السَّلاَمُ,"And repentance and success in what You granted success to Muhammad and the family of Muhammad, peace be upon him and them"
