Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the Name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,يَا مَادَّ الظِّلِّ,O Extender of the shadow
,وَلَوْ شِئْتَ لَجَعَلْتَهُ سَاكِنًا,"Had You willed, You could have made it still"
,وَجَعَلْتَ الشَّمْسَ عَلَيْهِ دَلِيْلًا,And You made the sun a guide to it
,ثُمَّ قَبَضْتَهُ إِلَيْكَ قَبْضًا يَسِيرًا,Then You withdraw it to Yourself with an easy withdrawal
,يَاذَا الْجُودِ وَالطَّوْلِ,O Possessor of generosity and power
,وَالْكِبْرِيَاءِ وَالْآلاَءِ,And majesty and bounties
,لَا إِلٰهَ إِلَّا اَنْتَ,There is no god but You
,عَالِمُ الْغَيْبِ وَالشَّهَادَةِ,Knower of the unseen and the witnessed
,اَلرَّحْمٰنُ الرَّحِيمُ,"The Most Beneficent, the Most Merciful"
,لَا إِلٰهَ إِلَّا اَنْتَ,There is no god but You
,يَا قُدُّوسُ يَا سَلاَمُ,"O Holy One, O Peace"
,يَا مُؤْمِنُ يَا مُهَيْمِنُ,"O Granter of security, O Guardian"
,يَا عَزِيزُ يَا جَبَّارُ,"O Mighty, O Compeller"
,يَا مُتَكَبِّرُ يَا اَللَّهُ,"O Supreme, O Allah"
,يَا خَالِقُ يَا بَارِئُ يَا مُصَوِّرُ,"O Creator, O Maker, O Fashioner"
,يَا اَللَّهُ يَا اَللَّهُ يَا اَللَّهُ,"O Allah, O Allah, O Allah"
,لَكَ الْاَسْمَاءُ الْحُسْنَىٰ,To You belong the most beautiful names
,وَالْاَمْثَالُ الْعُلْيَا,And the highest examples
,وَالْكِبْرِيَاءُ وَالْآلاَءُ,And the majesty and bounties
,اَسْئَلُكَ اَنْ تُصَلِّيَ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,I ask You to send blessings upon Muhammad and the family of Muhammad
,وَاَنْ تَجْعَلَ اسْمِيْ فِيْ هٰذِهِ اللَّيْلَةِ فِيْ السُّعَدَاءِ,"And to make my name, on this night, among the fortunate"
,وَرُوحِيْ مَعَ الشُّهَدَاءِ,And my soul among the martyrs
,وَإِحْسَانِيْ فِيْ عِلِّيِّينَ,And my good deeds in the highest places
,وَإِسَاءَتِيْ مَغْفُورَةً,And my misdeeds forgiven
,وَاَنْ تَهَبَ لِيْ يَقِينًا تُبَاشِرُ بِهِ قَلْبِي,And that You grant me certainty with which my heart is comforted
,وَإِيـمَانًا يُذْهِبُ الشَّكَّ عَنِّي,And faith that removes doubt from me
,وَتُرْضِيَنِيْ بِمَا قَسَمْتَ لِي,And make me content with what You have apportioned for me
,وَ آتِنَا فِيْ الدُّنْيَا حَسَنَةً,And grant us good in this world
,وَفِيْ الْآخِرَةِ حَسَنَةً,And good in the Hereafter
,وَقِنَا عَذَابَ النَّارِ الْحَرِيقِ,And protect us from the punishment of the burning fire
,وَارْزُقْنِيْ فِيهَا ذِكْرَكَ وَشُكْرَكَ وَالرَّغْبَةَ إِلَيْكَ,"And grant me in it Your remembrance, gratitude to You, and desire for You"
,وَالْاِنَابَةَ وَالتَّوْفِيقَ لِمَا وَفَّقْتَ لَهُ مُحَمَّدًا وَ آلِ مُحَمَّدٍ عَلَيْهِ وَعَلَيْهِمُ السَّلاَمُ,"And repentance and success in what You granted success to Muhammad and the family of Muhammad, peace be upon him and them"
