Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the Name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,يَا خَازِنَ اللَّيْلِ فِيْ الْهَوَاءِ,O Keeper of the night in the atmosphere
,وَخَازِنَ النُّورِ فِيْ السَّمَاءِ,And Keeper of the light in the sky
,وَمَانِعَ السَّمَاءِ اَنْ تَقَعَ عَلَى الْاَرْضِ إِلَّا بِإِذْنِهِ,And Preventer of the sky from falling upon the earth except by His permission
,وَحَابِسَهُمَا اَنْ تَزُولاَ,And Holder of them both from vanishing
,يَا عَلِيمُ يَا عَظِيمُ,"O All-Knowing, O Most Great"
,يَا غَفُورُ يَا دَائِمُ,"O Most Forgiving, O Everlasting"
,يَا اَللَّهُ يَا وَارِثُ,"O Allah, O Inheritor"
,يَا بَاعِثَ مَنْ فِيْ القُبُورِ,O Resurrector of those in the graves
,يَا اَللَّهُ يَا اَللَّهُ يَا اَللَّهُ,"O Allah, O Allah, O Allah"
,لَكَ الْاَسْمَاءُ الْحُسْنَىٰ,To You belong the most beautiful names
,وَالْاَمْثَالُ الْعُلْيَا,And the highest examples
,وَالْكِبْرِيَاءُ وَالْآلاَءُ,And the greatness and bounties
,اَسْئَلُكَ اَنْ تُصَلِّيَ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,I ask You to send blessings upon Muhammad and the family of Muhammad
,وَاَنْ تَجْعَلَ اسْمِيْ فِيْ هٰذِهِ اللَّيْلَةِ فِيْ السُّعَدَاءِ,And to make my name in this night among the fortunate ones
,وَرُوحِيْ مَعَ الشُّهَدَاءِ,And my soul with the martyrs
,وَإِحْسَانِيْ فِيْ عِلِّيِّينَ,And my good deeds in the highest places
,وَإِسَاءَتِيْ مَغْفُورَةً,And my misdeeds forgiven
,وَاَنْ تَهَبَ لِيْ يَقِينًا تُبَاشِرُ بِهِ قَلْبِي,And to grant me certainty that fills my heart
,وَإِيـمَانًا يُذْهِبُ الشَّكَّ عَنِّي,And faith that removes doubt from me
,وَتُرْضِيَنِيْ بِمَا قَسَمْتَ لِي,And to make me content with what You have apportioned for me
,وَ آتِنَا فِيْ الدُّنْيَا حَسَنَةً,And grant us good in this world
,وَفِيْ الْآخِرَةِ حَسَنَةً,And good in the Hereafter
,وَقِنَا عَذَابَ النَّارِ الْحَرِيقِ,And protect us from the punishment of the burning fire
,وَارْزُقْنِيْ فِيهَا ذِكْرَكَ وَشُكْرَكَ وَالرَّغْبَةَ إِلَيْكَ,"And grant me in it Your remembrance, Your gratitude, and desire for You"
,وَالْاِنَابَةَ وَالتَّوْفِيقَ لِمَا وَفَّقْتَ لَهُ مُحَمَّدًا وَ آلِ مُحَمَّدٍ عَلَيْهِ وَعَلَيْهِمُ السَّلاَمُ,"And repentance and success in what You granted Muhammad and the family of Muhammad, peace be upon him and them"
