Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Compassionate, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَلْحَمْدُ لِلَّهِ لَا شَرِيكَ لَهُ,All praise is for Allah who has no partner
,اَلْحَمْدُ لِلَّهِ كَمَا يَنْبَغِيْ لِكَرَمِ وَجْهِهِ,All praise is for Allah as befits the generosity of His countenance
,وَعِزِّ جَلاَلِهِ وَكَمَا هُوَ اهْلُهُ,And the might of His majesty and as He is worthy
,يَا قُدُّوسُ يَا نُوْرُ,"O Holy One, O Light"
,يَا نُورَ الْقُدْسِ,O Light of Holiness
,يَا سُبُّوحُ يَا مُنْتَهَىٰ التَّسْبِيحِ,"O Glorified One, O Ultimate Goal of all glorification"
,يَا رَحْمٰنُ يَا فَاعِلَ الرَّحْمَةِ,"O Most Compassionate, O Doer of mercy"
,يَا اَللَّهُ يَا عَلِيمُ,"O Allah, O All-Knowing"
,يَا كَبِيرُ يَا اَللَّهُ,"O Great One, O Allah"
,يَا لَطِيفُ يَا جَلِيلُ,"O Subtle One, O Majestic"
,يَا اَللَّهُ يَا سَمِيعُ يَا بَصِيرُ,"O Allah, O All-Hearing, O All-Seeing"
,يَا اَللَّهُ يَا اَللَّهُ يَا اَللَّهُ,"O Allah, O Allah, O Allah"
,لَكَ الْاَسْمَاءُ الْحُسْنَىٰ,To You belong the most beautiful names
,وَالْاَمْثَالُ الْعُلْيَا,And the highest examples
,وَالْكِبْرِيَاءُ وَالْآلاَءُ,And greatness and bounties
,اَسْئَلُكَ اَنْ تُصَلِّيَ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,I ask You to send blessings upon Muhammad and the family of Muhammad
,وَاَنْ تَجْعَلَ اسْمِيْ فِيْ هٰذِهِ اللَّيْلَةِ فِيْ السُّعَدَاءِ,"And to make my name, on this night, among the fortunate ones"
,وَرُوحِيْ مَعَ الشُّهَدَاءِ,And my soul among the martyrs
,وَإِحْسَانِيْ فِيْ عِلِّيِّينَ,And my good deeds in the highest places
,وَإِسَاءَتِيْ مَغْفُورَةً,And my misdeeds forgiven
,وَاَنْ تَهَبَ لِيْ يَقِينًا تُبَاشِرُ بِهِ قَلْبِي,And to grant me certainty with which my heart will be filled
,وَإِيـمَانًا يُذْهِبُ الشَّكَّ عَنِّي,And faith that removes all doubt from me
,وَتُرْضِيَنِيْ بِمَا قَسَمْتَ لِي,And make me pleased with what You have apportioned for me
,وَ آتِنَا فِيْ الدُّنْيَا حَسَنَةً,And grant us good in this world
,وَفِيْ الْآخِرَةِ حَسَنَةً,And good in the Hereafter
,وَقِنَا عَذَابَ النَّارِ الْحَرِيقِ,And protect us from the burning punishment of the Fire
,وَارْزُقْنِيْ فِيهَا ذِكْرَكَ وَشُكْرَكَ وَالرَّغْبَةَ إِلَيْكَ,"And grant me in it Your remembrance, Your gratitude, and desire for You"
,وَالْاِنَابَةَ وَالتَّوْفِيقَ لِمَا وَفَّقْتَ لَهُ مُحَمَّدًا وَ آلِ مُحَمَّدٍ عَلَيْهِ وَعَلَيْهِمُ السَّلاَمُ,"And repentance and success in what You have granted Muhammad and the family of Muhammad, peace be upon him and them"
