Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللّٰهُمَّ إِنِّي أَسْأَلُكَ بِاسْمِكَ الْعَظِيمِ الْأَعْظَمِ,"O Allah, I ask You by Your Great, Greatest Name"
,اَلْأَعَزِّ الْأَجَلِّ الْأَكْرَمِ,"The Most Mighty, Most Glorious, Most Generous"
,اَلَّذِيْ إِذَا دُعِيتَ بِهِ عَلَى مَغَالِقِ أَبْوَابِ السَّمَاءِ لِلْفَتْحِ بِالرَّحْمَةِ انْفَتَحَتْ,"Which when You are called upon by it to open the locked gates of heaven for mercy, they open"
,وَ إِذَا دُعِيتَ بِهِ عَلَى مَضَائِقِ أَبْوَابِ الْأَرْضِ لِلْفَرَجِ انْفَرَجَتْ,"And when You are called upon by it to relieve the constrictions of earth, they are relieved"
,وَ إِذَا دُعِيتَ بِهِ عَلَى الْعُسْرِ لِلْيُسْرِ تَيَسَّرَتْ,"And when You are called upon by it to ease difficulties, they become easy"
,وَ إِذَا دُعِيتَ بِهِ عَلَى الْأَمْوَاتِ لِلنُّشُورِ انْتَشَرَتْ,"And when You are called upon by it to resurrect the dead, they are raised"
,وَ إِذَا دُعِيتَ بِهِ عَلَى كَشْفِ الْبَأْسَاءِ وَالضَّرَّاءِ انْكَشَفَتْ,"And when You are called upon by it to remove hardship and affliction, they are removed"
,وَبِجَلالِ وَجْهِكَ الْكَرِيمِ,And by the majesty of Your Generous Face
,أَكْرَمِ الْوُجُوهِ وَأَعَزِّ الْوُجُوهِ,The Most Generous and Most Mighty of all faces
,اَلَّذِيْ عَنَتْ لَهُ الْوُجُوهُ,To which all faces humble themselves
,وَخَضَعَتْ لَهُ الرِّقَابُ,And before which all necks bow
,وَخَشَعَتْ لَهُ الْأَصْوَاتُ,And before which all voices are hushed
,وَوَجِلَتْ لَهُ الْقُلُوبُ مِنْ مَخَافَتِكَ,And before which all hearts tremble out of fear of You
,وَبِقُوَّتِكَ الَّتِيْ بِهَا,And by Your power by which
,تُمْسِكُ السَّمَاءَ أَنْ تَقَعَ عَلَى الْأَرْضِ إِلَّا بِإِذْنِكَ,You hold the sky from falling onto the earth except by Your permission
,وَتُمْسِكُ السَّمَاوَاتِ وَالْأَرْضَ أَنْ تَزُولاَ,And You hold the heavens and earth from moving away
,وَبِمَشِييَّتِكَ الَّتِيْ دَانَ لَهَا الْعَالَمُوْنَ,And by Your will to which all worlds submit
,وَبِكَلِمَتِكَ الَّتِيْ خَلَقْتَ بِهَا السَّمَاوَاتِ وَالْأَرْضَ,And by Your word by which You created the heavens and the earth
,وَبِحِكْمَتِكَ الَّتِيْ صَنَعْتَ بِهَا الْعَجَائِبَ,And by Your wisdom with which You created wonders
,وَخَلَقْتَ بِهَا الظُّلْمَةَ وَجَعَلْتَهَا لَيْلًا,And created darkness and made it night
,وَجَعَلْتَ اللَّيْلَ سَكَنًا,And made the night a time of rest
,وَخَلَقْتَ بِهَا النُّورَ وَجَعَلْتَهُ نَهَارًا,And created light and made it day
,وَجَعَلْتَ النَّهَارَ نُشُورًا مُبْصِرًا,And made the day a time of awakening and visibility
,وَخَلَقْتَ بِهَا الشَّمْسَ وَجَعَلْتَ الشَّمْسَ ضِيَاءً,And created the sun and made the sun radiant
,وَخَلَقْتَ بِهَا الْقَمَرَ وَجَعَلْتَ الْقَمَرَ نُورًا,And created the moon and made the moon a light
,وَخَلَقْتَ بِهَا الْكَوَاكِبَ,And created the stars
,وَجَعَلْتَهَا نُجُومًا وَبُرُوجًا وَمَصَابِيحَ وَزِينةً وَرُجُومًا,"And made them stars, constellations, lamps, adornment, and missiles"
,وَجَعَلْتَ لَهَا مَشَارِقَ وَمَغَارِبَ,And assigned them rising and setting places
,وَجَعَلْتَ لَهَا مَطَالِعَ وَمَجَارِي,And assigned them places of ascent and courses
,وَجَعَلْتَ لَهَا فَلَكًا وَمَسَابِحَ,And assigned them orbits and paths
,وَقَدَّرْتَهَا فِيْ السَّمَاءِ مَنَازِلَ فَأَحْسَنْتَ تَقْدِيرَهَا,"And ordained for them stations in the sky, arranging them excellently"
,وَصَوَّرْتَهَا فَأَحْسَنْتَ تَصْوِيرَهَا,"And formed them, giving them excellent form"
,وَأَحْصَيْتَهَا بِأَسْمَائِكَ إِحْصَاءً,And enumerated them by Your names completely
,وَدَبَّرْتَهَا بِحِكْمَتِكَ تَدْبِيرًا فَأَحْسَنْتَ تَدْبِيرَهَا,And managed them with Your wisdom excellently
