Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Gracious, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send Your blessings upon Muhammad and the family of Muhammad"
,اِلٰهِيْ وَقَفَ السَّائِلُوْنَ بِبَابِكَ,"My God, the seekers have stopped at Your door"
,وَلَاذَ الْفُقَرَاءُ بِجَنَابِكَ,And the poor have sought refuge in Your presence
,وَوَقَفَتْ سَفِيْنَةُ الْمَسَاكِيْنِ عَلَى سَاحِلِ,And the ship of the destitute has anchored on the shore
,بَحْرِ جُوْدِكَ وَكَرَمِكَ,Of the sea of Your generosity and nobility
,يَرْجُوْنَ الْجَوَازَ إِلَى سَاحَةِ رَحْمَتِكَ وَنِعْمَتِكَ,Hoping to cross over to the realm of Your mercy and blessings
,إِلٰهِيْ إِنْ كُنْتَ لَا تَرْحَمُ فِيْ هٰذَا الشَّهْرِ الشَّرِيْفِ,"My God, if in this noble month You only show mercy"
,إِلَّا لِمَنْ اَخْلَصَ لَكَ فِيْ صِيَامِهِ وَقِيَامِهِ,To those who are sincere to You in their fasting and prayers
,فَمَنْ لِلْمُذْنِبِ الْمُقَصِّرِ,Then who is there for the sinful and negligent one
,إِذَا غَرِقَ فِيْ بَحْرِ ذُنُوْبِهِ وَ آثَامِهِ,When he drowns in the sea of his sins and wrongdoings
,إِلٰهِيْ إِنْ كُنْتَ لَا تَرْحَمُ إِلَّا المُطِيْعِيْنَ فَمَنْ لِلْعَاصِيْنَ,"My God, if You only show mercy to the obedient, then who is there for the disobedient"
,وَإِنْ كُنْتَ لَا تَقْبَلُ إِلَّا مِنَ الْعَامِلِيْنَ، فَمَنْ لِلْمُقَصِّرِيْنَ,"And if You only accept from those who do good deeds, then who is there for the negligent ones"
,إِلٰهِيْ رَبِحَ الصَّائِمُوْنَ وَفَازَ الْقَائِمُوْنَ,"My God, the fasting ones have profited, and the praying ones have succeeded"
,وَنَجَى الْمُخْلِصُوْنَ، وَنَحْنُ عَبِيْدُكَ الْمُذْنِبُوْنَ,"And the sincere ones have been saved, while we are Your sinful servants"
,فَارْحَمْنَا بِرَحْمَتِكَ وَاَعْتِقْنَا مِنَ النَّارِ بِعَفْوِكَ يَا كَرِيْمُ,"So have mercy on us through Your mercy and free us from the Fire through Your pardon, O Generous One"
,يَا اَرْحَمَ الرَّاحِمِيْنَ,O Most Merciful of those who show mercy
,وَصَلَّى اللَّهُ عَلَى مُحَمَّدٍ وَّ آلِهِ الطَّاهِرِيْنَ,And may Allah send blessings upon Muhammad and his pure family
