Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Gracious, the Most Merciful"
,إِلٰهِيْ كَمْ مِنْ عَدُوٍّ,"My God, how many enemies"
,انْتَضىٰ عَلَيَّ سَيْفَ عَدَاوَتِهِ,have drawn against me the sword of their enmity
,وَشَحَذَ لِيْ ظُبَةَ مِدْيَتِهِ,and sharpened for me the blade of their knives
,وَأَرْهَفَ لِيْ شَبَا حَدِّهِ,and honed for me the edge of their swords
,وَدَافَ لِيْ قَوَاتِلَ سُمُومِهِ,and mixed for me deadly poisons
,وَسَدَّدَ إِلَيَّ صَوَائِبَ سِهَامِهِ,and aimed at me their accurate arrows
,وَلَمْ تَنَمْ عَنِّيْ عَيْنُ حِرَاسَتِهِ,while their watchful eyes never slept
,وَأَضْمَرَ أَنْ يَسُومَنِيْ الْمَكْرُوهَ,and they intended to subject me to hardship
,وَيُجَرِّعَنِيْ ذُعَافَ مَرَارَتِهِ,and make me drink the poison of their bitterness
,فَنَظَرْتَ إِلٰى ضَعْفِيْ عَنِ احْتِمَالِ الْفَوَادِحِ,You saw my weakness in bearing such calamities
,وَعَجْزِيْ عَنِ الْإِنْتِصَارِ مِمَّنْ قَصَدَنِيْ بِمُحَارَبَتِهِ,and my inability to defend myself against those who sought to wage war against me
,وَوَحْدَتِيْ فِيْ كَثِيرٍ مِمَّنْ نَاوَانِيْ وَأَرْصَدَ لِيْ,and my solitude against the many who opposed me and laid in wait for me
,فِيمَا لَمْ أُعْمِلْ فِكْرِيْ فِيْ الْإِرْصَادِ لَهُمْ بِمِثْلِهِ,in matters where I had not even thought of preparing similar traps for them
,فَأَيَّدْتَنِيْ بِقُوَّتِكَ,So You strengthened me with Your power
,وَشَدَدْتَ أَزْرِيْ بِنُصْرَتِكَ,and supported me with Your help
,وَفَلَلْتَ لِيْ حَدَّهُ,and blunted their blade for me
,وَخَذَلْتَهُ بَعْدَ جَمْعِ عَدِيْدِهِ وَحَشَدِهِ,and abandoned him after he had gathered his numbers and mobilized
,وَأَعْلَيْتَ كَعْبِىْ عَلَيْهِ,and raised my position above his
,وَوَجَّهْتَ مَا سَدَّدَ إِلَيَّ مِنْ مَكَائِدِهِ إِلَيْهِ,and turned the plots he aimed at me back upon him
,وَرَدَدْتَهُ عَلَيْهِ,and sent it back to him
,وَلَمْ يَشْفِ غَلِيلَهُ,so his anger was not quenched
,وَلَمْ تَبْرُدْ حَزَازَاتُ غَيْظِهِ,and the burning of his rage did not cool
,وَقَدْ عَضَّ عَلَيَّ أَنَامِلَهُ,and he bit his fingertips in rage against me
,وَأَدْبَرَ مُوَلِّيًا قَدْ أَخْفَقَتْ سَرَايَاهُ,and retreated in defeat after his raids had failed
,فَلَكَ الْحَمْدُ يَا رَبِّ,"So to You is all praise, O my Lord"
,مِنْ مُقْتَدِرٍ لَايُغْلَبُ,You are the Almighty who cannot be defeated
,وَذِيْ أَنَاةٍ لَايَعْجَلُ,and the Patient who does not hurry
,صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,Bless Muhammad and the family of Muhammad
,وَاجْعَلْنِيْ لِنَعْمَائِكَ مِنَ الشَّاكِرِينَ,and make me among those who are grateful for Your blessings
,وَلِآلاَئِكَ مِنَ الذَّاكِرِينَ,and among those who remember Your favors
,إِلٰهِيْ وَكَمْ مِنْ بَاغٍ,"My God, how many oppressors"
,بَغَانِيْ بِمَكَائِدِهِ,who oppressed me with their plots
,وَنَصَبَ لِيْ أَشْرَاكَ مَصَائِدِهِ,and set up for me the snares of their traps
,وَوَكَّلَ بِىْ تَفَقُّدَ رِعَايَتِهِ,and entrusted to me the watchfulness of their care
,وَأَضْبَأَ إِلَيَّ إِضْبَاءَ السَّبُعِ لِطَرِيدَتِهِ,and crouched for me as a predator for its prey
,اِنْتِظَارًا لِانْتِهَازِ فُرْصَتِهِ,waiting to seize an opportunity
,وَهُوَ يُظْهِرُ بَشَاشَةَ الْمَلَقِ,while showing a cheerful face of flattery
,وَيَبْسُطُ وَجْهًا غَيْرَ طَلِقٍ,and displaying a face that was not open and bright
,فَلَمَّا رَأَيْتَ دَغَلَ سَرِيرَتِهِ,But when You saw the deceit in his secret thoughts
,وَقُبْحَ مَا انْطَوٰى عَلَيْهِ لِشَرِيكِهِ فِيْ مِلَّتِهِ,and the ugliness of what he concealed against his partner in faith
,وَأَصْبَحَ مُجْلِبًا لِيْ فِيْ بَغْيِهِ,and he openly rushed toward me in his oppression
,أَرْكَسْتَهُ لِأُمِّ رَأْسِهِ,You threw him headfirst
,وَأَتَيْتَ بُنْيَانَهُ مِنْ أَسَاسِهِ,and destroyed his structure from its foundation
,فَصَرَعْتَهُ فِيْ زُبْيَتِهِ,and You threw him into his own pit
,وَرَدَّيْتَهُ فِيْ مَهْوٰى حُفْرَتِهِ,and hurled him into the abyss of his own pit
,وَجَعَلْتَ خَدَّهُ طَبَقًا لِتُرَابِ رِجْلِهِ,and made his cheek a layer for the dust under his foot
,وَشَغَلْتَهُ فِيْ بَدَنِهِ وَرِزْقِهِ,and occupied him with his body and livelihood
,وَرَمَيْتَهُ بِحَجَرِهِ,and You hit him with his own stone
,وَخَنَقْتَهُ بِوَتَرِهِ,and strangled him with his own bowstring
,وَذَكَّيْتَهُ بِمَشَاقِصِهِ,and slaughtered him with his own arrows
,وَكَبَبْتَهُ لِمَنْخِرِهِ,and threw him on his face
,وَرَدَدْتَ كَيْدَهُ فِيْ نَحْرِهِ,and returned his plot to his own throat
,وَرَبَقْتَهُ بِنَدَامَتِهِ,and bound him with his own regret
,وَفَسَأْتَهُ بِحَسْرَتِهِ,and disgraced him with his own disappointment
,فَاسْتَخْذَأَ وَتَضَاءَلَ بَعْدَ نَخْوَتِهِ,so he became humiliated and diminished after his arrogance
,وَانْقَمَعَ بَعْدَ اسْتِطَالَتِهِ,and subdued after his haughtiness
,ذَلِيْلًا مَأْسُورًا فِيْ رِبْقِ حِبَالَتِهِ,humiliated and captive in the noose of his own trap
,اَلَّتِيْ كَانَ يُؤَمِّلُ أَنْ يَرَانِيْ فِيهَا يَوْمَ سَطْوَتِهِ,which he had hoped to see me in on the day of his assault
,وَقَدْ كِدْتُ يَا رَبِّ لَوْلَا رَحْمَتُكَ,"And I would have, O Lord, if not for Your mercy"
,أَنْ يَحُلَّ بِىْ مَا حَلَّ بِسَاحَتِهِ,been afflicted with what befell him
,فَلَكَ الْحَمْدُ يَا رَبِّ,"So to You is all praise, O my Lord"
,مِنْ مُقْتَدِرٍ لَا يُغْلَبُ,You are the Almighty who cannot be defeated
,وَذِيْ أَنَاةٍ لَايَعْجَلُ,and the Patient who does not hurry
,صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,Bless Muhammad and the family of Muhammad
,وَاجْعَلْنِيْ لِنَعْمَائِكَ مِنَ الشَّاكِرِينَ,and make me among those who are grateful for Your blessings
,وَلِآلاَئِكَ مِنَ الذَّاكِرِينَ,and among those who remember Your favors
,إِلٰهِيْ وَكَمْ مِنْ حَاسِدٍ شَرِقَ بِحَسْرَتِهِ,"My God, how many envious ones who choked on their sorrow"
,وَعَدُوٍّ شَجِيَ بِغَيْظِهِ,and enemies who were distressed with their rage
,وَسَلَقَنِيْ بِحَدِّ لِسَانِهِ,and lashed me with their sharp tongues
,وَوَخَزَنِيْ بِمُوقِ عَيْنِهِ,and pierced me with the glances of their eyes
,وَجَعَلَنِيْ غَرَضًا لِمَرَامِيهِ,and made me a target for their arrows
,وَقَلَّدَنِيْ خِلالًا لَمْ تَزَلْ فِيهِ,and attributed to me flaws that were always within them
,نَادَيْتُكَ يَا رَبِّ مُسْتَجِيرًا بِكَ,"I called upon You, O Lord, seeking Your protection"
,وَاثِقًا بِسُرْعَةِ إِجَابَتِكَ,confident in the swiftness of Your response
,مُتَوَكِّلًا عَلَى مَا لَمْ أَزَلْ أَتَعَرَّفُهُ,relying on what I have always known
,مِنْ حُسْنِ دِفَاعِكَ,of Your excellent defense
,عَالِمًا أَنَّهُ لَايُضْطَهَدُ مَنْ أَوٰى إِلٰى ظِلِّ كَنَفِكَ,knowing that whoever seeks refuge in the shade of Your protection cannot be persecuted
,وَلَنْ تَقْرَعَ الْحَوَادِثُ مَنْ لَجَأَ إِلٰى مَعْقِلِ الْإِنْتِصَارِ بِكَ,and calamities will never strike one who has taken refuge in the fortress of seeking Your help
,فَحَصَّنْتَنِيْ مِنْ بَأْسِهِ بِقُدْرَتِكَ,So You protected me from his harm by Your power
,فَلَكَ الْحَمْدُ يَا رَبِّ,"So to You is all praise, O my Lord"
,مِنْ مُقْتَدِرٍ لَايُغْلَبُ,You are the Almighty who cannot be defeated
,وَذِيْ أَنَاةٍ لَايَعْجَلُ,and the Patient who does not hurry
,صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,Bless Muhammad and the family of Muhammad
,وَاجْعَلْنِيْ لِنَعْمَائِكَ مِنَ الشَّاكِرِينَ,and make me among those who are grateful for Your blessings
,وَلِآلاَئِكَ مِنَ الذَّاكِرِينَ,and among those who remember Your favors
,إِلٰهِيْ وَكَمْ مِنْ سَحَائِبِ مَكْرُوهٍ جَلَّيْتَهَا,"My God, how many clouds of misfortune You have cleared away"
,وَسَمَاءِ نِعْمَةٍ مَطَرْتَهَا,and skies of blessing You have rained down
,وَجَدَاوِلِ كَرَامَةٍ أَجْرَيْتَهَا,and streams of honor You have made flow
,وَأَعْيُنِ أَحْدَاثٍ طَمَسْتَهَا,and eyes of calamities You have blinded
,وَنَاشِئَةِ رَحْمَةٍ نَشَرْتَهَا,and mercies You have spread
,وَجُنَّةِ عَافِيَةٍ أَلْبَسْتَهَا,and shields of well-being You have clothed me with
,وَغَوَامِرِ كُرُبَاتٍ كَشَفْتَهَا,and overwhelming distresses You have removed
,وَأُمُورٍ جَارِيَةٍ قَدَّرْتَهَا,and matters in progress You have ordained
,لَمْ تُعْجِزْكَ إِذْ طَلَبْتَهَا,that did not frustrate You when You sought them
,وَلَمْ تَمْتَنِعْ مِنْكَ إِذْ أَرَدْتَهَا,and did not resist You when You willed them
,فَلَكَ الْحَمْدُ يَا رَبِّ,"So to You is all praise, O my Lord"
,مِنْ مُقْتَدِرٍ لَايُغْلَبُ,You are the Almighty who cannot be defeated
,وَذِيْ أَنَاةٍ لَايَعْجَلُ,and the Patient who does not hurry
,صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,Bless Muhammad and the family of Muhammad
,وَاجْعَلْنِيْ لِنَعْمَائِكَ مِنَ الشَّاكِرِينَ,and make me among those who are grateful for Your blessings
,وَلِآلاَئِكَ مِنَ الذَّاكِرِينَ,and among those who remember Your favors
,إِلٰهِيْ وَكَمْ مِنْ ظَنٍّ حَسَنٍ حَقَّقْتَ,"My God, how many good opinions You have confirmed"
,وَمِنْ كَسْرِ إِمْلاَقٍ جَبَرْتَ,and how much crushing poverty You have mended
,وَمِنْ مَسْكَنَةٍ فَادِحَةٍ حَوَّلْتَ,and how much crushing misery You have transformed
,وَمِنْ صَرْعَةٍ مُهْلِكَةٍ نَعَشْتَ,and how many deadly falls You have helped me rise from
,وَمِنْ مَشَقَّةٍ أَرَحْتَ,and how much hardship You have relieved
,لَاتُسْأَلُ عَمَّا تَفْعَلُ,You are not questioned about what You do
,وَهُمْ يُسْأَلُونَ,but they are questioned
,وَلَا يَنْقُصُكَ مَا أَنْفَقْتَ,and what You have spent does not diminish You
,وَلَقَدْ سُئِلْتَ فَأَعْطَيْتَ,You have been asked and You have given
,وَلَمْ تُسْأَلْ فَابْتَدَأْتَ,"and without being asked, You initiated"
,وَاسْتُمِيحَ بَابُ فَضْلِكَ فَمَا أَكْدَيْتَ,"and when the door of Your grace was asked for, You did not withhold"
,أَبَيْتَ إِلَّا إِنْعَامًا وَامْتِنَانًا,You refuse except to bestow blessings and favors
