Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Gracious, the Most Merciful"
,سُبْحَانَ اللَّهِ,Glory be to Allah
,وَالْحَمْدُ لِلّٰهِ,All praise be to Allah
,وَلَا إِلٰهَ إِلَّا اللَّهُ,There is no god but Allah
,وَاللَّهُ أَكْبَرُ,Allah is the Greatest
,وَلَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللَّهِ الْعَلِيِّ الْعَظِيمِ,"There is no power or strength except with Allah, the Most High, the Magnificent"
,سُبْحَانَ اللَّهِ آنَاءَ اللَّيْلِ وَأَطْرَافَ النَّهَارِ,Glory be to Allah during the night and at the ends of the day
,سُبْحَانَ اللَّهِ بِالْغُدُوِّ وَالْآصَالِ,Glory be to Allah in the morning and the evening
,سُبْحَانَ اللَّهِ بِالْعَشِيِّ وَالْإِبْكَارِ,Glory be to Allah in the evening and the morning
,سُبْحَانَ اللَّهِ حِينَ تُمْسُونَ وَحِينَ تُصْبِحُونَ,Glory be to Allah when you reach the evening and when you reach the morning
,وَلَهُ الْحَمْدُ فِيْ السَّمَاوَاتِ وَالْأَرْضِ,And to Him is all praise in the heavens and the earth
,وَعَشِيًّا وَحِينَ تُظْهِرُونَ,In the evening and when you are at midday
,يُخْرِجُ الْحَيَّ مِنَ الْمَيِّتِ,He brings forth the living from the dead
,وَيُخْرِجُ الْمَيِّتَ مِنَ الْحَيِّ,And brings forth the dead from the living
,وَيُحْيِيْ الْأَرْضَ بَعْدَ مَوْتِهَا,And He gives life to the earth after its death
,وَكَذَلِكَ تُخْرَجُونَ,And likewise you will be brought forth
,سُبْحَانَ رَبِّكَ رَبِّ الْعِزَّةِ عَمَّا يَصِفُونَ,"Glory be to your Lord, the Lord of Honor, above what they describe"
,وَسَلامٌ عَلَى الْمُرْسَلِينَ,And peace be upon the Messengers
,وَالْحَمْدُ لِلّٰهِ رَبِّ الْعَالَمِينَ,"And all praise be to Allah, the Lord of the Worlds"
,سُبْحَانَ ذِيْ الْمُلْكِ وَالْمَلَكُوتِ,Glory be to the Owner of the Kingdom and Sovereignty
,سُبْحَانَ ذِيْ الْعِزَّةِ وَالْجَبَرُوتِ,Glory be to the Owner of Honor and Might
,سُبْحَانَ ذِيْ الْكِبْرِيَاءِ وَالْعَظَمَةِ,Glory be to the Owner of Greatness and Magnificence
,اَلْمَلِكِ الْحَقِّ المُهَيْمِنِ الْمُبِينِ القُدُّوسِ,"The True King, the Guardian, the Manifest, the Holy"
,سُبْحَانَ اللَّهِ الْمَلِكِ الْحَيِّ الَّذِيْ لَايَمُوتُ,"Glory be to Allah, the Living King who never dies"
