Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللّٰهُمَّ إِنِّي أَسْأَلُكَ بِاسْمِكَ,"O Allah, I ask You by Your name"
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,يَا ذَا الْجَلَالِ وَالْإِكْرَامِ,O Lord of Majesty and Honor
,يَا حَيُّ يَا قَيُّوْمُ,"O Ever-Living, O Self-Subsisting"
,يَا حَيُّ لَاإِلٰهَ إِلَّا أَنْتَ,"O Ever-Living, there is no god except You"
,يَا هُوَ يَا مَنْ لَايَعْلَمُ مَا هُوَ,"O He, O One whom no one knows what He is"
,وَلَا كَيْفَ هُوَ,Nor how He is
,وَلَا أَيْنَ هُوَ,Nor where He is
,وَلَا حَيْثُ هُوَ إِلَّا هُوَ,Nor how He exists except He Himself
,يَا ذَا الْمُلْكِ وَالْمَلَكُوتِ,O Lord of the Kingdom and Dominion
,يَا ذَا الْعِزَّةِ وَالْجَبَرُوتِ,O Lord of Might and Power
,يَا مَلِكُ يَا قُدُّوْسُ يَا سَلامُ,"O Sovereign, O Holy, O Peace"
,يَا مُؤْمِنُ يَا مُهَيْمِنُ,"O Giver of Faith, O Guardian"
,يَا عَزِيزُ يَا جَبَّارُ يَا مُتَكَبِّرُ,"O Mighty, O Compeller, O Supreme"
,يَا خَالِقُ يَا بَارِئُ يَا مُصَوِّرُ,"O Creator, O Maker, O Fashioner"
,يَا مُفِيدُ يَا مُدَبِّرُ,"O Benefactor, O Administrator"
,يَا شَدِيدُ يَا مُبْدِئُ,"O Mighty, O Originator"
,يَا مُعِيدُ يَا مُبِيدُ,"O Restorer, O Destroyer"
,يَا وَدُودُ يَا مَحْمُودُ يَا مَعْبُودُ,"O Loving, O Praiseworthy, O Worshipped One"
,يَا بَعِيدُ يَا قَرِيبُ,"O Far, O Near"
,يَا مُجِيبُ يَا رَقِيبُ يَا حَسِيبُ,"O Responsive, O Watchful, O Reckoner"
,يَا بَدِيعُ يَا رَفِيعُ,"O Innovator, O Exalter"
,يَا مَنِيعُ يَا سَمِيعُ,"O Impregnable, O All-Hearing"
,يَا عَلِيمُ يَا حَلِيمُ يَا كَرِيمُ,"O All-Knowing, O Forbearing, O Generous"
,يَا حَكِيمُ يَا قَدِيمُ,"O Wise, O Eternal"
,يَا عَلِيُّ يَا عَظِيمُ,"O Most High, O Great"
,يَا حَنَّانُ يَا مَنَّانُ,"O Compassionate, O Bestower"
,يَا دَيَّانُ يَا مُسْتَعَانُ,"O Judge, O Helper"
,يَا جَلِيلُ يَا جَمِيلُ,"O Majestic, O Beautiful"
,يَا وَكِيلُ يَا كَفِيلُ,"O Guardian, O Guarantor"
,يَا مُقِيلُ يَا مُنِيلُ,"O Pardoner, O Giver"
,يَا نَبِيلُ يَا دَلِيلُ,"O Noble, O Guide"
,يَا هَادِيْ يَا بَادِيْ,"O Guide, O Initiator"
,يَا أَوَّلُ يَا آخِرُ,"O First, O Last"
,يَا ظَاهِرُ يَا بَاطِنُ,"O Manifest, O Hidden"
,يَا قَائِمُ يَا دَائِمُ,"O Upright, O Everlasting"
,يَا عَالِمُ يَا حَاكِمُ,"O Knower, O Ruler"
,يَا قَاضِيْ يَا عَادِلُ,"O Judge, O Just"
,يَا فَاصِلُ يَا وَاصِلُ,"O Separator, O Connector"
,يَا طَاهِرُ يَا مُطَهِّرُ,"O Pure, O Purifier"
,يَا قَادِرُ يَا مُقْتَدِرُ,"O Powerful, O All-Powerful"
,يَا كَبِيرُ يَا مُتَكَبِّرُ,"O Great, O Supreme"
,يَا وَاحِدُ يَا أَحَدُ يَا صَمَدُ,"O One, O Only, O Eternal"
,يَا مَنْ لَمْ يَلِدْ وَلَمْ يُولَدْ,"O He who begets not, nor was He begotten"
,وَلَمْ يَكُنْ لَهُ كُفُوًا أَحَدٌ,And there is none comparable to Him
,وَلَمْ يَكُنْ لَهُ صَاحِبَةٌ,And He has no spouse
,وَلَا كَانَ مَعَهُ وَزِيرٌ,And He has no minister
,وَلَا اتَّخَذَ مَعَهُ مُشِيرًا,And He does not take any advisor
,وَلَا احْتَاجَ إِلٰى ظَهِيرٍ,And He needs no supporter
,وَلَا كَانَ مَعَهُ مِنْ إِلٰهٍ غَيْرُهُ,And there is no god with Him besides Him
,لَاإِلٰهَ إِلَّا أَنْتَ,There is no god except You
