Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَلْحَمْدُ لِلَّهِ الْأَوَّلِ بِلَا أَوَّلٍ كَانَ قَبْلَهُ,"All praise belongs to Allah, the First without any beginning before Him"
,وَ الْآخِرِ بِلَا آخِرٍ يَكُونُ بَعْدَهُ,And the Last without any end after Him
,اَلَّذِيْ قَصُرَتْ عَنْ رُؤْيَتِهِ أَبْصَارُ النَّاظِرِينَ,The One whose vision is beyond the sight of those who observe
,وَ عَجَزَتْ عَنْ نَعْتِهِ أَوْهَامُ الْوَاصِفِينَ,And whose description is beyond the imagination of those who describe
,اِبْتَدَعَ بِقُدْرَتِهِ الْخَلْقَ ابْتِدَاعًا,"He originated creation with His power, a complete origination"
,وَ اخْتَرَعَهُمْ عَلَى مَشِيَّتِهِ اخْتِرَاعًا,"And fashioned them according to His will, a perfect fashioning"
,ثُمَّ سَلَكَ بِهِمْ طَرِيقَ إِرَادَتِهِ,Then He set them on the path of His intention
,وَ بَعَثَهُمْ فِيْ سَبِيلِ مَحَبَّتِهِ,And sent them on the way of His love
,لَا يَمْلِكُونَ تَأْخِيرًا عَمَّا قَدَّمَهُمْ إِلَيْهِ,They cannot delay what He has hastened for them
,وَ لَا يَسْتَطِيعُونَ تَقَدُّمًا إِلَى مَا أَخَّرَهُمْ عَنْهُ,Nor can they hasten what He has delayed for them
,وَ جَعَلَ لِكُلِّ رُوحٍ مِنْهُمْ,And He has assigned for every soul among them
,قُوتًا مَعْلُومًا مَقْسُومًا مِنْ رِزْقِهِ,"A known, allocated sustenance from His provision"
,لَا يَنْقُصُ مَنْ زَادَهُ نَاقِصٌ,No decrease can diminish what He increases
,وَ لَا يَزِيدُ مَنْ نَقَصَ مِنْهُمْ زَائِدٌ,And no increase can add to what He decreases
,ثُمَّ ضَرَبَ لَهُ فِيْ الْحَيَاةِ أَجَلًا مَوْقُوتًا,Then He set for each a fixed term in life
,وَ نَصَبَ لَهُ أَمَدًا مَحْدُودًا,And established for each a limited duration
,يَتَخَطَّأُ إِلَيْهِ بِأَيَّامِ عُمُرِهِ,Approaching it through the days of their lives
,وَ يَرْهَقُهُ بِأَعْوَامِ دَهْرِهِ,And reaching it through the years of their time
,حَتَّى إِذَا بَلَغَ أَقْصَى أَثَرِهِ,Until when one reaches the end of their journey
,وَ اسْتَوْعَبَ حِسَابَ عُمُرِهِ,And completes the count of their lifetime
,قَبَضَهُ إِلَى مَا نَدَبَهُ إِلَيْهِ,He takes them to what He has ordained for them
,مِنْ مَوْفُورِ ثَوَابِهِ، أَوْ مَحْذُورِ عِقَابِهِ,Either to abundant reward or dreaded punishment
,لِيَجْزِيَ الَّذِيْنَ أَسَاءُوْا بِمَا عَمِلُوْا,That He may recompense those who do evil according to what they did
,وَ يَجْزِيَ الَّذِيْنَ أَحْسَنُوْا بِالْحُسْنَى,And reward those who do good with goodness
,عَدْلًا مِنْهُ، تَقَدَّسَتْ أَسْمَاؤُهُ,"With justice from Him, holy are His names"
,وَ تَظاَهَرَتْ آلَاؤُهُ,And manifest are His blessings
,لَا يُسْأَلُ عَمَّا يَفْعَلُ وَ هُمْ يُسْأَلُونَ,"He is not questioned about what He does, but they are questioned"
,وَ الْحَمْدُ لِلَّهِ الَّذِيْ لَوْ حَبَسَ عَنْ عِبَادِهِ مَعْرِفَةَ,"And all praise belongs to Allah who, if He had withheld from His servants"
,حَمْدِهِ عَلَى مَا أَبْلَاهُمْ مِنْ مِنَنِهِ الْمُتَتَابِعَةِ,The knowledge of praising Him for the continuous favors He bestowed upon them
,وَ أَسْبَغَ عَلَيْهِمْ مِنْ نِعَمِهِ الْمُتَظَاهِرَةِ,And the abundant blessings He showered upon them
,لَتَصَرَّفُوْا فِيْ مِنَنِهِ فَلَمْ يَحْمَدُوهُ,They would have used His blessings without praising Him
,وَ تَوَسَّعُوْا فِيْ رِزْقِهِ فَلَمْ يَشْكُرُوهُ,And expanded in His provision without thanking Him
,وَ لَوْ كَانُوْا كَذَلِكَ لَخَرَجُوْا مِنْ حُدُودِ الْإِنْسَانِيَّةِ,"And had they been like that, they would have departed from the bounds of humanity"
,إِلَى حَدِّ الْبَهِيمِيَّةِ,To the limits of animality
,فَكَانُوْا كَمَا وَصَفَ فِيْ مُحْكَمِ كِتَابِهِ,And they would have been as He described in His clear Book
,إِنْ هُمْ إِلَّا كَالْأَنْعَامِ بَلْ هُمْ أَضَلُّ سَبيلًا,"""They are like cattle, nay, they are even more astray from the path"""
