Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللَّهُمَّ إِنَّهُ يَحْجُبُنِيْ عَنْ مَسْأَلَتِكَ خِلَالٌ ثَلَاثٌ,"O Allah, three qualities prevent me from asking You"
,وَتَحْدُونِيْ عَلَيْهَا خَلَّةٌ وَاحِدَةٌ,And one quality urges me towards it
,يَحْجُبُنِيْ أَمْرٌ أَمَرْتَ بِهِ فَأَبْطَأْتُ عَنْهُ,I am prevented by commands You ordered which I was slow to fulfill
,وَنَهْيٌ نَهَيْتَنِيْ عَنْهُ فَأَسْرَعْتُ إِلَيْهِ,And prohibitions You forbade which I hastened to commit
,وَنِعْمَةٌ أَنْعَمْتَ بِهَا عَلَيَّ فَقَصَّرْتُ فِيْ شُكْرِهَا,And blessings You bestowed upon me for which I was deficient in gratitude
,وَيَحْدُونِيْ عَلَى مَسْأَلَتِكَ تَفَضُّلُكَ,And what urges me to ask You is Your favor
,عَلَى مَنْ أَقْبَلَ بِوَجْهِهِ إِلَيْكَ,Upon those who turn their faces toward You
,وَوَفَدَ بِحُسْنِ ظَنِّهِ إِلَيْكَ,And approach You with good expectations
,إِذْ جَمِيعُ إِحْسَانِكَ تَفَضُّلٌ,Since all Your benevolence is a favor
,وَإِذْ كُلُّ نِعَمِكَ ابْتِدَاءٌ,And all Your blessings are initiated by You
,فَهَا أَنَا ذَا يَا إِلَهِيْ وَاقِفٌ بِبَابِ عِزِّكَ,"So here I am, my God, standing at the door of Your might"
,وُقُوفَ الْمُسْتَسْلِمِ الذَّلِيلِ، وَسَائِلُكَ عَلَى الْحَيَاءِ مِنِّي,"Standing as one surrendered and humbled, asking You despite my embarrassment"
,سُؤَالَ الْبَائِسِ الْمُعِيلِ مُقِرٌّ لَكَ بِأَنِّي,"Like the asking of a destitute, acknowledging that I"
,لَمْ أَسْتَسْلِمْ وَقْتَ إِحْسَانِكَ إِلَّا بِالْإِقْلَاعِ عَنْ عِصْيَانِكَ,Did not surrender during Your benevolence except by ceasing my disobedience to You
,وَلَمْ أَخْلُ فِيْ الْحَالَاتِ كُلِّهَا مِنِ امْتِنَانِكَ,And I was never free in all situations from Your favors
,فَهَلْ يَنْفَعُنِيْ يَا إِلَهِيْ إِقْرَارِيْ عِنْدَكَ بِسُوءِ مَا اكْتَسَبْتُ,"So will it benefit me, my God, to confess before You the evil I have earned?"
,وَهَلْ يُنْجِينِيْ مِنْكَ اعْتِرَاْفِيْ لَكَ بِقَبِيحِ مَا ارْتَكَبْتُ,Will my confession to You of the ugliness of what I have committed save me from You?
,أَمْ أَوْجَبْتَ لِيْ فِيْ مَقَامِيْ هَذَا سُخْطَكَ,Have You decreed Your displeasure for me in this position of mine?
,أَمْ لَزِمَنِيْ فِيْ وَقْتِ دُعَايَ مَقْتُكَ,Or has Your abhorrence become necessary for me at the time of my supplication?
,سُبْحَانَكَ لَا أَيْأَسُ مِنْكَ وَقَدْ فَتَحْتَ لِيْ بَابَ التَّوْبَةِ إِلَيْكَ,Glory be to You! I do not despair of You when You have opened for me the door of repentance
,بَلْ أَقُولُ مَقَالَ الْعَبْدِ الذَّلِيلِ الظَّالِمِ لِنَفْسِهِ,"Rather, I speak as a humble servant who has wronged himself"
,اَلْمُسْتَخِفِّ بِحُرْمَةِ رَبِّهِ,Who has taken lightly the sanctity of his Lord
,اَلَّذِيْ عَظُمَتْ ذُنُوبُهُ فَجَلَّتْ وَأَدْبَرَتْ أَيَّامُهُ فَوَلَّتْ,"Whose sins have become great and grave, and whose days have turned away and gone"
,حَتَّى إِذَا رَأَى مُدَّةَ الْعَمَلِ قَدِ انْقَضَتْ,Until when he sees that the period of action has expired
,وَغَايَةَ الْعُمُرِ قَدِ انْتَهَتْ,And the end of life has arrived
,وَأَيْقَنَ أَنَّهُ لَا مَحِيصَ لَهُ مِنْكَ وَلَا مَهْرَبَ لَهُ عَنْكَ,And he is certain that he has no escape from You and no place to flee from You
,تَلَقَّاكَ بِالْإِنَابَةِ وَأَخْلَصَ لَكَ التَّوْبَةَ,He turns to You in repentance and purifies his repentance for You
,فَقَامَ إِلَيْكَ بِقَلْبٍ طَاهِرٍ نَقِيٍّ,"So he stands before You with a pure, clean heart"
,ثُمَّ دَعَاكَ بِصَوْتٍ حَائِلٍ خَفِيٍّ,"Then he calls You with a faint, low voice"
,قَدْ تَطَأْطَأَ لَكَ فَانْحَنَى وَنَكَّسَ رَأْسَهُ فَانْثَنَى,"He has bowed his head before You and bent, and lowered his head and curved"
