Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Compassionate, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,أَيُّهَا الْخَلْقُ الْمُطِيعُ,O obedient creation
,اَلدَّائِبُ السَّرِيعُ,"The persistent, the swift"
,اَلْمُتَرَدِّدُ فِيْ مَنَازِلِ التَّقْدِيرِ,Moving through the stations of decree
,اَلْمُتَصَرِّفُ فِيْ فَلَكِ التَّدْبِيرِ,Revolving in the orbit of management
,آمَنْتُ بِمَنْ نَوَّرَ بِكَ الظُّلَمَ,I believe in the One who illuminated darkness through you
,وَأَوْضَحَ بِكَ الْبُهَمَ,And clarified obscurities through you
,وَجَعَلَكَ آيَةً مِنْ آيَاتِ مُلْكِهِ,And made you a sign among the signs of His kingdom
,وَعَلاَمَةً مِنْ عَلاَمَاتِ سُلْطَانِهِ,And a symbol among the symbols of His authority
,وَامْتَهَنَكَ بِالزِّيَادَةِ وَالنُّقْصَانِ,And subjected you to increase and decrease
,وَالطُّلُوعِ وَالْأُفُولِ,And rising and setting
,وَالْاِنَارَةِ وَالْكُسُوفِ,And illumination and eclipse
,فِيْ كُلِّ ذٰلِكَ أَنْتَ لَهُ مُطِيعٌ,"In all of this, you are obedient to Him"
,وَإِلَى إِرَادَتِهِ سَرِيعٌ,And quick to respond to His will
,سُبْحَانَهُ مَا أَعْجَبَ مَا دَبَّرَ فِيْ أَمْرِكَ,"Glory be to Him, how amazing is what He has ordained in your affair"
,وَأَلْطَفَ مَا صَنَعَ فِيْ شَأْنِكَ,And how subtle is what He has designed in your state
,جَعَلَكَ مِفْتَاحَ شَهْرٍ حَادِثٍ لِأَمْرٍ حَادِثٍ,He has made you the key to a new month for a new matter
,فَأَسْأَلُ اللَّهَ رَبِّيْ وَرَبَّكَ,"So I ask Allah, my Lord and your Lord"
,وَخَالِقِيْ وَخَالِقَكَ,My Creator and your Creator
,وَمُقَدِّرِيْ وَمُقَدِّرَكَ,My Ordainer and your Ordainer
,وَمُصَوِّرِيْ وَمُصَوِّرَكَ,My Fashioner and your Fashioner
,أَنْ يُصَلِّيَ عَلَى مُحَمَّدٍ وَ آلِهِ,To send blessings upon Muhammad and his family
,وَأَنْ يَجْعَلَكَ هِلاَلَ بَرَكَةٍ لَا تَمْحَقُهَا الْاَيَّامُ,And to make you a crescent of blessing that the days cannot erase
,وَطَهَارَةٍ لَا تُدَنِّسُهَا الْآثَامُ,And of purity that sins cannot defile
,هِلاَلَ أَمْنٍ مِنَ الْآفَاتِ,A crescent of safety from calamities
,وَسَلاَمَةٍ مِنَ السَّيِّئَاتِ,And security from evil deeds
,هِلاَلَ سَعْدٍ لَا نَحْسَ فِيهِ,A crescent of good fortune with no misfortune in it
,وَيُمْنٍ لَا نَكَدَ مَعَهُ,And of prosperity with no trouble accompanying it
,وَيُسْرٍ لَا يُمَازِجُهُ عُسْرٌ,And of ease unmixed with hardship
,وَخَيْرٍ لَا يَشُوبُهُ شَرٌّ,And of goodness untainted by evil
,هِلاَلَ أَمْنٍ وَإِيمَانٍ,A crescent of security and faith
,وَنِعْمَةٍ وَإِحْسَانٍ,And blessing and benevolence
,وَسَلاَمَةٍ وَإِسْلاَمٍ,And peace and submission
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
,وَاجْعَلْنَا مِنْ أَرْضَى مَنْ طَلَعَ عَلَيْهِ,And make us among the most pleased of those upon whom it rises
,وَأَزْكَى مَنْ نَظَرَ إِلَيْهِ,And the purest of those who look at it
,وَأَسْعَدَ مَنْ تَعَبَّدَ لَكَ فِيهِ,And the happiest of those who worship You in it
,وَوَفِّقْنَا فِيهِ لِلتَّوْبَةِ,And grant us success in it for repentance
,وَاعْصِمْنَا فِيهِ مِنَ الْحَوْبَةِ,And protect us in it from sin
,وَاحْفَظْنَا فِيهِ مِنْ مُبَاشَرَةِ مَعْصِيَتِكَ,And preserve us in it from committing disobedience to You
,وَأَوْزِعْنَا فِيهِ شُكْرَ نِعْمَتِكَ,And inspire us in it to be thankful for Your blessings
,وَأَلْبِسْنَا فِيهِ جُنَنَ الْعَافِيَةِ,And clothe us in it with the shield of well-being
,وَأَتْمِمْ عَلَيْنَا بِاسْتِكْمَالِ طَاعَتِكَ فِيهِ الْمِنَّةَ,And complete Your favor upon us by perfecting our obedience to You in it
,إِنَّكَ الْمَنَّانُ الْحَمِيدُ,"Indeed, You are the Beneficent, the Praiseworthy"
,وَصَلَّى اللَّهُ عَلَى مُحَمَّدٍ وَ آلِهِ الطَّيِّبِينَ الطَّاهِرِينَ,"And may Allah bless Muhammad and his pure, purified family"
