Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Compassionate, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, bless Muhammad and the family of Muhammad"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ عَبْدِكَ,"O Allah, bless Muhammad, Your servant"
,وَ رَسُولِكَ، وَ أَهْلِ بَيْتِهِ الطَّاهِرِينَ,"And Your messenger, and his pure household"
,وَ اخْصُصْهُمْ بِأَفْضَلِ صَلَوَاتِكَ وَ رَحْمَتِكَ وَ بَرَكَاتِكَ وَ سَلَامِكَ,"And favor them with the best of Your blessings, mercy, benedictions, and peace"
,وَ اخْصُصِ اللَّهُمَّ وَالِدَيَّ بِالْكَرَامَةِ لَدَيْكَ,"And O Allah, especially honor my parents with dignity from You"
,وَ الصَّلَاةِ مِنْكَ، يَا أَرْحَمَ الرَّاحِمِيْنَ,"And blessings from You, O Most Merciful of the merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, bless Muhammad and his family"
,وَ أَلْهِمْنِيْ عِلْمَ مَا يَجِبُ لَهُمَا عَلَيَّ إِلْهَامًا,And inspire me with knowledge of what is due to them from me
,وَ اجْمَعْ لِيْ عِلْمَ ذٰلِكَ كُلِّهِ تَمَامًا,And gather for me complete knowledge of all that
,ثُمَّ اسْتَعْمِلْنِيْ بِمَا تُلْهِمُنِيْ مِنْهُ,Then make me act according to what You inspire in me
,وَ وَفِّقْنِيْ لِلنُّفُوذِ فِيمَا تُبَصِّرُنِيْ مِنْ عِلْمِهِ,And help me to carry out what You reveal to me of that knowledge
,حَتَّى لَا يَفُوتَنِيْ اسْتِعْمَالُ شَيْءٍ عَلَّمْتَنِيهِ,So that I may not fail to use anything You have taught me
,وَ لَا تَثْقُلَ أَرْكَانِيْ عَنِ الْحَفُوفِ فِيمَا أَلْهَمْتَنِيهِ,And my limbs may not feel heavy in performing what You have inspired me
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, bless Muhammad and his family"
,كَمَا شَرَّفْتَنَا بِهِ,As You have honored us through him
,وَ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,And bless Muhammad and his family
,كَمَا أَوْجَبْتَ لَنَا الْحَقَّ عَلَى الْخَلْقِ بِسَبَبِهِ,As You have made rights incumbent upon creation because of him
,اَللَّهُمَّ اجْعَلْنِيْ أَهَابُهُمَا هَيْبَةَ السُّلْطَانِ الْعَسُوفِ,"O Allah, make me fear them as one fears a harsh ruler"
,وَ أَبَرَّهُمَا بِرَّ الْأُمِّ الرَّؤُوفِ,And be dutiful to them with the devotion of a compassionate mother
,وَ اجْعَلْ طَاعَتِيْ لِوَالِدَيَّ وَ بِرِّيْ بِهِمَا,And make my obedience to my parents and my dutifulness to them
,أَقَرَّ لِعَيْنِيْ مِنْ رَقْدَةِ الْوَسْنَانِ,More delightful to my eyes than the sleep of the drowsy
,وَ أَثْلَجَ لِصَدْرِيْ مِنْ شَرْبَةِ الظَّمْآنِ,And more soothing to my heart than a drink to the thirsty
,حَتَّى أُوثِرَ عَلَى هَوَايَ هَوَاهُمَا,So that I may prefer their desires over my desires
,وَ أُقَدِّمَ عَلَى رِضَايَ رِضَاهُمَا وَ أَسْتَكْثِرَ بِرَّهُمَا,And put their satisfaction before my satisfaction and consider their kindness to me as plentiful
,بِيْ وَ اِنْ قَلَّ وَ أَسْتَقِلَّ بِرِّيْ بِهِمَا وَ اِنْ كَثُرَ,"Even if it is little, and consider my kindness to them as little even if it is abundant"
,اَللَّهُمَّ خَفِّضْ لَهُمَا صَوْتِي,"O Allah, lower my voice before them"
,وَ أَطِبْ لَهُمَا كَلَامِي,And make my speech pleasing to them
,وَ أَلِنْ لَهُمَا عَرِيكَتِي,And soften my conduct toward them
,وَ اعْطِفْ عَلَيْهِمَا قَلْبِي,And make my heart compassionate toward them
,وَ صَيِّرْنِيْ بِهِمَا رَفِيقًا، وَ عَلَيْهِمَا شَفِيقًا,And make me gentle with them and caring for them
,اَللَّهُمَّ اشْكُرْ لَهُمَا تَرْبِيَتِيْ، وَ أَثِبْهُمَا عَلَى تَكْرِمَتِي,"O Allah, reward them for raising me, and recompense them for honoring me"
,وَ احْفَظْ لَهُمَا مَا حَفِظَاهُ مِنِّيْ فِيْ صِغَرِي,And protect for them all they protected for me in my childhood
,اَللَّهُمَّ وَ مَا مَسَّهُمَا مِنِّيْ مِنْ أَذًى، أَوْ خَلَصَ إِلَيْهِمَا عَنِّيْ مِنْ مَكْرُوهٍ,"O Allah, whatever pain I have caused them, or harm that reached them from me"
,أَوْ ضَاعَ قِبَلِيْ لَهُمَا مِنْ حَقٍّ,Or right of theirs that I have neglected
,فَاجْعَلْهُ حِطَّةً لِذُنُوبِهِمَا,Make it a remission of their sins
,وَ عُلُوًّا فِيْ دَرَجَاتِهِمَا,And an elevation in their ranks
,وَ زِيَادَةً فِيْ حَسَنَاتِهِمَا,And an increase in their good deeds
,يَا مُبَدِّلَ السَّيِّئَاتِ بِأَضْعَافِهَا مِنَ الْحَسَنَاتِ,O You who transform evil deeds into manifold good deeds
,اَللَّهُمَّ وَ مَا تَعَدَّيَا عَلَيَّ فِيهِ مِنْ قَوْلٍ,"O Allah, whatever they transgressed against me in speech"
,أَوْ أَسْرَفَا عَلَيَّ فِيهِ مِنْ فِعْلٍ,Or exceeded against me in action
,أَوْ ضَيَّعَاهُ لِيْ مِنْ حَقٍّ، أَوْ قَصَّرَا بِيْ عَنْهُ مِنْ وَاجِبٍ,"Or neglected of my rights, or fell short in their duties toward me"
,فَقَدْ وَهَبْتُهُ لَهُمَا، وَ جُدْتُ بِهِ عَلَيْهِمَا,I grant it to them and bestow it upon them
,وَ رَغِبْتُ إِلَيْكَ فِيْ وَضْعِ تَبِعَتِهِ عَنْهُمَا,And I beseech You to remove its burden from them
,فَإِنِّيْ لَا أَتَّهِمُهُمَا عَلَى نَفْسِي,For I do not accuse them regarding myself
,وَ لَا أَسْتَبْطِئُهُمَا فِيْ بِرّي,Nor do I find them slow in their benevolence toward me
,وَ لَا أَكْرَهُ مَا تَوَلَّيَاهُ مِنْ أَمْرِيْ يَا رَبِّ,"Nor do I dislike what they have done for me, O my Lord"
,فَهُمَا أَوْجَبُ حَقًّا عَلَيَّ,They have more rights over me
,وَ أَقْدَمُ إِحْسَانًا إِلَيَّ,And have done me favors for longer
,وَ أَعْظَمُ مِنَّةً لَدَيَّ مِنْ أَنْ أُقَاصَّهُمَا بِعَدْلٍ,And have greater favor upon me than that I should settle accounts with them justly
,أَوْ أُجَازِيَهُمَا عَلَى مِثْلٍ,Or repay them equally
,أَيْنَ إِذًا يَا إِلَهِيْ طُولُ شُغْلِهِمَا بِتَرْبِيَتِي,"Where then, O my God, is their long labor in raising me?"
,وَ أَيْنَ شِدَّةُ تَعَبِهِمَا فِيْ حِرَاسَتِي,And where is the hardship of their toil in guarding me?
,وَ أَيْنَ إِقْتَارُهُمَا عَلَى أَنْفُسِهِمَا لِلتَّوْسِعَةِ عَلَيَّ,And where is their self-denial to provide me with plenty?
,هَيْهَاتَ مَا يَسْتَوْفِيَانِ مِنِّيْ حَقَّهُمَا,How far! They can never receive their full rights from me
,وَ لَا أُدْرِكُ مَا يَجِبُ عَلَيَّ لَهُمَا,Nor can I fulfill what is due to them from me
,وَ لَا أَنَا بِقَاضٍ وَظِيفَةَ خِدْمَتِهِمَا,Nor can I discharge the duty of serving them
,فَصَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,So bless Muhammad and his family
,وَ أَعِنِّيْ يَا خَيْرَ مَنِ اسْتُعِينَ بِهِ,"And help me, O Best of those whose help is sought"
,وَ وَفِّقْنِيْ يَا أَهْدَى مَنْ رُغِبَ إِلَيْهِ,"And give me success, O Most Guiding of those to whom desires are expressed"
,وَ لَا تَجْعَلْنِيْ فِيْ أَهْلِ الْعُقُوقِ لِلْآبَاءِ وَ الْأُمَّهَاتِ,And do not make me among those who are undutiful to fathers and mothers
