Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَلْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِيْنَ,"All praise belongs to Allah, Lord of the worlds"
,اَللَّهُمَّ لَكَ الْحَمْدُ بَدِيعَ السَّمَاوَاتِ وَ الْأَرْضِ,"O Allah, praise belongs to You, Originator of the heavens and the earth"
,ذَا الْجَلَالِ وَ الْإِكْرَامِ,Possessor of majesty and honor
,رَبَّ الْأَرْبَابِ وَ إِلَهَ كُلِّ مَأْلُوهٍ,Lord of lords and God of everything worshipped
,وَ خَالِقَ كُلِّ مَخْلُوقٍ,Creator of everything created
,وَ وَارِثَ كُلِّ شَيْءٍ لَيْسَ كَمِثْلِهِ شَيْءٌ,"Inheritor of all things, nothing is like You"
,وَ لَا يَعْزُبُ عَنْهُ عِلْمُ شَيْء,No knowledge of anything escapes You
,وَ هُوَ بِكُلِّ شَيْءٍ مُحِيطٌ,And You encompass everything
,وَ هُوَ عَلَى كُلِّ شَيْءٍ رَقِيبٌ,And You are the Watcher over everything
,أَنْتَ اللَّهُ لَا إِلَهَ إِلَّا أَنْتَ الْأَحَدُ الْمُتَوَحِّدُ الْفَرْدُ الْمُتَفَرِّدُ,"You are Allah, there is no god but You, the One, the Unique, the Singular, the Peerless"
,وَ أَنْتَ اللَّهُ لَا إِلَهَ إِلَّا أَنْتَ الْكَرِيمُ الْمُتَكَرِّمُ,"And You are Allah, there is no god but You, the Generous, the Most Generous"
,اَلْعَظِيمُ الْمُتَعَظِّمُ الْكَبِيرُ الْمُتَكَبِّرُ,"The Great, the Most Great, the Grand, the Most Grand"
,وَ أَنْتَ اللَّهُ لَا إِلَهَ إِلَّا أَنْتَ الْعَلِيُّ الْمُتَعَالِ الشَّدِيدُ الْمِحَالِ,"And You are Allah, there is no god but You, the Most High, the Exalted, the Strong in Might"
,وَ أَنْتَ اللَّهُ لَا إِلَهَ إِلَّا أَنْتَ الرَّحْمَنُ الرَّحِيمُ الْعَلِيمُ الْحَكِيمُ,"And You are Allah, there is no god but You, the Most Beneficent, the Most Merciful, the All-Knowing, the Wise"
,وَ أَنْتَ اللَّهُ لَا إِلَهَ إِلَّا أَنْتَ السَّمِيعُ الْبَصِيرُ الْقَدِيمُ الْخَبِيرُ,"And You are Allah, there is no god but You, the All-Hearing, the All-Seeing, the Eternal, the All-Aware"
,وَ أَنْتَ اللَّهُ لَا إِلَهَ إِلَّا أَنْتَ الْكَرِيمُ الْأَكْرَمُ الدَّائِمُ الْأَدْوَمُ,"And You are Allah, there is no god but You, the Generous, the Most Generous, the Everlasting, the Most Enduring"
,وَ أَنْتَ اللَّهُ لَا إِلَهَ إِلَّا أَنْتَ الْأَوَّلُ,"And You are Allah, there is no god but You, the First"
,قَبْلَ كُلِّ أَحَدٍ وَ الْآخِرُ بَعْدَ كُلِّ عَدَدٍ,"Before anyone, and the Last after everything"
,وَ أَنْتَ اللَّهُ لَا إِلَهَ إِلَّا أَنْتَ الدَّانِيْ فِيْ عُلُوِّهِ,"And You are Allah, there is no god but You, the Near in His exaltedness"
,وَ الْعَالِيْ فِيْ دُنُوِّهِ,And the High in His nearness
,وَ أَنْتَ اللَّهُ لَا إِلَهَ إِلَّا أَنْتَ ذُوْ الْبَهَاءِ وَ الْمَجْدِ وَ الْكِبْرِيَاءِ وَ الْحَمْدِ,"And You are Allah, there is no god but You, Possessor of Splendor, Glory, Greatness and Praise"
,وَ أَنْتَ اللَّهُ لَا إِلَهَ إِلَّا أَنْتَ الَّذِيْ أَنْشَأْتَ الْأَشْيَاءَ مِنْ غَيْرِ سِنْخٍ,"And You are Allah, there is no god but You, who created all things from nothing"
,وَ صَوَّرْتَ مَا صَوَّرْتَ مِنْ غَيْرِ مِثَالٍ,And designed what You designed without a model
,وَ ابْتَدَعْتَ الْمُبْتَدَعَاتِ بِلَا احْتِذَاءٍ,And originated creations without imitation
,أَنْتَ الَّذِيْ قَدَّرْتَ كُلَّ شَيْءٍ تَقْدِيرًا,You are the One who ordained everything perfectly
,وَ يَسَّرْتَ كُلَّ شَيْءٍ تَيْسِيرًا,And made everything easy with facilitation
,وَ دَبَّرْتَ مَا دُونَكَ تَدْبِيرًا,And managed what is below You with perfect arrangement
,أَنْتَ الَّذِيْ لَمْ يُعِنْكَ عَلَى خَلْقِكَ شَرِيكٌ,You are the One whom no partner helped in Your creation
,وَ لَمْ يُوَازِرْكَ فِيْ أَمْرِكَ وَزِيرٌ,And no minister assisted You in Your command
