Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, bless Muhammad and the family of Muhammad"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, bless Muhammad and his family"
,وَأَلْبِسْنِيْ عَافِيَتَكَ، وَ جَلِّلْنِيْ عَافِيَتَكَ,"And clothe me with Your well-being, and cover me with Your well-being"
,وَ حَصِّنِّيْ بِعَافِيَتِكَ، وَ أَكْرِمْنِيْ بِعَافِيَتِكَ,"And protect me with Your well-being, and honor me with Your well-being"
,وَ أَغْنِنِيْ بِعَافِيَتِكَ، وَ تَصَدَّقْ عَلَيَّ بِعَافِيَتِكَ,"And enrich me with Your well-being, and bestow upon me Your well-being"
,وَ هَبْ لِيْ عَافِيَتَكَ وَ أَفْرِشْنِيْ عَافِيَتَكَ,"And grant me Your well-being, and spread for me Your well-being"
,وَ أَصْلِحْ لِيْ عَافِيَتَكَ، وَ لَا تُفَرِّقْ بَيْنِيْ وَ بَيْنَ عَافِيَتِكَ,"And set right for me Your well-being, and do not separate between me and Your well-being"
,فِيْ الدُّنْيَا وَ الْآخِرَةِ,In this world and the hereafter
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, bless Muhammad and his family"
,وَ عَافِنِيْ عَافِيَةً كَافِيَةً شَافِيَةً عَالِيَةً نَامِيَةً,"And grant me well-being, sufficient, healing, elevated, and growing"
,عَافِيَةً تُوَلِّدُ فِيْ بَدَنِيْ الْعَافِيَةَ,Well-being that generates in my body well-being
,عَافِيَةَ الدُّنْيَا وَ الْآخِرَةِ,Well-being in this world and the hereafter
,وَ امْنُنْ عَلَيَّ بِالصِّحَّةِ وَ الْأَمْنِ وَ السَّلَامَةِ فِيْ دِينِيْ وَ بَدَنِي,"And bestow upon me health, security, and safety in my religion and my body"
,وَ الْبَصِيرَةِ فِيْ قَلْبِيْ، وَ النَّفَاذِ فِيْ أُمُورِيْ، وَ الْخَشْيَةِ لَكَ,"And insight in my heart, and effectiveness in my affairs, and fear of You"
