Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Compassionate, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,إِلٰهِيْ لَيْسَ لِيْ وَسِيْلَةٌ إِلَيْكَ إِلَّا عَوَاطِفُ رَأْفَتِكَ,"My God, I have no means to approach You except through the tenderness of Your compassion"
,وَلَا لِيْ ذَرِيْعَةٌ إِلَيْكَ إِلَّا عَوَارِفُ رَحْمَتِكَ,And I have no way to reach You except through the abundance of Your mercy
,وَشَفَاعَةُ نَبِيِّكَ نَبِيِّ الرَّحْمَةِ,"And the intercession of Your Prophet, the Prophet of mercy"
,وَمُنْقِذِ الْأُمَّةِ مِنَ الْغُمَّةِ,The savior of the nation from distress
,فَاجْعَلْهُمَا لِيْ سَبَبًا إِلَى نَيْلِ غُفْرَانِكَ,So make them both a means for me to attain Your forgiveness
,وَصَيِّرْهُمَا لِيْ وُصْلَةً إِلَى الْفَوْزِ بِرِضْوَانِكَ,And make them both a connection for me to achieve success through Your pleasure
,وَقَدْ حَلَّ رَجَائِيْ بِحَرَمِ كَرَمِكَ,My hope has descended in the sanctuary of Your generosity
,وَحَطَّ طَمَعِيْ بِفِنَاءِ جُودِكَ,And my longing has settled in the courtyard of Your bounty
,فَحَقِّقْ فِيكَ أَمَلِي,So fulfill my hopes in You
,وَاخْتِمْ بِالْخَيْرِ عَمَلِي,And seal my deeds with goodness
,وَاجْعَلْنِيْ مِنْ صَفْوَتِكَ الَّذِيْنَ أَحْلَلْتَهُمْ بُحْبُوحَةَ جَنَّتِكَ,And make me among Your chosen ones whom You have settled in the midst of Your paradise
,وَبَوَّأْتَهُمْ دَارَ كَرَامَتِكَ,And whom You have lodged in the abode of Your honor
,وَأَقْرَرْتَ أَعْيُنَهُمْ بِالنَّظَرِ إِلَيْكَ يَوْمَ لِقَائِكَ,And whose eyes You have delighted by looking at You on the day of meeting You
,وَأَوْرَثْتَهُمْ مَنَازِلَ الصِّدْقِ فِيْ جَوَارِكَ,And whom You have granted dwellings of truth in Your proximity
,يَا مَنْ لَا يَفِدُ الْوَافِدُوْنَ عَلَى أَكْرَمَ مِنْهُ,O One to whom no visitor comes to anyone more generous than Him
,وَلَا يَجِدُ الْقَاصِدُوْنَ أَرْحَمَ مِنْهُ,And no seeker finds anyone more merciful than Him
,يَا خَيْرَ مَنْ خَلا بِهِ وَحِيدٌ,O Best One with whom a lonely person can be alone
,وَيَا أَعْطَفَ مَنْ آوَىٰ إِلَيْهِ طَرِيدٌ,And O Most Compassionate to whom an outcast can take refuge
,إِلَى سَعَةِ عَفْوِكَ مَدَدْتُ يَدِي,"To the vastness of Your forgiveness, I have extended my hand"
,وَبِذَيْلِ كَرَمِكَ أَعْلَقْتُ كَفِّي,"And to the hem of Your generosity, I have clung with my palm"
,فَلَا تُولِنِيْ الْحِرْمَانَ,So do not leave me deprived
,وَلَا تُبْلِنِيْ بِالْخَيْبَةِ وَالْخُسْرَانِ,And do not afflict me with disappointment and loss
,يَا سَمِيعَ الدُّعَاءِ,O Hearer of supplications
,يَا أَرْحَمَ الرَّاحِمِيْنَ,O Most Merciful of the merciful
