Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send Your blessings upon Muhammad and the family of Muhammad"
,يَا مَنْ إِذَا سَأَلَهُ عَبْدٌ أَعْطَاهُ,"O One who, when a servant asks Him, He gives"
,وَإِذَا أَمَّلَ مَا عِنْدَهُ بَلَّغَهُ مُنَاهُ,"And when one hopes for what He has, He grants their wish"
,وَإِذَا أَقْبَلَ عَلَيْهِ قَرَّبَهُ وَأَدْنَاهُ,"And when one turns to Him, He brings them near and close"
,وَإِذَا جَاهَرَهُ بِالْعِصْيَانِ سَتَرَ عَلَى ذَنْبِهِ وَغَطَّاهُ,"And when one openly disobeys Him, He conceals their sin and covers it"
,وَإِذَا تَوَكَّلَ عَلَيْهِ أَحْسَبَهُ وَكَفَاهُ,"And when one relies on Him, He suffices them and fulfills their needs"
,إِلٰهِيْ مَنِ الَّذِيْ نَزَلَ بِكَ مُلْتَمِسًا قِرَاكَ فَمَا قَرَيْتَهُ,"My God, who has come to You seeking Your hospitality and You have not hosted them?"
,وَمَنِ الَّذِيْ أَنَاخَ بِبَابِكَ مُرْتَجِيًا نَدَاكَ فَمَا أَوْلَيْتَهُ,And who has come to Your door hoping for Your generosity and You have not bestowed upon them?
,أَيَحْسُنُ أَنْ أَرْجِعَ عَنْ بَابِكَ بِالْخَيْبَةِ مَصْرُوفًا,Is it appropriate that I return from Your door turned away in disappointment?
,وَلَسْتُ أَعْرِفُ سِوَاكَ مَوْلًى بِالْاِحْسَانِ مَوْصُوفًا,When I do not know any master other than You known for benevolence
,كَيْفَ أَرْجُوْ غَيْرَكَ وَالْخَيْرُ كُلُّهُ بِيَدِكَ,How can I hope for other than You when all goodness is in Your hand?
,وَكَيْفَ أُؤَمِّلُ سِوَاكَ وَالْخَلْقُ وَالْاَمْرُ لَكَ,And how can I desire anyone but You when creation and command belong to You?
,أَأَقْطَعُ رَجَائِيْ مِنْكَ,Shall I cut off my hope from You?
,وَقَدْ أَوْلَيْتَنِيْ مَا لَمْ أَسْأَلْهُ مِنْ فَضْلِكَ,When You have already given me what I did not ask for from Your grace
,أَمْ تُفْقِرُنِيْ إِلَى مِثْلِي,Or would You make me need someone like myself?
,وَأَنَا أَعْتَصِمُ بِحَبْلِكَ,While I hold fast to Your rope
,يَا مَنْ سَعِدَ بِرَحْمَتِهِ الْقَاصِدُونَ,O One through whose mercy the seekers find happiness
,وَلَمْ يَشْقَ بِنَقِمَتِهِ الْمُسْتَغْفِرُونَ,And by whose vengeance those who seek forgiveness do not become wretched
,كَيْفَ أَنْسَاكَ وَلَمْ تَزَلْ ذَاكِرِي,How can I forget You when You have always remembered me?
,وَكَيْفَ أَلْهُوْ عَنْكَ وَأَنْتَ مُرَاقِبِي,And how can I be distracted from You when You are watching over me?
,إِلٰهِيْ بِذَيْلِ كَرَمِكَ أَعْلَقْتُ يَدِي,"My God, I have attached my hand to the hem of Your generosity"
,وَلِنَيْلِ عَطَايَاكَ بَسَطْتُ أَمَلِي,And I have extended my hope to receive Your gifts
,فَأَخْلِصْنِيْ بِخَالِصَةِ تَوْحِيدِكَ,So purify me with the sincerity of Your Oneness
,وَاجْعَلْنِيْ مِنْ صَفْوَةِ عَبِيدِكَ,And make me among the elite of Your servants
,يَا مَنْ كُلُّ هَارِبٍ إِلَيْهِ يَلْتَجِئُ,O One to whom every fugitive seeks refuge
,وَكُلُّ طَالِبٍ إِيَّاهُ يَرْتَجِي,And every seeker places their hope
,يَا خَيْرَ مَرْجُوٍّ,O Best One to hope in
,وَيَا أَكْرَمَ مَدْعُوٍّ,And O Most Generous One to be called upon
,وَيَا مَنْ لَا يُرَدُّ سَائِلُهُ,O One whose petitioner is never rejected
,وَلَا يُخَيَّبُ آمِلُهُ,And whose hoper is never disappointed
,يَا مَنْ بَابُهُ مَفْتُوحٌ لِدَاعِيهِ,O One whose door is open for those who call upon Him
,وَحِجَابُهُ مَرْفُوعٌ لِرَاجِيهِ,And whose veil is lifted for those who hope in Him
,أَسْأَلُكَ بِكَرَمِكَ أَنْ تَمُنَّ عَلَيَّ,I ask You by Your generosity to bestow upon me
,مِنْ عَطَائِكَ بِمَا تَقَرُّ بِهِ عَيْنِي,From Your gifts that which will delight my eye
,وَمِنْ رَجَائِكَ بِمَا تَطْمَئِنُّ بِهِ نَفْسِي,And from hope in You that which will reassure my soul
,وَمِنَ الْيَقِينِ بِمَا تُهَوِّنُ بِهِ عَلَيَّ مُصِيبَاتِ الدُّنْيَا,And from certainty that which will ease the calamities of this world for me
,وَتَجْلُوْ بِهِ عَن بَصِيرَتِيْ غَشَوَاتِ الْعَمَىٰ,And remove from my insight the veils of blindness
,بِرَحْمَتِكَ يَا أَرْحَمَ الرَّاحِمِيْنَ,"By Your mercy, O Most Merciful of the merciful ones"
