Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Gracious, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,إِلٰهِيْ أَذْهَلَنِيْ عَنْ إِقَامَةِ شُكْرِكَ تَتَابُعُ طَوْلِكَ,"My God, the succession of Your favors has distracted me from thanking You"
,وَأَعْجَزَنِيْ عَنْ إِحْصَاءِ ثَنَائِكَ فَيْضُ فَضْلِكَ,And the flood of Your grace has rendered me incapable of counting Your praises
,وَشَغَلَنِيْ عَنْ ذِكْرِ مَحَامِدِكَ تَرَادُفُ عَوَائِدِكَ,And the succession of Your benefits has occupied me from mentioning Your glories
,وَأَعْيَانِيْ عَنْ نَشْرِ عَوَارِفِكَ تَوَالِيْ أَيَادِيْكَ,And the continuity of Your kindnesses has exhausted me from spreading word of Your good deeds
,وَهٰذَا مَقَامُ مَنِ اعْتَرَفَ بِسُبُوغِ النَّعْمَاءِ,And this is the position of one who acknowledges the abundance of blessings
,وَقَابَلَهَا بِالتَّقْصِيرِ,And has met them with shortcomings
,وَشَهِدَ عَلَى نَفْسِهِ بِالْاِهْمَالِ وَالتَّضْيِيعِ,And testifies against himself of negligence and waste
,وَأَنْتَ الرَّءُوفُ الرَّحِيمُ,"And You are the Kind, the Merciful"
,اَلْبَرُّ الْكَرِيمُ,"The Benevolent, the Generous"
,اَلَّذِيْ لَا يُخَيِّبُ قَاصِدِيهِ,The One who does not disappoint those who seek Him
,وَلَا يَطْرُدُ عَنْ فِنَائِهِ آمِلِيهِ,And does not drive away from His courtyard those who hope in Him
,بِسَاحَتِكَ تَحُطُّ رِحَالُ الرَّاجِينَ,"In Your arena, the mounts of the hopeful kneel down"
,وَبِعَرْصَتِكَ تَقِفُ آمَالُ الْمُسْتَرْفِدِيْنَ,"And in Your field, the hopes of seekers stand"
,فَلَا تُقَابِلْ آمَالَنَا بِالتَّخْيِيبِ وَالْاِيَاسِ,So do not meet our hopes with disappointment and despair
,وَلَا تُلْبِسْنَا سِرْبَالَ الْقُنُوطِ وَالْاِبْلاَسِ,And do not clothe us in the garment of despondency and dismay
,إِلٰهِيْ تَصَاغَرَ عِنْدَ تَعَاظُمِ آلاَئِكَ شُكْرِي,"My God, my gratitude seems small compared to the magnitude of Your blessings"
,وَتَضَاءَلَ فِيْ جَنْبِ إِكْرَامِكَ إِيَّايَ ثَنَائِيْ وَنَشْرِي,And my praise and acknowledgment shrink beside Your honoring of me
,جَلَّلَتْنِيْ نِعَمُكَ مِنْ أَنْوَارِ الْاِيـمَانِ حُلَلًا,Your blessings have robed me in garments from the lights of faith
,وَضَرَبَتْ عَلَيَّ لَطَائِفُ بِرِّكَ مِنَ الْعِزِّ كِلَلًا,And the subtleties of Your kindness have placed upon me crowns of honor
,وَقَلَّدَتْنِيْ مِنَنُكَ قَلائِدَ لَا تُحَلُّ,And Your favors have adorned me with necklaces that cannot be untied
,وَطَوَّقَتْنِيْ أَطْوَاقًا لَا تُفَلُّ,And have collared me with collars that cannot be broken
,فَآلاَؤُكَ جَمَّةٌ,So Your blessings are abundant
,ضَعُفَ لِسَانِيْ عَنْ إِحْصَائِهَا,My tongue is too weak to count them
,وَنَعْمَاؤُكَ كَثِيرَةٌ,And Your favors are numerous
,قَصُرَ فَهْمِيْ عَنْ إِدْرَاكِهَا,My understanding falls short of comprehending them
,فَضْلًا عَنِ اسْتِقْصَائِهَا,Let alone enumerating them all
,فَكَيْفَ لِيْ بِتَحْصِيلِ الشُّكْرِ,So how can I achieve proper gratitude?
,وَشُكرِيْ إِيَّاكَ يَفْتَقِرُ إِلَى شُكْرٍ,When even my thanks to You requires further thanks
,فَكُلَّمَا قُلْتُ لَكَ الْحَمْدُ,"For whenever I say to You, ""Praise be to You"""
,وَجَبَ عَلَيَّ لِذٰلِكَ أَنْ أَقولَ لَكَ الْحَمْدُ,"It becomes incumbent upon me to say again, ""Praise be to You"""
,إِلٰهِيْ فَكَمَا غَذَّيْتَنَا بِلُطْفِكَ,"My God, as You have nourished us with Your kindness"
,وَرَبَّيْتَنَا بِصُنْعِكَ,And raised us with Your craftsmanship
,فَتَمِّمْ عَلَيْنَا سَوَابِغَ النِّعَمِ,Complete for us the ample blessings
,وَادْفَعْ عَنَّا مَكَارِهَ النِّقَمِ,And repel from us the detested punishments
,وَ آتِنَا مِنْ حُظُوظِ الدَّارَيْنِ,And grant us from the fortunes of both worlds
,أَرْفَعَهَا وَ جَلَّهَا عَاجِلًا وَاجِلًا,"The highest and most glorious, both immediate and in the future"
,وَلَكَ الْحَمْدُ عَلَى حُسْنِ بَلائِكَ,And for You is all praise for Your excellent trials
,وَسُبُوغِ نَعْمَائِكَ,And the abundance of Your blessings
,حَمْدًا يُوَافِقُ رِضَاكَ,Praise that agrees with Your pleasure
,وَيَمْتَرِيْ الْعَظِيمَ مِنْ بِرِّكَ وَنَدَاكَ,And attracts the greatest of Your kindness and generosity
,يَا عَظِيمُ يَا كَرِيمُ,"O Great One, O Generous One"
,بِرَحْمَتِكَ يَا أَرْحَمَ الرَّاحِمِيْنَ,"By Your mercy, O Most Merciful of those who show mercy"
