Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Compassionate, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,إِلٰهِيْ مَنْ ذَا الَّذِيْ ذَاقَ حَلاَوَةَ مَحَبَّتِكَ فَرَامَ مِنْكَ بَدَلًا,"My Lord, who has tasted the sweetness of Your love and then sought a substitute for You?"
,وَمَنْ ذَا الَّذِيْ أَنِسَ بِقُرْبِكَ فَابْتَغَىٰ عَنْكَ حِوَلًا,And who has felt the comfort of Your nearness and then sought an alternative to You?
,إِلٰهِيْ فَاجْعَلْنَا مِمَّنِ اصْطَفَيْتَهُ لِقُرْبِكَ وَوِلايَتِكَ,"My Lord, make us among those whom You have chosen for Your nearness and Your friendship"
,وَأَخْلَصْتَهُ لِوُدِّكَ وَمَحَبَّتِكَ,And purified for Your affection and Your love
,وَشَوَّقْتَهُ إِلَى لِقَائِكَ,And made eager for meeting You
,وَرَضَّيْتَهُ بِقَضَائِكَ,And made pleased with Your decree
,وَمَنَحْتَهُ بِالنَّظَرِ إِلَى وَجْهِكَ,And granted the vision of Your face
,وَحَبَوْتَهُ بِرِضَاكَ,And blessed with Your pleasure
,وَأَعَذْتَهُ مِنْ هَجْرِكَ وَقِلاكَ,And protected from Your abandonment and aversion
,وَبَوَّأْتَهُ مَقْعَدَ الصِّدْقِ فِيْ جِوَارِكَ,And settled in the seat of truth in Your presence
,وَخَصَصْتَهُ بِمَعْرِفَتِكَ,And distinguished with Your recognition
,وَأَهَّلْتَهُ لِعِبَادَتِكَ,And qualified for Your worship
,وَهَيَّمْتَ قَلْبَهُ لِإِرَادَتِكَ,And made their hearts devoted to Your will
,وَاجْتَبَيْتَهُ لِمُشَاهَدَتِكَ,And chosen for witnessing You
,وَأَخْلَيْتَ وَجْهَهُ لَكَ,And dedicated their faces to You alone
,وَفَرَّغْتَ فُؤَادَهُ لِحُبِّكَ,And emptied their hearts for Your love
,وَرَغَّبْتَهُ فِيمَا عِنْدَكَ,And made them desire what is with You
,وَأَلْهَمْتَهُ ذِكْرَكَ,And inspired them with Your remembrance
,وَأَوْزَعْتَهُ شُكْرَكَ,And granted them thankfulness to You
,وَشَغَلْتَهُ بِطَاعَتِكَ,And occupied them with Your obedience
,وَصَيَّرْتَهُ مِنْ صَالِحِيْ بَرِيَّتِكَ,And made them among the righteous of Your creation
,وَاخْتَرْتَهُ لِمُنَاجَاتِكَ,And chosen them for intimate conversation with You
,وَقَطَعْتَ عَنْهُ كُلَّ شَيْءٍ يَقْطَعُهُ عَنْكَ,And cut off from them everything that separates them from You
,اَللَّهُمَّ اجْعَلْنَا مِمَّنْ دَأْبُهُمُ الْإِرْتِيَاحُ إِلَيْكَ وَالْحَنِيْنُ,"O Allah, make us among those whose habit is to find comfort in You and to yearn for You"
,وَدَهْرُهُمُ الزَّفْرَةُ وَالْاَنِينُ,And whose life is filled with sighs and lamentation
,جِبَاهُهُمْ سَاجِدَةٌ لِعَظَمَتِكَ,Whose foreheads prostrate to Your greatness
,وَعُيُونُهُمْ سَاهِرَةٌ فِيْ خِدْمَتِكَ,And whose eyes stay awake in Your service
,وَدُمُوعُهُمْ سَائِلَةٌ مِنْ خَشْيَتِكَ,And whose tears flow from fear of You
,وَقُلُوبُهُمْ مُتَعَلِّقَةٌ بِمَحَبَّتِكَ,And whose hearts are attached to Your love
,وَأَفْئِدَتُهُمْ مُنْخَلِعَةٌ مِنْ مَهَابَتِكَ,And whose souls are overwhelmed by Your majesty
,يَا مَنْ أَنْوَارُ قُدْسِهِ لِأَبْصَارِ مُحِبِّيْهِ رَائِقَةٌ,O You whose holy lights are appealing to the eyes of those who love You
,وَسُبُحَاتُ وَجْهِهِ لِقُلُوبِ عَارِفِيْهِ شَائِقَةٌ,And the glory of whose face causes longing in the hearts of those who know You
,يَا مُنَىٰ قُلُوبِ الْمُشْتَاقِينَ,O desire of the hearts of the yearning ones
,وَيَا غَايَةَ آمَالِ الْمُحِبِّينَ,And O ultimate goal of the hopes of those who love You
,أَسْأَلُكَ حُبَّكَ وَحُبَّ مَنْ يُحِبُّكَ,I ask You for Your love and the love of those who love You
,وَحُبَّ كُلِّ عَمَلٍ يُوصِلُنِيْ إِلٰى قُرْبِكَ,And the love of every deed that brings me closer to You
,وَأَنْ تَجْعَلَكَ أَحَبَّ إِلَيَّ مِمَّا سِوَاكَ,And that You make Yourself more beloved to me than anything else
,وَأَنْ تَجْعَلَ حُبِّيْ إِيَّاكَ قَائِدًا إِلَى رِضْوَانِكَ,And that You make my love for You a guide to Your pleasure
,وَشَوْقِيْ إِلَيْكَ ذَائِدًا عَنْ عِصْيَانِكَ,And my longing for You a barrier against disobeying You
,وَامْنُنْ بِالنَّظَرِ إِلَيْكَ عَلَيَّ,And bestow upon me the vision of You
,وَانْظُرْ بِعَيْنِ الْوُدِّ وَالْعَطْفِ إِلَيَّ,And look upon me with the eye of affection and kindness
,وَلَا تَصْرِفْ عَنِّيْ وَجْهَكَ,And do not turn Your face away from me
,وَاجْعَلْنِيْ مِنْ أَهْلِ الْاِسْعَادِ وَالْحُظْوَةِ عِنْدَكَ,And make me among the people of happiness and favor with You
,يَا مُجِيبُ يَا أَرْحَمَ الرَّاحِمِيْنَ,"O Answerer of prayers, O Most Merciful of the merciful"
