Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the Name of Allah, the Most Compassionate, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send Your blessings upon Muhammad and the family of Muhammad"
,إِلٰهِيْ إِلَيْكَ أَشْكُوْ نَفْسًا,"My God, to You I complain of a soul"
,بِالسُّوءِ أَمَّارَةً,That constantly commands evil
,وَإِلَى الْخَطِيئَةِ مُبَادِرَةً,And hastens towards sin
,وَبِمَعَاصِيكَ مُولَعَةً,And is infatuated with disobeying You
,وَلِسَخَطِكَ مُتَعَرِّضَةً,And exposes itself to Your wrath
,تَسْلُكَ بِيْ مَسَالِكَ الْمَهَالِكِ,It leads me on paths of destruction
,وَتَجْعَلُنِيْ عِنْدَكَ أَهْوَنَ هَالِكٍ,And makes me the most insignificant of those who perish in Your sight
,كَثيرَةَ الْعِلَلِ,Full of excuses
,طَوِيْلَةَ الْأَمَلِ,With distant hopes
,إِنْ مَسَّهَا الشَّرُّ تَجْزَعْ,"If evil touches it, it becomes anxious"
,وَإِنْ مَسَّهَا الْخَيْرُ تَمْنَعْ,"And if good touches it, it becomes withholding"
,مَيَّالَةً إِلَى اللَّعِبِ وَاللَّهْوِ,Inclined towards play and amusement
,مَمْلُوءَةً بِالْغَفْلَةِ وَالسَّهْوِ,Filled with heedlessness and forgetfulness
,تُسْرِعُ بِيْ إِلَى الْحَوْبَةِ,It hastens me towards sin
,وَتُسَوِّفُنِيْ بِالتَّوْبَةِ,And delays me in repentance
,إِلٰهِيْ أَشْكُوْ إِلَيْكَ,"My God, I complain to You"
,عَدُوًّا يُضِلُّنِي,Of an enemy that misleads me
,وَشَيْطَانًا يُغْوِيْنِي,And a devil that tempts me
,قَدْ مَلَأَ بِالْوَسْوَاسِ صَدْرِيْ,He has filled my chest with whispers
,وَأَحَاطَتْ هَوَاجِسُهُ بِقَلْبِي,And his obsessions have surrounded my heart
,يُعَاضِدُ لِيَ الْهَوَىٰ,He supports my desires
,وَيُزَيِّنُ لِيْ حُبَّ الدُّنْيَا,And beautifies for me the love of this world
,وَيَحُولُ بَيْنِيْ وَبَيْنَ الطَّاعَةِ وَالزُّلْفَىٰ,And stands between me and obedience and nearness to You
,إِلٰهِيْ إِلَيْكَ أَشْكُو,"My God, to You I complain"
,قَلْبًا قَاسِيًا,Of a hardened heart
,مَعَ الْوَسْوَاسِ مُتَقَلِّبًا,Fluctuating with whispers
,وَبِالرَّيْنِ وَالطَّبْعِ مُتَلَبِّسًا,Clothed in rust and impurity
,وَعَيْنًا عَنِ الْبُكَاءِ مِنْ خَوْفِكَ جَامِدَةً,And eyes that do not shed tears from fear of You
,وَإِلَى مَا تَسُرُّهَا طَامِحَةً,And aspire toward what pleases them
,إِلٰهِيْ لَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِقُدْرَتِكَ,"My God, there is no power nor strength except through Your power"
,وَلَا نَجَاةَ لِيْ مِنْ مَكَارِهِ الدُّنْيَا إِلَّا بِعِصْمَتِكَ,And there is no salvation for me from the hardships of this world except through Your protection
,فَأَسْأَلُكَ بِبَلاغَةِ حِكْمَتِكَ,So I ask You by the eloquence of Your wisdom
,وَنَفَاذِ مَشِيَّتِكَ,And the implementation of Your will
,أَنْ لَا تَجْعَلْنِيْ لِغَيْرِ جُودِكَ مُتَعَرِّضًا,Not to make me seek from anyone other than Your generosity
,وَلَا تُصَيِّرْنِيْ لِلْفِتَنِ غَرَضًا,And not to make me a target for tribulations
,وَكُنْ لِيْ عَلَى الْاَعْدَاءِ نَاصِرًا,Be for me a helper against enemies
,وَعَلَى الْمَخَازِيْ وَالْعُيُوبِ سَاتِرًا,And a concealer of my disgraces and faults
,وَمِنَ الْبَلايَا وَاقِيًا,And a protector from afflictions
,وَعَنِ الْمَعَاصِيْ عَاصِمًا,And a defender against sins
,بِرَأْفَتِكَ وَرَحْمَتِكَ,By Your kindness and mercy
,يَا أَرْحَمَ الرَّاحِمِيْنَ,O Most Merciful of the merciful ones
