Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, bless Muhammad and the family of Muhammad"
,يَا مَنْ تُحَلُّ بِهِ عُقَدُ الْمَكَارِهِ,O You who unties the knots of difficulties
,وَيَا مَنْ يُفْثَأُ بِهِ حَدُّ الشَّدَائِدِ,And O You who alleviates the severity of hardships
,وَيَا مَنْ يُلْتَمَسُ مِنْهُ الْمَخْرَجُ إِلَى رَوْحِ الْفَرَجِ,And O You from whom relief and comfort are sought
,ذَلَّتْ لِقُدْرَتِكَ الصِّعَابُ,Difficulties are humbled by Your power
,وَتَسَبَّبَتْ بِلُطْفِكَ الْأَسْبَابُ,And means are facilitated by Your kindness
,وَجَرَى بِقُدْرَتِكَ الْقَضَاءُ,And decrees flow by Your power
,وَمَضَتْ عَلَى إِرَادَتِكَ الْأَشْيَاءُ,And things proceed according to Your will
,فَهِيَ بِمَشِيَّتِكَ دُوْنَ قَوْلِكَ مُؤْتَمِرَةٌ,They comply with Your intention without Your verbal command
,وَبِإِرَادَتِكَ دُوْنَ نَهْيِكَ مُنْزَجِرَةٌ,And are restrained by Your will without Your verbal prohibition
,أَنْتَ الْمَدْعُوُّ لِلْمُهِمَّاتِ,You are the One called upon for important matters
,وَأَنْتَ الْمَفْزَعُ فِيْ الْمُلِمَّاتِ,And You are the refuge in calamities
,لَا يَنْدَفِعُ مِنْهَا إِلَّا مَا دَفَعْتَ,Nothing can be repelled except what You repel
,وَلَا يَنْكَشِفُ مِنْهَا إِلَّا مَا كَشَفْتَ,And nothing can be removed except what You remove
,وَقَدْ نَزَلَ بِيْ يَا رَبِّ مَا قَدْ تَكَأَّدَنِيْ ثِقْلُهُ,"O Lord, I have been afflicted with a burden that weighs heavily upon me"
,وَأَلَمَّ بِيْ مَا قَدْ بَهَظَنِيْ حَمْلُهُ,And I am overwhelmed by what has befallen me
,وَبِقُدْرَتِكَ أَوْرَدْتَهُ عَلَيَّ,"By Your power, You have brought it upon me"
,وَبِسُلْطَانِكَ وَجَّهْتَهُ إِلَيَّ,"And by Your authority, You have directed it towards me"
,فَلَا مُصْدِرَ لِمَا أَوْرَدْتَ,None can ward off what You bring
,وَلَا صَارِفَ لِمَا وَجَّهْتَ,And none can divert what You direct
,وَلَا فَاتِحَ لِمَا أَغْلَقْتَ,None can open what You have closed
,وَلَا مُغْلِقَ لِمَا فَتَحْتَ,And none can close what You have opened
,وَلَا مُيَسِّرَ لِمَا عَسَّرْتَ,None can ease what You have made difficult
,وَلَا نَاصِرَ لِمَنْ خَذَلْتَ,And none can help whom You have abandoned
,فَصَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,So send blessings upon Muhammad and his family
,وَافْتَحْ لِيْ يَا رَبِّ بَابَ الْفَرَجِ بِطَوْلِكَ,"And open for me, O Lord, the door of relief by Your generosity"
,وَاكْسِرْ عَنِّيْ سُلْطَانَ الْهَمِّ بِحَوْلِكَ,And break the authority of sorrow over me by Your might
,وَأَنِلْنِيْ حُسْنَ النَّظَرِ فِيمَا شَكَوْتُ,And grant me the best outcome in what I have complained about
,وَأَذِقْنِيْ حَلَاوَةَ الصُّنْعِ فِيمَا سَأَلْتُ,And let me taste the sweetness of Your help in what I have asked for
,وَهَبْ لِيْ مِنْ لَدُنْكَ رَحْمَةً وَفَرَجًا هَنِيئًا,And grant me from Yourself mercy and pleasant relief
,وَاجْعَلْ لِيْ مِنْ عِنْدِكَ مَخْرَجًا وَحِيًّا,And provide for me a swift way out from Your presence
,وَلَا تَشْغَلْنِيْ بِالْإِهْتِمَامِ عَنْ تَعَاهُدِ فُرُوضِكَ وَاسْتِعْمَالِ سُنَّتِكَ,And do not distract me with worries from observing Your obligations and practicing Your traditions
,فَقَدْ ضِقْتُ لِمَا نَزَلَ بِيْ يَا رَبِّ ذَرْعًا,"For I have become too constricted, O Lord, by what has befallen me"
,وَامْتَلَأْتُ بِحَمْلِ مَا حَدَثَ عَلَيَّ هَمًّا,And I am filled with anxiety by the burden of what has happened to me
,وَأَنْتَ الْقَادِرُ عَلَى كَشْفِ مَا مُنِيتُ بِهِ,You have the power to remove what has afflicted me
,وَدَفْعِ مَا وَقَعْتُ فِيهِ,And to repel what I have fallen into
,فَافْعَلْ بِيْ ذٰلِكَ وَإِنْ لَمْ أَسْتَوْجِبْهُ مِنْكَ,So do this for me even if I do not deserve it from You
,يَا ذَا الْعَرْشِ الْعَظِيمِ,O Lord of the Mighty Throne
