Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,إِلٰهِيْ إِنْ كَانَ قَلَّ زَادِيْ فِيْ الْمَسِيرِ إِلَيْكَ,"My God, even if my provisions are scarce for the journey to You"
,فَلَقَدْ حَسُنَ ظَنِّيْ بِالتَّوَكُّلِ عَلَيْكَ,My trust in relying upon You is excellent
,وَإِنْ كَانَ جُرْمِيْ قَدْ أَخَافَنِيْ مِنْ عُقُوبَتِكَ,And if my crimes have made me fearful of Your punishment
,فَإِنَّ رَجَائِيْ قَدْ أَشْعَرَنِيْ بِالْاَمْنِ مِنْ نَقِمَتِكَ,My hope has given me a sense of security from Your vengeance
,وَإِنْ كَانَ ذَنْبِيْ قَدْ عَرَّضَنِيْ لِعِقَابِكَ,And if my sins have exposed me to Your punishment
,فَقَدْ آذَنَنِيْ حُسْنُ ثِقَتِيْ بِثَوَابِكَ,My good faith has informed me of Your reward
,وَإِنْ أَنَامَتْنِيْ الْغَفْلَةُ عَنِ الِأَسْتِعْدَادِ لِلِقَائِكَ,And if negligence has put me to sleep from preparing for meeting You
,فَقَدْ نَبَّهَتْنِيْ الْمَعْرِفَةُ بِكَرَمِكَ وَ آلَائِكَ,My knowledge of Your generosity and blessings has awakened me
,وَإِنْ أَوْحَشَ مَا بَيْنِيْ وَبَيْنَكَ فَرْطُ الْعِصْيَانِ وَالطُّغْيَانِ,And if excessive disobedience and transgression have caused estrangement between me and You
,فَقَدْ آنَسَنِيْ بُشْرَىٰ الْغُفْرَانِ وَالرِّضْوَانِ,The good news of forgiveness and pleasure has comforted me
,أَسْأَلُكَ بِسُبُحَاتِ وَجْهِكَ وَبِأَنْوَارِ قُدْسِكَ,I ask You by the glory of Your countenance and by the lights of Your holiness
,وَأَبْتَهِلُ إِلَيْكَ بِعَوَاطِفِ رَحْمَتِكَ,And I implore You by the compassion of Your mercy
,وَلَطَائِفِ بِرِّكَ,And the subtleties of Your kindness
,أَنْ تُحَقِّقَ ظَنِّيْ بِمَا أُؤَمِّلُهُ مِنْ جَزِيلِ إِكْرَامِكَ,To fulfill my expectations of what I hope for from Your abundant generosity
,وَجَمِيلِ إِنْعَامِكَ فِيْ الْقُرْبَىٰ مِنْكَ,And Your beautiful blessings in nearness to You
,وَالزُّلْفَىٰ لَدَيْكَ,And closeness to You
,وَالتَّمَتُّعِ بِالنَّظَرِ إِلَيْكَ,And the joy of gazing upon You
,وَهَا أَنَا مُتَعَرِّضٌ لِنَفَحَاتِ رَوْحِكَ وَعَطْفِكَ,"Here I am, exposing myself to the breezes of Your comfort and kindness"
,وَمُنْتَجِعٌ غَيْثَ جُودِكَ وَلُطْفِكَ,And seeking the rain of Your generosity and gentleness
,فَارُّ مِنْ سَخَطِكَ إِلَى رِضَاكَ,Fleeing from Your anger to Your pleasure
,هَارِبٌ مِنْكَ إِلَيْكَ,Running away from You toward You
,رَاجٍ أَحْسَنَ مَا لَدَيْكَ,Hoping for the best of what You have
,مُعَوِّلٌ عَلَى مَوَاهِبِكَ,Depending on Your gifts
,مُفْتَقِرٌ إِلَى رِعَايَتِكَ,In need of Your care
,إِلٰهِيْ مَا بَدَأْتَ بِهِ مِنْ فَضْلِكَ فَتَمِّمْهُ,"My God, whatever You have begun of Your grace, complete it"
,وَمَا وَهَبْتَ لِيْ مِنْ كَرَمِكَ فَلَا تَسْلُبْهُ,"And whatever You have granted me of Your generosity, do not take it away"
,وَمَا سَتَرْتَهُ عَلَيَّ بِحِلْمِكَ فَلَا تَهْتِكْهُ,"And whatever You have covered of my faults with Your forbearance, do not expose it"
,وَمَا عَلِمْتَهُ مِنْ قَبِيحِ فِعْلِيْ فَاغْفِرْهُ,"And whatever You know of my shameful deeds, forgive it"
,إِلٰهِيْ اسْتَشْفَعْتُ بِكَ إِلَيْكَ,"My God, I seek Your intercession with Yourself"
,وَاسْتَجَرْتُ بِكَ مِنْكَ,And I seek Your protection from You
,أَتَيْتُكَ طَامِعًا فِيْ إِحْسَانِكَ,I have come to You eager for Your kindness
,رَاغِبًا فِيْ امْتِنَانِكَ,Desiring Your favor
,مُسْتَسْقِيًا وَابِلَ طَوْلِكَ,Seeking the heavy rain of Your generosity
,مُسْتَمْطِرًا غَمَامَ فَضْلِكَ,Requesting the clouds of Your grace
,طَالِبًا مَرْضَاتَكَ,Seeking Your pleasure
,قَاصِدًا جَنَابَكَ,Aiming for Your presence
,وَارِدًا شَرِيْعَةَ رِفْدِكَ,Coming to the fountain of Your support
