Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,وَالْحَمْدُ لِلَّهِ الَّذِيْ مَنَّ عَلَيْنَا,And praise be to Allah who favored us
,بِمُحَمَّدٍ نَبِيِّهِ صَلَّى اللَّهُ عَلَيْهِ وَ آلِهِ,"With Muhammad, His Prophet, peace be upon him and his family"
,دُوْنَ الْاُمَمِ الْمَاضِيَةِ وَالْقُـرُونِ السَّالِفَةِ,Above the past nations and bygone generations
,بِقُدْرَتِهِ الَّتِيْ لَا تَعْجِزُ عَنْ شَيْءٍ وَ إِنْ عَظُمَ,"By His power that is never incapable of anything, however great"
,وَ لَا يَفُوتُهَا شَيْءٌ وَ إِنْ لَطُفَ,"And nothing escapes it, however subtle"
,فَخَتَمَ بِنَا عَلَى جَمِيْعِ مَنْ ذَرَأَ,Thus He sealed with us over all those He created
,وَ جَعَلَنَا شُهَدَاءَ عَلَى مَنْ جَحَدَ,And made us witnesses over those who denied
,وَكَثَّرَنَا بِمَنِّهِ عَلَى مَنْ قَلَّ,And multiplied us by His favor over those who were few
,اَللَّهُمَّ فَصَلِّ عَلَى مُحَمَّدٍ أَمِينِكَ عَلَى وَحْيِكَ,"O Allah, send blessings upon Muhammad, Your trustee over Your revelation"
,وَنَجِيبِكَ مِنْ خَلْقِكَ,And Your chosen one from Your creation
,وَ صَفِيِّكَ مِنْ عِبَادِكَ,And Your pure one from among Your servants
,إِمَامِ الرَّحْمَةِ وَقَائِدِ الْخَيْرِ,The leader of mercy and the guide to goodness
,وَ مِفْتَاحِ الْبَرَكَةِ,And the key to blessing
,كَمَا نَصَبَ لِأَمْرِكَ نَفْسَهُ,Just as he dedicated himself to Your command
,وَ عَرَّضَ فِيكَ لِلْمَكْرُوهِ بَدَنَهُ,And exposed his body to hardship for Your sake
,وَكَاشَفَ فِيْ الدُّعَاءِ إِلَيْكَ حَامَّتَهُ,And confronted his close relatives in calling to You
,وَحَارَبَ فِيْ رِضَاكَ أُسْرَتَهُ,And fought his family for Your pleasure
,وَقَطَعَ فِيْ إِحْيَاءِ دِينِكَ رَحِمَهُ,And severed his family ties to revive Your religion
,وَ أَقْصَى الْأَدْنَيْنَ عَلَى جُحُودِهِمْ,And distanced the nearest ones for their denial
,وَ قَرَّبَ الْأَقْصَيْنَ عَلَى اسْتِجَابَتِهِمْ لَكَ,And brought closer the distant ones for their response to You
,وَ وَالَى فِيكَ الْأَبْعَدِيْنَ,And befriended the remote ones for Your sake
,وَ عَادَى فِيكَ الْأَقْرَبِينَ,And opposed the closest ones for Your sake
,وَ أَدْأَبَ نَفْسَهُ فِيْ تَبْلِيغِ رِسَالَتِكَ,And exhausted himself in delivering Your message
,وَأَتْعَبَهَا بِالدُّعَاءِ إِلَى مِلَّتِكَ,And tired himself by calling to Your path
,وَ شَغَلَهَا بِالنُّصْحِ لِأَهْلِ دَعْوَتِكَ,And occupied himself with advising the people of Your call
,وَهَاجَرَ إِلَى بِلَادِ الْغُرْبَةِ,And migrated to the land of exile
,وَمَحَلِّ النَّأْيِ عَنْ مَوْطِنِ رَحْلِهِ,And the place distant from the home of his residence
,وَمَوْضِعِ رِجْلِهِ وَ مَسْقَطِ رَأْسِهِ,And the place of his foot and the birthplace of his head
,وَمَأْنَسِ نَفْسِهِ إِرَادَةً مِنْهُ لِإِعْزَازِ دِينِكَ,"And the comfort of his soul, out of his desire to elevate Your religion"
,وَاسْتِنْصَارًا عَلَى أَهْلِ الْكُفْرِ بِكَ,And to seek victory over the people who disbelieved in You
,حَتَّى اسْتَتَبَّ لَهُ مَا حَاوَلَ فِيْ أَعْدَائِكَ,Until what he attempted against Your enemies was accomplished
,وَاسْتَتَمَّ لَهُ مَا دَبَّرَ فِيْ أَوْلِيَائِكَ,And what he planned for Your friends was completed
,فَنَهَدَ إِلَيْهِمْ مُسْتَفْتِحًا بِعَوْنِكَ,"So he rose against them, seeking victory through Your help"
,وَمُتَقَوِّيًا عَلَى ضَعْفِهِ بِنَصْرِكَ,And strengthening his weakness with Your support
,فَغَزَاهُمْ فِيْ عُقْرِ دِيَارِهِمْ,And he fought them in the heart of their lands
,وَهَجَمَ عَلَيْهِمْ فِيْ بُحْبُوحَةِ قَرَارِهِمْ,And attacked them in the midst of their settlements
,حَتَّى ظَهَرَ أَمْرُكَ,Until Your command prevailed
,وَعَلَتْ كَلِمَتُكَ وَلَوْ كَرِهَ الْمُشْرِكُونَ,"And Your word was exalted, even though the polytheists disliked it"
