Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, bless Muhammad and the family of Muhammad"
,أَللَّهُمَّ صَـلِّ عَلَى مُحَمَّدٍ وَ آلِـهِ,"O Allah, bless Muhammad and his family"
,وَتَوَلَّنِيْ فِيْ جِيرَانِيْ وَمَوَالِيَّ الْعَارِفِينَ بِحَقِّنَا وَالْمُنَابِذِيْنَ لِأَعْدَائِنَا بِأَفْضَلِ وَلَايَتِكَ,And take me as guardian in the matter of my neighbors and my friends who recognize our rights and abandon our enemies with Your best guardianship
,وَوَفِّقْهُمْ لِإِقَامَةِ سُنَّتِكَ,And give them success in establishing Your traditions
,وَالْأَخْذِ بِمَحَاسِنِ أَدَبِكَ فِيْ إِرْفَاقِ ضَعِيفِهِمْ,And in adopting the most beautiful of Your manners in being kind to their weak ones
,وَسَدِّ خَلَّتِهِمْ، وَعِيَادَةِ مَرِيضِهِمْ,"And filling their gaps, and visiting their sick"
,وَهِدَايَةِ مُسْتَرْشِدِهِمْ، وَمُنَاصَحَةِ مُسْتَشِيرِهِمْ,"And guiding those who seek guidance, and giving sincere advice to those who consult them"
,وَتَعَهُّدِ قَادِمِهِمْ، وَكِتْمَانِ أَسْرَارِهِمْ,"And caring for their newcomers, and keeping their secrets"
,وَسَتْرِ عَوْرَاتِهِمْ، وَنُصْرَةِ مَظْلُومِهِمْ,"And covering their faults, and helping their oppressed ones"
,وَحُسْنِ مُوَاسَاتِهِمْ بِالْمَاعُونِ,And supporting them well with aid
,وَالْعَوْدِ عَلَيْهِمْ بِالْجِدَةِ وَالْإِفْضَالِ,And returning to them with wealth and favor
,وَإِعْطَاءِ مَا يَجِبُ لَهُمْ قَبْلَ السُّؤَالِ,And giving them what they deserve before they ask
,وَاجْعَلْنِيْ اللَّهُمَّ أَجْزِيْ بِالْإِحْسَانِ مُسِيئَهُمْ,"And make me, O Allah, repay their evildoers with goodness"
,وَأَعْرِضُ بِالتَّجَاوُزِ عَنْ ظَالِمِهِمْ,And turn away from their wrongdoers with forgiveness
,وَأَسْتَعْمِلُ حُسْنَ الظَّنِّ فِيْ كَافَّتِهِمْ، وَأَتَوَلَّى بِالْبِرِّ عَامَّتَهُمْ,"And have good thoughts about all of them, and be good to all of them"
,وَأَغُضُّ بَصَرِيْ عَنْهُمْ عِفَّةً,And lower my gaze from them out of chastity
,وَأُلِينُ جَانِبِيْ لَهُمْ تَوَاضُعًا,And be gentle with them out of humility
,وَأَرِقُّ عَلَى أَهْلِ الْبَلَاءِ مِنْهُمْ رَحْمَةً,And be compassionate to those of them who are in distress out of mercy
,وَأُسِرُّ لَهُمْ بِالْغَيْبِ مَوَدَّةً,And have affection for them in their absence
,وَأُحِبُّ بَقَاءَ النِّعْمَةِ عِنْدَهُمْ نُصْحًا,And wish for the continuance of blessings for them sincerely
,وَأُوجِبُ لَهُمْ مَا أُوجِبُ لِحَامَّتِي,And make obligatory for them what I make obligatory for my close ones
,وَأَرْعَى لَهُمْ مَا أَرْعَى لِخَاصَّتِي,And observe for them what I observe for my special ones
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, bless Muhammad and his family"
,وَارْزُقْنِيْ مِثْلَ ذٰلِكَ مِنْهُمْ,And provide me with the same from them
,وَاجْعَلْ لِيْ أَوْفَى الْحُظُوظِ فِيمَا عِنْدَهُمْ,And grant me the fullest share of what they have
,وَزِدْهُمْ بَصِيرَةً فِيْ حَقِّي، وَمَعْرِفَةً بِفَضْلِي,And increase their insight into my rights and their recognition of my excellence
,حَتَّى يَسْعَدُوْا بِيْ وَأَسْعَدَ بِهِمْ,So that they may be happy with me and I may be happy with them
,آمِيْنَ رَبَّ الْعَالَمِيْنَ,"Amen, O Lord of the worlds"
