Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send Your blessings upon Muhammad and the family of Muhammad"
,إِلٰهِيْ قَصُرَتِ الْاَلْسُنُ عَنْ بُلُوغِ ثَنَائِكَ,"My God, tongues fall short of reaching Your praise"
,كَمَا يَلِيقُ بِجَلالِكَ,As befits Your Majesty
,وَعَجَزَتِ الْعُقُولُ عَنْ إِدْرَاكِ كُنْهِ جَمَالِكَ,And minds are incapable of comprehending the essence of Your Beauty
,وَانْحَسَرَتِ الْاَبْصَارُ دُوْنَ النَّظَرِ إِلَى سُبُحَاتِ وَجْهِكَ,And eyes are unable to gaze at the splendor of Your Face
,وَلَمْ تَجْعَلْ لِلْخَلْقِ طَرِيقًا إِلَى مَعْرِفَتِكَ,And You have not made for creation a path to Your knowledge
,إِلَّا بِالْعَجْزِ عَنْ مَعْرِفَتِكَ,Except through the inability to truly know You
,إِلٰهِيْ فَاجْعَلْنَا مِنَ الَّذِيْنَ تَرَسَّخَتْ أَشْجَارُ الشَّوْقِ,"My God, make us among those in whose hearts"
,إِلَيْكَ فِيْ حَدَائِقِ صُدُورِهِمْ,The trees of longing for You are firmly rooted
,وَأَخَذَتْ لَوْعَةُ مَحَبَّتِكَ بِمَجَامِعِ قُلُوبِهِمْ,And the passion of Your love has seized their hearts
,فَهُمْ إِلَى أَوْكَارِ الْاَفْكَارِ يَأْوُونَ,So they take refuge in the nests of contemplation
,وَفِيْ رِيَاضِ الْقُرْبِ وَالْمُكَاشَفَةِ يَرْتَعُونَ,And in the gardens of nearness and unveiling they graze
,وَمِنْ حِيَاضِ الْمَحَبَّةِ بِكَأْسِ الْمُلاطَفَةِ يَكْرَعُونَ,And from the pools of love with the cup of kindness they drink deeply
,وَشَرَائِعَ الْمُصَافَاةِ يَرِدُونَ,And to the springs of pure friendship they arrive
,قَدْ كُشِفَ الْغِطَاءُ عَنْ أَبْصَارِهِمْ,The veil has been lifted from their eyes
,وَانْجَلَتْ ظُلْمَةُ الرَّيْبِ عَنْ عَقَائِدِهِمْ وَضَمَائِرِهِمْ,And the darkness of doubt has been removed from their beliefs and consciences
,وَانْتَفَتْ مُخَالَجَةُ الشَّكِّ عَنْ قُلُوبِهِمْ وَسَرَائِرِهِمْ,And the intrusion of uncertainty has been eliminated from their hearts and innermost thoughts
,وَانْشَرَحَتْ بِتَحْقِيقِ الْمَعْرِفَةِ صُدُوْرُهُمْ,And their chests have been expanded through the verification of knowledge
,وَعَلَتْ لِسَبْقِ السَّعَادَةِ فِيْ الزَّهَادَةِ هِمَمُهُمْ,And their aspirations have been elevated through precedence of happiness in detachment
,وَعَذُبَ فِيْ مَعِيْنِ الْمُعَامَلَةِ شِرْبُهُمْ,And their drink has become sweet from the spring of good conduct
,وَطَابَ فِيْ مَجْلِسِ الْأُنْسِ سِرُّهُمْ,And their inner secrets have become pleasant in the gathering of intimacy
,وَأَمِنَ فِيْ مَوْطِنِ الْمَخَافَةِ سِرْبُهُم,And they feel secure in the place of fear
,وَاطْمَأَنَّتْ بِالرُّجُوعِ إِلَى رَبِّ الْاَرْبَابِ أَنْفُسُهُمْ,And their souls have found tranquility in returning to the Lord of Lords
,وَتَيَقَّنَتْ بِالْفَوْزِ وَالْفَلاحِ أَرْوَاحُهُمْ,And their spirits have attained certainty of success and prosperity
,وَقَرَّتْ بِالنَّظَرِ إِلَى مَحْبُوبِهِمْ أَعْيُنُهُمْ,And their eyes have been delighted by gazing at their Beloved
,وَاسْتَقَرَّ بِإِدْرَاكِ السُّؤْلِ وَنَيْلِ الْمَأْمُولِ قَرَارُهُمْ,And they have found stability through achieving their requests and attaining their hopes
,وَرَبِحَتْ فِيْ بَيْعِ الدُّنْيَا بِالْآخِرَةِ تِجَارَتُهُمْ,And their trade has profited in selling this world for the Hereafter
,إِلٰهِيْ مَا أَلَذَّ خَوَاطِرَ الْاِلْهَامِ بِذِكْرِكَ عَلَى الْقُلُوبِ,"My God, how delightful are the thoughts of inspiration with Your remembrance upon the hearts"
,وَمَا أَحْلَى الْمَسِيرَ إِلَيْكَ بِالْاَوْهَامِ فِيْ مَسَالِكِ الْغُيُوبِ,And how sweet is the journey to You through contemplation along the paths of the unseen
,وَمَا أَطْيَبَ طَعْمَ حُبِّكَ,And how pleasant is the taste of Your love
,وَمَا أَعْذَبَ شُرْبَ قُرْبِكَ,And how sweet is the drink of Your nearness
,فَأَعِذْنَا مِنْ طَرْدِكَ وَإِبْعَادِكَ,So protect us from Your rejection and dismissal
,وَاجْعَلْنَا مِنْ أَخَصِّ عَارِفِيكَ,And make us among Your most special knowers
,وَأَصْلَحَ عِبَادِكَ,And Your most righteous servants
,وَأَصْدَقَ طَائِعِيكَ,And Your most truthful followers
,وَأَخْلَصَ عُبَّادِكَ,And Your most sincere worshippers
,يَا عَظِيمُ يَا جَلِيلُ,"O Magnificent, O Majestic"
,يَا كَرِيمُ يَا مُنِيلُ,"O Generous, O Bestower"
,بِرَحْمَتِكَ وَمَنِّكَ,By Your mercy and Your favor
,يَا أَرْحَمَ الرَّاحِمِيْنَ,O Most Merciful of the merciful ones
