Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللّٰهُمَّ وَ آدَمُ,"O Allah, and Adam"
,بَدِيْعُ فِطْرَتِكَ,The marvel of Your creation
,وَ أَوَّلُ مُعْتَرِفٍ مِّنَ الطِّيْنِ بِرُبُوْبِيَّتِكَ,And the first from clay to acknowledge Your Lordship
,وَبَدْوُ حُجَّتِكَ عَلٰى عِبَادِكَ وَبَرِيَّتِكَ,And the beginning of Your proof upon Your servants and Your creation
,وَالدَّلِيْلُ عَلَى الْاِسْتِجَارَةِ بِعَفْوِكَ مِنْ عُقُوْبَتِكَ,And the guide to seeking refuge in Your forgiveness from Your punishment
,وَ النَّاهِجُ سُبُلَ تَوْبَتِكَ,And the one who established the paths of Your repentance
,وَ الْمُوَسَّلُ بَيْنَ الْخَلْقِ وَ بَيْنَ مَعْرِفَتِكَ,And the mediator between creation and knowledge of You
,وَ الَّذِيْ لَقَّنْتَهُ مَا رَضَيْتَ بِهِ عَنْهُ بِمَنِّكَ عَلَيْهِ وَ رَحْمَتِكَ,And the one whom You taught what pleased You through Your favor and mercy upon him
,وَ الْمُنِيْبُ الَّذِيْ لَمْ يُصِرَّ عَلٰى مَعْصِيَتِكَ,And the penitent who did not persist in disobeying You
,وَ سَابِقُ الْمُتَذَلِّلِيْنَ بِحَلْقِ رَأْسِهِ فِيْ حَرَمِكَ,And the foremost among the humble ones by shaving his head in Your sanctuary
,وَ الْمُتَوَسِّلُ بَعْدَ الْمَعْصِيَةِ بِالطَّاعَةِ اِلٰى عَفْوِكَ,And the one who sought means after sin through obedience to Your forgiveness
,وَ أَبُوْ الْاَنْبِيَاءِ الَّذِيْنَ اُوْذُوْا فِيْ جَنْبِكَ,And the father of prophets who were harmed for Your sake
,وَ اَكْثَرُ سُكَّانِ الْاَرْضِ سَعْيًا فِيْ طَاعَتِكَ,And the most striving among the inhabitants of earth in Your obedience
,فَصَلِّ عَلَيْهِ اَنْتَ يَا رَحْمٰنُ وَ مَلَائِكَتُكَ وَ سُكَّانُ سَمٰوَاتِكَ وَ أَرْضِكَ كَمَا,"So send blessings upon him, O Most Merciful, and Your angels and the inhabitants of Your heavens and earth as he"
,عَظَّمَ حُرُمَاتِكَ,Honored Your sanctities
,وَ دِلَّنَا عَلٰى سَبِيْلِ مَرْضَاتِكَ,And guide us to the path of Your pleasure
,يَا أَرْحَمَ الرَّاحِمِيْنَ,O Most Merciful of those who show mercy
