Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Gracious, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,أَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
,وَاكْسِرْ شَهْوَتِيْ عَنْ كُلِّ مَحْرَمٍ,And subdue my desire for all that is forbidden
,وَازْوِ حِرْصِيْ عَنْ كُلِّ مَأْثَمٍ,And turn my greed away from all sins
,وَامْنَعْنِيْ عَنْ أَذَى كُلِّ مُؤْمِنٍ وَمُؤْمِنَةٍ وَمُسْلِمٍ وَمُسْلِمَةٍ,"And prevent me from harming any believing man or woman, any Muslim man or woman"
,اَللَّهُمَّ وَأَيُّمَا عَبْدٍ نَالَ مِنِّيْ مَا حَظَرْتَ عَلَيْهِ,"O Allah, whichever servant has taken from me what You have forbidden him"
,وَانْتَهَكَ مِنِّيْ مَا حَجَزْتَ عَلَيْهِ,And violated what You have barred him from me
,فَمَضَى بِظُلَامَتِيْ مَيِّتًا,And has passed away while still oppressing me
,أَوْ حَصَلَتْ لِيْ قِبَلَهُ حَيًّا,Or is still alive while I have rights over him
,فَاغْفِرْ لَهُ مَا أَلَمَّ بِهِ مِنِّي,Forgive him for what he has done against me
,وَاعْفُ لَهُ عَمَّا أَدْبَرَ بِهِ عَنِّي,And pardon him for what he has turned away from me
,وَلَا تَقِفْهُ عَلَى مَا ارْتَكَبَ فِيَّ,And do not hold him accountable for what he has committed against me
,وَلَا تَكْشِفْهُ عَمَّا اكْتَسَبَ بِي,And do not expose what he has earned by wronging me
,وَاجْعَلْ مَا سَمَحْتُ بِهِ مِنَ الْعَفْوِ عَنْهُمْ,And make my lenient forgiveness towards them
,وَتَبَرَّعْتُ بِهِ مِنَ الصَّدَقَةِ عَلَيْهِمْ,And my voluntary charity upon them
,أَزْكَى صَدَقَاتِ الْمُتَصَدِّقِينَ,The purest of all charities of those who give charity
,وَأَعْلَى صِلَاتِ الْمُتَقَرِّبِينَ,And the highest of all connections of those who seek nearness to You
,وَعَوِّضْنِيْ مِنْ عَفْوِيْ عَنْهُمْ عَفْوَكَ,And compensate me for my forgiveness of them with Your forgiveness
,وَمِنْ دُعَائِيْ لَهُمْ رَحْمَتَكَ,And for my prayers for them with Your mercy
,حَتَّى يَسْعَدَ كُلُّ وَاحِدٍ مِنَّا بِفَضْلِكَ,So that each one of us may be blessed by Your grace
,وَيَنْجُوَ كُلٌّ مِنَّا بِمَنِّكَ,And each of us may be saved by Your favor
,اَللَّهُمَّ وَأَيُّمَا عَبْدٍ مِنْ عَبِيدِكَ,"O Allah, whichever of Your servants"
,أَدْرَكَهُ مِنِّيْ دَرَكٌ أَوْ مَسَّهُ مِنْ نَاحِيَتِيْ أَذًى,Has suffered harm from me or been hurt by me in any way
,أَوْ لَحِقَهُ بِيْ أَوْ بِسَبَبِيْ ظُلْمٌ,Or has been wronged by me or because of me
,فَفُتُّهُ بِحَقِّهِ,And I have deprived him of his right
,أَوْ سَبَقْتُهُ بِمَظْلِمَتِهِ,Or I have preceded him in oppression
,فَصَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,Then send blessings upon Muhammad and his family
,وَأَرْضِهِ عَنِّيْ مِنْ وُجْدِكَ وَأَوْفِهِ حَقَّهُ مِنْ عِنْدِكَ,And satisfy him with me from Your wealth and fulfill his right from Your presence
,ثُمَّ قِنِيْ مَا يُوجِبُ لَهُ حُكْمُكَ,Then protect me from what Your judgment requires for him
,وَخَلِّصْنِيْ مِمَّا يَحْكُمُ بِهِ عَدْلُكَ,And save me from what Your justice decrees
,فَإِنَّ قُوَّتِيْ لَا تَسْتَقِلُّ بِنَقِمَتِكَ,For my strength cannot withstand Your vengeance
,وَإِنَّ طَاقَتِيْ لَا تَنْهَضُ بِسُخْطِكَ,And my power cannot rise against Your displeasure
,فَإِنَّكَ إِنْ تُكَافِنِيْ بِالْحَقِّ تُهْلِكْنِي,"For if You repay me with justice, You will destroy me"
,وَإِلَّا تَغَمَّدْنِيْ بِرَحْمَتِكَ تُوبِقْنِي,"And unless You shelter me with Your mercy, You will ruin me"
,اَللَّهُمَّ إِنِّيْ أَسْتَوْهِبُكَ يَا إِلٰهِيْ مَا لَا يُنْقِصُكَ بَذْلُهُ,"O Allah, I ask You, my God, to grant what does not decrease when You give it"
,وَأَسْتَحْمِلُكَ مَا لَا يَبْهَظُكَ حَمْلُهُ,And I ask You to bear what does not burden You to carry
,أَسْتَوْهِبُكَ يَا إِلَهِيْ نَفْسِيَ الَّتِيْ لَمْ تَخْلُقْهَا لِتَمْتَنِعَ بِهَا مِنْ سُوءٍ,"I ask You, my God, for my soul which You did not create to protect itself from evil"
,أَوْ لِتَطَرَّقَ بِهَا إِلَى نَفْعٍ,Or to attain benefit on its own
,وَلَكِنْ أَنْشَأْتَهَا إِثْبَاتًا لِقُدْرَتِكَ عَلَى مِثْلِهَا,But You created it as a proof of Your power over its like
,وَاحْتِجَاجًا بِهَا عَلَى شَكْلِهَا,And as an argument against its similar forms
,وَأَسْتَحْمِلُكَ مِنْ ذُنُوبِيْ مَا قَدْ بَهَظَنِيْ حَمْلُهُ,And I ask You to bear my sins which have overburdened me
,وَأَسْتَعِينُ بِكَ عَلَى مَا قَدْ فَدَحَنِيْ ثِقْلُهُ,And I seek Your help with what has weighed heavily upon me
,فَصَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,So send blessings upon Muhammad and his family
,وَهَبْ لِنَفْسِيْ عَلَى ظُلْمِهَا نَفْسِي,And grant my soul despite its wrongdoing
,وَوَكِّلْ رَحْمَتَكَ بِاحْتِمَالِ إِصْرِي,And entrust Your mercy to bear my burden
,فَكَمْ قَدْ لَحِقَتْ رَحْمَتُكَ بِالْمُسِيئِينَ,For how often has Your mercy reached the wrongdoers
,وَكَمْ قَدْ شَمِلَ عَفْوُكَ الظَّالِمِيْنَ,And how often has Your pardon encompassed the oppressors
,فَصَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ وَاجْعَلْنِيْ أُسْوَةَ مَنْ قَدْ أَنْهَضْتَهُ,So send blessings upon Muhammad and his family and make me an example of one whom You have raised
,بِتَجَاوُزِكَ عَنْ مَصَارِعِ الْخَاطِئِينَ,By Your forgiveness from the downfalls of the sinners
,وَخَلَّصْتَهُ بِتَوْفِيقِكَ مِنْ وَرَطَاتِ الْمُجْرِمِيْنَ,And whom You have saved by Your guidance from the entanglements of the criminals
,فَأَصْبَحَ طَلِيقَ عَفْوِكَ مِنْ إِسَارِ سُخْطِكَ,So that he became freed by Your pardon from the captivity of Your anger
,وَعَتِيقَ صُنْعِكَ مِنْ وَثَاقِ عَدْلِكَ,And liberated by Your doing from the bonds of Your justice
,إِنَّكَ إِنْ تَفْعَلْ ذٰلِكَ يَا إِلَهِيْ تَفْعَلْهُ بِمَنْ,"If You do that, my God, You will be doing it for one"
,لَا يَجْحَدُ اسْتِحْقَاقَ عُقُوبَتِكَ,Who does not deny deserving Your punishment
,وَلَا يُبَرِّئُ نَفْسَهُ مِنِ اسْتِيجَابِ نَقِمَتِكَ,And does not absolve himself from meriting Your vengeance
,تَفْعَلُ ذٰلِكَ يَا إِلَهِيْ بِمَنْ خَوْفُهُ مِنْكَ أَكْثَرُ مِنْ طَمَعِهِ فِيكَ,"You will be doing that, my God, for one whose fear of You is greater than his hope in You"
,وَبِمَنْ يَأْسُهُ مِنَ النَّجَاةِ أَوْكَدُ مِنْ رَجَائِهِ لِلْخَلَاصِ,And whose despair of salvation is stronger than his expectation of deliverance
,لَا أَنْ يَكُونَ يَأْسُهُ قُنُوطًا,Not that his despair is desperation
,أَوْ أَنْ يَكُونَ طَمَعُهُ اغْتِرَارًا,Or that his hope is deception
,بَلْ لِقِلَّةِ حَسَنَاتِهِ بَيْنَ سَيِّئَاتِهِ,But because his good deeds are few among his bad deeds
,وَضَعْفِ حُجَجِهِ فِيْ جَمِيْعِ تَبِعَاتِهِ,And his arguments are weak in all his accountabilities
,فَأَمَّا أَنْتَ يَا إِلَهِيْ فَأَهْلٌ أَنْ,"But You, my God, are worthy that"
,لَا يَغْتَرَّ بِكَ الصِّدِّيقُونَ,The truthful should not be deceived about You
,وَلَا يَيْأَسَ مِنْكَ الْمُجْرِمُوْنَ,And the sinners should not despair of You
,لِأَنَّكَ الرَّبُّ الْعَظِيمُ الَّذِيْ لَا يَمْنَعُ أَحَدًا فَضْلَهُ,For You are the Magnificent Lord who does not withhold His bounty from anyone
,وَلَا يَسْتَقْصِيْ مِنْ أَحَدٍ حَقَّهُ,And does not demand full payment of His due from anyone
,تَعَالَى ذِكْرُكَ عَنِ الْمَذْكُورِينَ,Exalted is Your mention above all who are mentioned
,وَتَقَدَّسَتْ أَسْمَاؤُكَ عَنِ الْمَنْسُوبِينَ,And sanctified are Your names above all who are attributed
,وَفَشَتْ نِعْمَتُكَ فِيْ جَمِيْعِ الْمَخْلُوقِينَ,And Your blessings have spread among all created beings
,فَلَكَ الْحَمْدُ عَلَى ذٰلِكَ يَا رَبَّ الْعَالَمِيْنَ,"So to You belongs all praise for that, O Lord of the Worlds"
