Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Gracious, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,أَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
,وَحَصِّنْ ثُغُورَ الْمُسْلِمِيْنَ بِعِزَّتِكَ,And fortify the borders of the Muslims with Your might
,وَأَيِّدْ حُمَاتَهَا بِقُوَّتِكَ,And support their defenders with Your strength
,وَأَسْبِغَ عَطَايَاهُمْ مِنْ جِدَتِكَ,And grant them abundant gifts from Your bounty
,أَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
,وَكَثِّرْ عِدَّتَهُمْ، وَاشْحَذْ أَسْلِحَتَهُمْ,"And increase their numbers, and sharpen their weapons"
,وَاحْرُسْ حَوْزَتَهُمْ، وَامْنَعْ حَوْمَتَهُمْ,"And guard their territory, and defend their sanctuary"
,وَأَلِّفْ جَمْعَهُمْ، وَدَبِّرْ أَمْرَهُمْ,"And unite their groups, and manage their affairs"
,وَوَاتِرْ بَيْنَ مِيَرِهِمْ، وَتَوَحَّدْ بِكِفَايَةِ مَؤَنِهِمْ,"And provide them with continuous supplies, and take charge of fulfilling their needs"
,وَاعْضُدْهُمْ بِالنَّصْرِ، وَأَعْنِهُمْ بِالصَّبْرِ,"And support them with victory, and aid them with patience"
,وَالْطُفْ لَهُمْ فِيْ الْمَكْرِ,And grant them subtlety in strategy
,أَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
,وَعَرِّفْهُمْ مَا يَجْهَلُونَ,And teach them what they do not know
,وَعَلِّمْهُمْ مَا لَا يَعْلَمُوْنَ,And instruct them in what they do not understand
,وَبَصِّرْهُمْ مَا لَا يُبْصِرُونَ,And show them what they do not see
,أَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
,وَأَنْسِهِمْ عِنْدَ لِقَآئِهِمُ الْعَدُوَّ,"And when they meet the enemy, make them forget"
,ذِكْرَ دُنْيَاهُمُ الْخَدَّاعَةِ الْغَرُورِ,The memory of the deceptive and deceiving world
,وَامْحُ عَنْ قُلُوبِهِمْ خَطَرَاتِ الْمَالِ الْفَتُونِ,And erase from their hearts the thoughts of tempting wealth
,وَاجْعَلِ الْجَنَّةَ نَصْبَ أَعْيُنِهِمْ وَلَوِّحْ مِنْهَا لْأِبْصَارِهِمْ,And place Paradise before their eyes and display to their vision
,مَا أَعْدَدْتَ فِيهَا مِنْ مَسَاكِنِ الْخُلْدِ وَمَنَازِلِ الْكَرَامَةِ,What You have prepared therein of eternal dwellings and stations of honor
,وَالْحُورِ الْحِسَانِ وَالْاَنْهَارِ الْمُطَّرِدَةِ بِأَنْوَاعِ الْاَشْرِبَـةِ,And beautiful companions and flowing rivers with various drinks
,وَالْاَشْجَارِ الْمُتَدَلِّيَةِ بِصُنُوفِ الثَّمَرِ,And trees laden with different fruits
,حَتَّى لَا يَهُمَّ أَحَدٌ مِنْهُمْ بِالْأَدْبَارِ,So that none of them would think of retreating
,وَلَا يُحَدِّثَ نَفْسَهُ عَنْ قِرْنِهِ بِفِرَار,Or consider fleeing from their opponents
,أَللَّهُمَّ افْلُلْ بِذٰلِكَ عَدُوَّهُمْ,"O Allah, through this, defeat their enemy"
,وَاقْلِمْ عَنْهُمْ أَظْفَارَهُمْ، وَفَرِّقْ بَيْنَهُمْ وَبَيْنَ أَسْلِحَتِهِمْ,"And blunt their claws, and separate them from their weapons"
,وَاخْلَعْ وَثَائِقَ أَفْئِدَتِهِمْ، وَبَاعِدْ بَيْنَهُمْ وَبَيْنَ أَزْوِدَتِهِمْ,"And remove courage from their hearts, and distance them from their provisions"
,وَحَيِّرْهُمْ فِيْ سُبُلِهِمْ، وَضَلِّلْهُمْ عَنْ وَجْهِهِمْ,"And cause them to be confused in their paths, and lead them astray from their direction"
,وَاقْـطَعْ عَنْهُمُ الْمَدَدَ وَانْقُصْ مِنْهُمُ الْعَدَدَ,And cut off reinforcements from them and decrease their numbers
,وَامْلَأْ أَفْئِدَتَهُمُ الرُّعْبَ، وَاقْبِضْ أَيْـدِيَهُمْ عَنِ البَسْطِ,"And fill their hearts with terror, and restrain their hands from fighting"
,وَاخْـزِمْ أَلْسِنَتَهُمْ عَنِ النُّطْقِ,And tie their tongues from speaking
,وَشَرِّدْ بهِمْ مَنْ خَلْفَهُمْ، وَنَكِّلْ بِهِمْ مَنْ وَرَاءَهُمْ,"And scatter through them those who are behind them, and make an example of them for those who follow"
,وَاقْـطَعْ بِخِزْيِهِمْ أَطْمَـاعَ مَنْ بَعْدَهُمْ,"And through their humiliation, cut off the aspirations of those who come after them"
,أَللَّهُمَّ عَقِّمْ أَرْحَامَ نِسَائِهِمْ,"O Allah, make the wombs of their women barren"
,وَيَبِّسْ أَصْلاَبَ رِجَالِهِمْ,And dry up the loins of their men
,وَاقْطَعْ نَسْلَ دَوَابِّهِمْ وَأَنْعَامِهِمْ,And cut off the offspring of their animals and livestock
,لَا تَأْذَنْ لِسَمَائِهِمْ فِيْ قَطْر، وَلَا لْأَرْضِهِمْ فِيْ نَبَات,"Do not permit their skies to rain, nor their land to grow vegetation"
,أَللَّهُمَّ وَقَوِّ بِذٰلِكَ مِحَالَّ أَهْلِ الْإِسْلاَمِ,"O Allah, strengthen thereby the positions of the people of Islam"
,وَحَصِّنْ بِهِ دِيَارَهُمْ، وَثَمِّرْ بِـهِ أَمْوَالَهُمْ,"And fortify their homes, and increase their wealth"
,وَفَرِّغْهُمْ عَنْ مُحَارَبَتِهِمْ لِعِبَادَتِكَ وَعَنْ مُنَابَذَتِهِمْ لِلْخَلْوَةِ بِكَ,"And free them from fighting so they may worship You, and from battle so they may be alone with You"
,حَتَّى لَا يُعْبَدَ فِيْ بِقَاعِ الَارْضِ غَيْرُكَ,Until none is worshipped in any part of the earth except You
,وَلَا تُعَفَّرَ لِأَحَدٍ مِنْهُمْ جَبْهَةٌ دُونَكَ,And no forehead is bowed before anyone other than You
,أَللَّهُمَّ اغزُ بِكُلِّ نَـاحِيَـة مِنَ الْمُسْلِمِيْنَ,"O Allah, send the Muslims in every region"
,عَلَى مَنْ بِـإِزَائِهِمْ مِنَ الْمُشْرِكِينَ,Against those polytheists who face them
,وَأَمْدِدْهُمْ بِمَلَائِكَة مِنْ عِنْدِكَ مُرْدِفِينَ,"And support them with angels from Your presence, coming in succession"
,حَتَّى يَكْشِفُـوهُمْ إِلَى مُنْقَطَعِ التُّـرَابِ قَتْـلًا فِيْ أَرْضِكَ,"Until they pursue them to the ends of the land, killing them on Your earth"
,أَسْرًا أَوْ يُقِرُّوَا بِأَنَّكَ أَنْتَ اللَّهُ الَّذِيْ لَا إِلٰهَ إِلَّا أَنْتَ,"Or taking them captive, or until they confess that You are Allah, there is no god but You"
,وَحْدَكَ لَا شَرِيكَ لَكَ,"Alone, without any partner"
,أَللَّهُمَّ وَاعْمُمْ بِذٰلِكَ أَعْدَاءَكَ فِيْ أَقْطَارِ الْبِلاَدِ,"O Allah, include in this all Your enemies in all regions of the lands"
,مِنَ الْهِنْدِ وَالرُّومِ وَالتُّـرْكِ وَالْخَزَرِ وَالْحَبَشِ,"From the Hindus, Romans, Turks, Khazars, and Ethiopians"
,وَالنُّـوبَةِ وَالـزِّنْجِ وَالسَّقَالِبَةِ وَالدَّيَالِمَةِ,"And the Nubians, Zanj, Slavs, and Dailamites"
,وَسَائِرِ أُمَمِ الشِّرْكِ الَّذِيْ تَخْفَى أَسْمَاؤُهُمْ وَصِفَاتُهُمْ,And all other polytheistic nations whose names and attributes are hidden
,وَقَدْ أَحْصَيْتَهُمْ بِمَعْرِفَتِكَ، وَأَشْرَفْتَ عَلَيْهِمْ بِقُدْرَتِكَ,"But You have counted them with Your knowledge, and You oversee them with Your power"
,أَللَّهُمَّ اشْغَلِ الْمُشْرِكِينَ بِالمُشْرِكِينَ عَنْ تَنَاوُلِ أَطْرَافِ الْمُسْلِمِيْنَ,"O Allah, occupy the polytheists with other polytheists, so they cannot harm the Muslims"
,وَخُذْهُمْ بِـالنَّقْصِ عَنْ تَنَقُّصِهِمْ,And diminish their numbers so they cannot diminish the Muslims
,وَثَبِّطْهُمْ بِـالْفُـرْقَـةِ عَنِ الْإِحْتِشَادِ عَلَيْهِمْ,And discourage them through division from gathering against the Muslims
,أَللَّهُمَّ أَخْلِ قُلُوبَهُمْ مِنَ الْاَمَنَـةِ,"O Allah, empty their hearts of security"
,وَأَبْدَانَهُمْ مِنَ الْقُوَّةِ وَأَذْهِلْ قُلُوبَهُمْ عَنِ الْإِحْتِيَالِ,"And their bodies of strength, and distract their hearts from planning"
,وَأَوْهِنْ أَرْكَانَهُمْ عَنْ مُنَازَلَةِ الرِّجَالِ,And weaken their resolve against fighting brave men
,وَجَبِّنْهُمْ عَنْ مُقَارَعَةِ الْاَبْطَالِ,And make them too cowardly to face the heroes
,وَابْعَثْ عَلَيْهِمْ جُنْدًا مِنْ مَلَائِكَتِكَ,And send against them an army of Your angels
,بِبَأس مِنْ بَأْسِكَ كَفِعْلِكَ يَوْمَ بَدْر,"With a might from Your might, as You did on the day of Badr"
,تَقْطَعُ بِهِ دَابِرَهُمْ وَتَحْصُدُ بِهِ شَوْكَتَهُمْ,To cut off their roots and destroy their strength
,وَتُفَرِّقُ بهِ عَدَدَهُمْ,And scatter their numbers
,اَللَّهُمَّ وَامْزُجْ مِيَاهَهُمْ بِالْوَبَاءِ وَأطْعِمَتَهُمْ بِالْاَدْوَاءِ,"O Allah, mix their waters with plague and their food with disease"
,وَارْمِ بِلاَدَهُمْ بِالْخُسُوفِ وَأَلِـحَّ عَلَيْهَا بِـالْقُذُوفِ وَافْـرَعْهَا بِالْمُحُولِ,"And strike their lands with earthquakes, pelt them with stones, and afflict them with drought"
,وَاجْعَلْ مِيَرَهُمْ فِيْ أَحَصِّ أَرْضِكَ وَأَبْعَـدِهَا عَنْهُمْ,And place their provisions in the most barren and distant parts of Your land
,وَامْنَـعْ حُصُونَهَا مِنْهُمْ، أَصِبْهُمْ بِالْجُوعِ الْمُقِيْمِ وَالسُّقْمِ الَالِيمِ,"And keep their fortresses away from them, afflict them with perpetual hunger and painful illness"
,أَللَّهُمَّ وَأَيُّمَا غَازٍ غَزَاهُمْ مِنْ أَهْلِ مِلَّتِكَ,"O Allah, for any warrior who fights them from the people of Your religion"
,أَوْ مُجَاهِد جَاهَدَهُمْ مِنْ أَتْبَاعِ سُنَّتِكَ لِيَكُونَ دِينُكَ الَاعْلَى,"Or any fighter who strives against them from the followers of Your way, so that Your religion may be supreme"
,وَحِزْبُكَ الْأَقوَى وَحَظُّكَ الَاوْفَى فَلَقِّهِ الْيُسْرَ,"And Your party strongest, and Your share most complete - make ease for them"
,وَهَيِّئْ لَهُ الْأَمْرَ، وَتَوَلَّهُ بِالنُّجْحِ,"And prepare the matter for them, and grant them success"
,وَتَخَيَّرْ لَهُ الْأَصْحَابَ، وَاسْتَقْوِ لَهُ الظَّهْرَ,"And choose for them good companions, and strengthen their support"
,وَأَسْبِغْ عَلَيْهِ فِيْ النَّفَقَةِ وَمَتِّعْهُ بِالنَّشَاطِ,"And provide them with ample spending, and grant them enthusiasm"
,وَأَطْفِ عَنْهُ حَرَارَةَ الشَّوْقِ، وَأَجِرْهُ مِنْ غَمِّ الْوَحْشَةِ,"And extinguish from them the heat of longing, and protect them from the grief of loneliness"
,وَأَنْسِهِ ذِكْرَ الَاهْلِ وَالْوَلَدِ وَأَثُرْ لَهُ حُسْنَ النِّيَّةِ وَتَوَلَّه بِالْعَافِيَةِ,"And make them forget the memory of family and children, and grant them good intention and well-being"
,وَأَصْحِبْهُ السَّلاَمَةَ، وَأَعْفِهِ مِنَ الْجُبْنِ,"And accompany them with safety, and protect them from cowardice"
,وَأَلْهِمْهُ الْجُرْأَةَ وَارْزُقْهُ الشِّدَّةَ وَأَيِّدْهُ بِالنُّصْرَةِ,"And inspire them with courage, and grant them strength, and support them with victory"
,وَعَلِّمْهُ السِّيَرَ وَالسُّنَنَ، وَسَدِّدْهُ فِيْ الْحُكْمِ,"And teach them the ways and traditions, and guide them in judgment"
,وَاعْزِلْ عَنْهُ الرِّيَاءَ، وَخَلِّصْهُ مِنَ السُّمْعَةِ,"And remove from them showing off, and purify them from seeking fame"
,وَاجْعَلْ فِكْرَهُ وَذِكْرَهُ وَظَعْنَهُ وَإِقَامَتَهُ فِيْكَ وَلَكَ,"And make their thoughts, remembrance, journeying, and staying in You and for You"
,فَإِذَا صَافَّ عَدُوَّكَ وَعَدُوَّهُ فَقَلِّلْهُمْ فِيْ عَيْنِهِ,"And when they face Your enemy and theirs, make the enemy appear few in their eyes"
,وَصَغِّرْ شَأنَهُمْ فِيْ قَلْبِهِ,And diminish their importance in their hearts
,وَأَدِلْ لَهُ مِنْهُـمْ وَلَا تُدِلْهُمْ مِنْهُ,"And grant them victory over the enemy, and do not let the enemy prevail over them"
,فَإِنْ خَتَمْتَ لَهُ بِالسَّعَادَةِ وَقَضَيْتَ لَهُ بِالشَّهَادَةِ,And if You seal for them with happiness and decree for them martyrdom
,فَبَعْدَ أَنْ يَجْتَاحَ عَدُوَّكَ بِالْقَتْلِ,Let it be after they have destroyed Your enemy with killing
,وَبَعْدَ اَنْ يَجْهَدَ بِهِمُ الْأَسْرُ,And after they have exhausted the enemy with captivity
,وَبَعْدَ أَن تَأمَنَ أَطرَافُ المُسْلِمِيْنَ,And after the borders of the Muslims are secure
,وَبَعْدَ أَنْ يُوَلِّيَ عَدُوُّكَ مُدْبِرِينَ,And after Your enemy has turned in retreat
,أَللَّهُمَّ وَأَيُّمَا مُسْلِم,"O Allah, and for any Muslim"
,خَلَفَ غَازِيًا أَوْ مُرَابِطًا فِيْ دَارِهِ,Who takes the place of a warrior or guard in his home
,أَوْ تَعَهَّدَ خَالِفِيْهِ فِيْ غَيْبَتِهِ,Or takes care of those left behind in his absence
,أَوْ أَعَانَهُ بِطَائِفَة مِنْ مَالِهِ,Or helps him with a portion of his wealth
,أَوْ أَمَدَّهُ بِعِتَاد، أَوْ شَحَذَهُ عَلَى جِهَاد,"Or supplies him with equipment, or motivates him for jihad"
,أَوْ أَتْبَعَهُ فِيْ وَجْهِهِ دَعْوَةً,Or follows his departure with a prayer
,أَوْ رَعَى لَهُ مِنْ وَرَائِهِ حُرْمَةً,Or protects his honor in his absence
,فَأَجِرْ لَهُ مِثْلَ أَجْرِهِ,Grant him a reward like the warrior's reward
,وَزْنًا بِوَزْن وَمِثْلًا بِمِثْل وَعَوِّضْهُ مِنْ فِعْلِهِ,"Weight for weight, and like for like, and compensate him for his deed"
,عِوَضًا حَاضِرًا يَتَعَجَّلُ بِهِ نَفْعَ مَا قَدَّمَ,With an immediate compensation by which he quickly experiences the benefit of what he offered
,وَسُرُورَ مَا أَتَى بِهِ، إِلَى أَنْ يَنْتَهِيَ بِهِ الْوَقْتُ,"And the joy of what he did, until the time comes"
,إلَى مَاأَجْرَيْتَ لَـهُ مِنْ فَضْلِكَ,For what You have provided for him from Your grace
,وَأَعْدَدْتَ لَهُ مِنْ كَرَامَتِكَ,And prepared for him from Your generosity
