Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send Your blessings upon Muhammad and the family of Muhammad"
,اَللّٰهُمَّ يَامَنْ,"O Allah, the One who"
,خَصَّ مُحَمَّدًا وَ آلَهُ بِالْكَرَامَةِ,Distinguished Muhammad and his family with honor
,وَ حَبَاهُمْ بِالرِّسَالَةِ,And favored them with Prophethood
,وَ خَصَّصْهُمْ بِالْوَسِيْلَةِ,And distinguished them with the means (to approach You)
,وَ جَعَلَهُمْ وَرَثَةَ الْاَنْبِيَاءِ,And made them the inheritors of the Prophets
,وَ خَتَمَ بِهِمُ الْاَوْصِيَاءَ وَ الْاَئِمَّةَ,And sealed with them the successors and the Imams
,وَ عَلَّمَهُمْ عِلْمَ مَا كَانَ وَ عِلْمَ مَا بَقِيَ,And taught them the knowledge of what has passed and what remains
,وَ جَعَلَ أَفْئِدَةً مِنَ النَّاسِ تَهْوِيْ اِلَيْهِمْ,And made the hearts of people incline towards them
,فَصَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ الطَّاهِرِيْنَ,So send blessings upon Muhammad and his pure family
,وَ افْعَلْ بِنَا مَا اَنْتَ أَهْلُهُ فِيْ الدِّيْنِ وَ الدُّنْيَا وَ الْآخِرَةِ,"And treat us as You are worthy of treating us in religion, in this world, and in the Hereafter"
,اِنَّكَ عَلَى كُلِّ شَيْءٍ قَدِيْرٌ,"Indeed, You have power over all things"
