Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللَّهُمَّ أَلْهِمْنَا طَاعَتَكَ,"O Allah, inspire us to obey You"
,وَجَنِّبْنَا مَعْصِيَتَكَ,And keep us away from disobeying You
,وَيَسِّرْ لَنَا بُلُوغَ مَا نَتَمَنَّىٰ,And make it easy for us to attain what we wish for
,مِنِ ابْتِغَاءِ رِضْوَانِكَ,In seeking Your pleasure
,وَأَحْلِلْنَا بُحْبُوحَةَ جِنَانِكَ,And settle us in the middle of Your gardens
,وَاقْشَعْ عَنْ بَصَائِرِنَا سَحَابَ الْإِرْتِيَابِ,And remove from our insight the clouds of doubt
,وَاكْشِفْ عَنْ قُلُوبِنَا أَغْشِيَةَ الْمِرْيَةِ وَالْحِجَابِ,And uncover from our hearts the veils of suspicion and barriers
,وَأَزْهِقِ الْبَاطِلَ عَنْ ضَمَائِرِنَا,And eliminate falsehood from our consciences
,وَأَثْبِتِ الْحَقَّ فِيْ سَرَائِرِنَا,And establish truth in our innermost thoughts
,فَإِنَّ الشُّكُوكَ وَالظُّنُونَ لَوَاقِحُ الْفِتَنِ,For doubts and suspicions are seeds of tribulation
,وَمُكَدِّرَةٌ لِصَفْوِ الْمَنَائِحِ وَالْمِنَنِ,And they cloud the purity of gifts and blessings
,اَللَّهُمَّ احْمِلْنَا فِيْ سُفُنِ نَجَاتِكَ,"O Allah, carry us in the ships of Your salvation"
,وَمَتِّعْنَا بِلَذِيذِ مُنَاجَاتِكَ,And let us enjoy the sweetness of Your intimate discourse
,وَأَوْرِدْنَا حِيَاضَ حُبِّكَ,And lead us to the fountains of Your love
,وَأَذِقْنَا حَلاَوَةَ وُدِّكَ وَقُرْبِكَ,And let us taste the sweetness of Your affection and closeness
,وَاجْعَلْ جِهَادَنَا فِيكَ,And make our struggle be for You
,وَهَمَّنَا فِيْ طَاعَتِكَ,And our concern be in Your obedience
,وَأَخْلِصْ نِيَّاتِنَا فِيْ مُعَامَلَتِكَ,And purify our intentions in our dealings with You
,فَإِنَّا بِكَ وَلَكَ,For we are through You and for You
,وَلَا وَسِيْلَةَ لَنَا إِلَيْكَ إِلَّا أَنْتَ,And we have no means to reach You except through You
,إِلٰهِيْ اِجْعَلْنِيْ مِنَ الْمُصْطَفَيْنَ الْاَخْيَارِ,"My God, make me among the chosen righteous ones"
,وَأَلْحِقْنِيْ بِالصَّالِحِيْنَ الْاَبْرَارِ,And join me with the pious and virtuous
,اَلسَّابِقِينَ إِلَى الْمَكْرُمَاتِ,Those who hasten toward noble deeds
,اَلْمُسَارِعِينَ إِلَى الْخَيْرَاتِ,Those who rush toward good actions
,اَلْعَامِلِينَ لِلْبَاقِيَاتِ الصَّالِحَاتِ,Those who work for everlasting righteous deeds
,اَلسَّاعِينَ إِلٰى رَفِيعِ الدَّرَجَاتِ,Those who strive for the highest ranks
,إِنَّكَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,"Indeed, You have power over all things"
,وَبِالْاِجَابَةِ جَدِيرٌ,And You are worthy of answering prayers
,بِرَحْمَتِكَ يَا أَرْحَمَ الرَّاحِمِيْنَ,"By Your mercy, O Most Merciful of the merciful"
