Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Compassionate, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,إِلـٰهِيْ أَلْبَسَتْنِيْ الْخَطَايَا ثَوْبَ مَذَلَّتِي,"My God, my sins have clothed me in the garment of my humiliation"
,وَجَلَّلَنِيْ التَّبَاعُدُ مِنْكَ لِبَاسَ مَسْكَنَتِي,And being distant from You has wrapped me in the robe of my misery
,وَأَمَاتَ قَلْبِيْ عَظِيمُ جِنَايَتِي,And my great crimes have killed my heart
,فَأَحْيِهِ بِتَوْبَةٍ مِنْكَ يَا أَمَلِيْ وَبُغْيَتِي,"So revive it with repentance from You, O my hope and my desire"
,وَيَا سُؤْلِيْ وَمُنْيَتِي,O my request and my wish
,فَوَعِزَّتِكَ مَا أَجِدُ لِذُنُوبِيْ سِوَاكَ غَافِرًا,"By Your Might, I find no forgiver for my sins besides You"
,وَلَا أَرَىٰ لِكَسْرِيْ غَيْرَكَ جَابِرًا,And I see none who can mend my brokenness other than You
,وَقَدْ خَضَعْتُ بِالْاِنَابَةِ إِلَيْكَ,I have submitted with repentance to You
,وَعَنَوْتُ بِالَاسْتِكَانَةِ لَدَيْكَ,And I have humbled myself in lowliness before You
,فَإِنْ طَرَدْتَنِيْ مِنْ بَابِكَ فَبِمَنْ أَلُوذُ,"If You drive me away from Your door, then with whom shall I seek refuge?"
,وَ اِنْ رَدَدْتَنِيْ عَنْ جَنَابِكَ فَبِمَنْ أَعُوذُ,"And if You turn me away from Your presence, then with whom shall I seek protection?"
,فَوَا أَسَفَاهُ مِنْ خَجْلَتِيْ وَافْتِضَاحِي,"Oh, how great is my shame and disgrace!"
,وَوَا لَهْفَاهُ مِنْ سُوءِ عَمَلِيْ وَاجْتِرَاحِي,"And oh, how deep is my sorrow for my evil deeds and sins!"
,أَسْأَلُكَ يَا غَافِرَ الذَّنْبِ الْكَبِيرِ,"I ask You, O Forgiver of great sins"
