Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,سُبْحَانَكَ,Glory be to You
,مَا أَضْيَقَ الطُّرُقَ عَلَى مَنْ لَمْ تَكُنْ دَلِيلَهُ,How narrow are the paths for one whom You are not his guide
,وَمَا أَوْضَحَ الْحَقَّ عِنْدَ مَنْ هَدَيْتَهُ سَبِيلَهُ,And how clear is the truth for one whom You have guided to Your way
,إِلٰهِيْ فَاسْلُكْ بِنَا سُبُلَ الْوُصُولِ إِلَيْكَ,"My God, lead us on the paths that reach You"
,وَسَيِّرْنَا فِيْ أَقْرَبِ الطُّرُقِ لِلْوُفُودِ عَلَيْكَ,And direct us on the nearest roads to come to You
,قَرِّبْ عَلَيْنَا الْبَعِيدَ,Make near for us that which is far
,وَسَهِّلْ عَلَيْنَا الْعَسِيرَ الشَّدِيدَ,And make easy for us that which is difficult and hard
,وَأَلْحِقْنَا بِعِبَادِكَ الَّذِيْنَ هُمْ بِالْبِدَارِ إِلَيْكَ يُسَارِعُونَ,Join us with Your servants who hasten towards You swiftly
,وَبَابَكَ عَلَى الدَّوَامِ يَطْرُقُونَ,And who continuously knock at Your door
,وَإِيَّاكَ فِيْ اللَّيْلِ وَالنَّهَارِ يَعبُدُونَ,And who worship You day and night
,وَهُمْ مِنْ هَيْبَتِكَ مُشْفِقُونَ,And who are fearful of Your awe
,اَلَّذِيْنَ صَفَّيْتَ لَهُمُ الْمَشَارِبَ,Those for whom You have purified their drinking places
,وَبَلَّغْتَهُمُ الرَّغَائِبَ,And fulfilled their wishes
,وَأَنْجَحْتَ لَهُمُ الْمَطَالِبَ,And granted their requests
,وَقَضَيْتَ لَهُمْ مِنْ فَضْلِكَ الْمَأٰرِبَ,And satisfied their needs through Your grace
,وَمَلَأْتَ لَهُمْ ضَمَائِرَهُمْ مِنْ حُبِّكَ,And filled their hearts with Your love
,وَرَوَّيْتَهُمْ مِنْ صَاْفِيْ شِرْبِكَ,And quenched their thirst with Your pure drink
,فَبِكَ إِلَى لَذِيذِ مُنَاجَاتِكَ وَصَلُوْا,Through You they have reached the delight of Your communion
,وَمِنْكَ أَقْصَىٰ مَقَاصِدِهِمْ حَصَّلُوْا,And from You they have attained the ultimate of their aims
,فَيَا مَنْ هُوَ عَلَى الْمُقْبِلِينَ عَلَيْهِ مُقْبِلٌ,O One who turns toward those who turn to Him
,وَبِالْعَطْفِ عَلَيْهِمْ عَائِدٌ مُفْضِلٌ,And bestows His favor and kindness upon them
,وَبِالْغَافِلِينَ عَنْ ذِكْرِهِ رَحِيمٌ رَءُوفٌ,And is Merciful and Kind to those who neglect His remembrance
,وَبِجَذْبِهِمْ إِلَى بَابِهِ وَدُودٌ عَطُوفٌ,And draws them to His door with love and affection
,أَسْأَلُكَ أَنْ تَجْعَلَنِيْ مِنْ أَوْفَرِهِمْ مِنْكَ حَظًّا,I ask You to make me among those who have the greatest share from You
,وَأَعْلاَهُمْ عِنْدَكَ مَنْزِلًا,And the highest status with You
,وَأَجْزَلِهِمْ مِنْ وُدِّكَ قِسْمًا,And the most abundant portion of Your love
,وَأَفْضَلِهِمْ فِيْ مَعْرِفَتِكَ نَصِيْبًا,And the best share in Your knowledge
,فَقَدِ انْقَطَعَتْ إِلَيْكَ هِمَّتِي,For my determination is directed solely toward You
,وَانْصَرَفَتْ نَحْوَكَ رَغْبَتِي,And my desire is turned only to You
,فَأَنْتَ لَا غَيْرُكَ مُرَادِي,"You alone, not anyone else, are my desire"
,وَلَكَ لَا لِسِوَاكَ سَهَرِيْ وَسُهَادِي,"For You alone, not for anyone else, is my sleeplessness and wakefulness"
,وَلِقَاؤُكَ قُرَّةُ عَيْنِي,Meeting You is the delight of my eye
,وَوَصْلُكَ مُنَىٰ نَفْسِي,Connection with You is the wish of my soul
,وَإِلَيْكَ شَوْقِي,For You is my longing
,وَفِيْ مَحَبَّتِكَ وَلَهِي,In Your love is my passion
,وَإِلَى هَوَاكَ صَبَابَتِي,To Your affection is my ardent love
,وَرِضَاكَ بُغْيَتِي,Your pleasure is my goal
,وَرُؤْيَتُكَ حَاجَتِي,Seeing You is my need
,وَجِوَارُكَ طَلِبَتِي,Your nearness is my request
,وَقُرْبُكَ غَايَةُ سُؤْلِي,Your closeness is the utmost of my asking
,وَفِيْ مُنَاجَاتِكَ رَوْحِيْ وَرَاحَتِي,In Your communion is my repose and my comfort
,وَعِنْدَكَ دَوَاءُ عِلَّتِي,With You is the remedy of my illness
,وَشِفَاءُ غُلَّتِي,The cure of my burning thirst
