Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Gracious, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send Your blessings upon Muhammad and the family of Muhammad"
,أَللَّهُمَّ يَا مَنْ لَا يَصِفُهُ نَعْتُ الْوَاصِفِيْنَ,"O Allah, O He whom the descriptions of those who describe cannot describe"
,وَيَا مَنْ لَا يُجَاوِزُهُ رَجَاءُ الرَّاجِيْنَ,And O He whom the hope of those who hope cannot exceed
,وَيَا مَنْ لَا يَضِيْعُ لَدَيْهِ أَجْرُ الْمُحْسِنِيْنَ,And O He with whom the reward of the good-doers is not lost
,وَيَا مَنْ هُوَ مُنْتَهَى خَوْفِ الْعَابِدِيْنَ,And O He who is the ultimate fear of the worshippers
,وَيَا مَنْ هُوَ غَايَةُ خَشْيَةِ الْمُتَّقِيْنَ,And O He who is the goal of the reverence of the pious
,هَذَا مَقَامُ مَنْ تَدَاوَلَتْهُ أَيْدِيْ الذُّنُوْبِ,This is the position of one who has been seized by the hands of sins
,وَقَادَتْهُ أَزِمَّةُ الْخَطَايَا ,And led by the reins of errors
,وَاسْتَحْوَذَ عَلَيْهِ الشَّيْطَانُ,And Satan has taken control of him
,فَقَصَّرَ عَمَّا أَمَرْتَ بِهِ تَفْرِيْطًا,So he has fallen short in what You have commanded through negligence
,وَتَعَاطَى مَا نَهَيْتَ عَنْهُ تَغْرِيْرًا,And has pursued what You have forbidden through delusion
,كَالْجَاهِلِ بِقُدْرَتِكَ عَلَيْهِ,Like one ignorant of Your power over him
,أَوْ كَالْمُنْكِرِ فَضْلَ إِحْسَانِكَ إِلَيْهِ,Or like one who denies the excellence of Your favor upon him
,حَتَّى إِذَا انْفَتَحَ لَهُ بَصَرُ الْهُدَى,"Until, when the eye of guidance opened for him"
,وَتَقَشَّعَتْ عَنْهُ سَحَائِبُ الْعَمَى أَحْصَى مَا ظَلَمَ بِهِ نَفْسَهُ,"And the clouds of blindness dispersed from him, he counted the injustice he had done to himself"
,وَفَكَّرَ فِيْمَا خَالَفَ بِهِ رَبَّهُ,And reflected on how he had opposed his Lord
,فَرَأَى كَبِيْرَ عِصْيَانِهِ كَبِيْرًا,So he saw his great disobedience as great
,وَجَلِيْلَ مُخَالَفَتِهِ جَلِيْلًا,And his serious opposition as serious
,فَأَقْبَلَ نَحْوَكَ مُؤَمِّلًا لَكَ، مُسْتَحْيِيًا مِنْكَ,"So he turned toward You hoping in You, feeling ashamed before You"
,وَوَجَّهَ رَغْبَتَهُ إِلَيْكَ ثِقَةً بِكَ,"And directed his desire toward You, trusting in You"
,فَأَمَّكَ بِطَمَعِهِ يَقِيْنًا,"So he aimed at You with his hope, with certainty"
,وَقَصَدَكَ بِخَوْفِهِ إِخْلاَصًا,"And he approached You with his fear, in sincerity"
,قَدْ خَلَا طَمَعُهُ مِنْ كُلِّ مَطْمُوْعٍ فِيْهِ غَيْرِكَ,His hope is void of all objects of hope except You
,وَأَفْرَخَ رَوْعُهُ مِنْ كُلِّ مَحْذُوْرٍ مِنْهُ سِوَاكَ,And his fear is clear of anything to be afraid of except You
,فَمَثَّلَ بَيْنَ يَدَيْـكَ مُتَضَرِّعًا,"So he stood before You, pleading"
,وَغَمَّضَ بَصَرَهُ إِلَى الْأَرْضِ مُتَخَشِّعًا,"And lowered his eyes to the ground, humbly"
,وَطَأْطَأَ رَأْسَهُ لِعِزَّتِكَ مُتَذَلِّلًا,"And bowed his head before Your might, submissively"
,وَأَبَثَّكَ مِنْ سِرِّهِ مَا أَنْتَ أَعْلَمُ بِهِ مِنْهُ خُضُوْعًا,"And confessed to You his secrets which You know better than him, in humility"
,وَعَدَّدَ مِنْ ذُنُوْبِهِ مَا أَنْتَ أَحْصَى لَهَا خُشُوْعًا,"And counted his sins which You have counted better, in humbleness"
,وَاسْتَغَاثَ بِكَ مِنْ عَظِيْمِ مَاوَقَعَ بِهِ فِيْ عِلْمِكَ,And sought Your help from the great things that befell him in Your knowledge
,وَقَبِيْحِ مَا فَضَحَهُ فِيْ حُكْمِكَ,And from the ugly things that disgraced him in Your judgment
,مِنْ ذُنُوْبٍ أَدْبَرَتْ لَذَّاتُهَا فَذَهَبَتْ,From sins whose pleasures have departed and gone
,وَأَقَامَتْ تَبِعَاتُهَا فَلَزِمَتْ,And whose consequences have remained and stuck
,لَا يُنْكِرُ يَا إِلٰهِيْ عَدْلَكَ اِنْ عَاقَبْتَهُ,"He does not deny, O my God, Your justice if You punish him"
,وَلَا يَسْتَعْظِمُ عَفْوَكَ اِنْ عَفَوْتَ عَنْهُ وَرَحِمْتَهُ,Nor does he consider Your pardon too great if You pardon him and have mercy on him
,لِأَنَّكَ الرَّبُّ الْكَرِيْمُ,For You are the Generous Lord
,اَلَّذِيْ لَا يَتَعَاظَمُهُ غُفْرَانُ الذَّنْبِ الْعَظِيْمِ,He who is not too great to forgive great sins
,أَللَّهُمَّ فَهَا أَنَا ذَا قَدْ جِئْتُكَ مُطِيْعًا,"O Allah, here I am, I have come to You obedient"
,لِأَمْرِكَ فِيْمَا أَمَرْتَ بِهِ مِنَ الدُّعَاءِ,To Your command in what You have commanded of supplication
,مُتَنَجِّزًا وَعْدَكَ فِيْمَا وَعَدْتَ بِهِ مِنَ الْإِجَابَةِ,Seeking the fulfillment of Your promise in what You have promised of answering
,إِذْ تَقُولُ اُدْعُوْنِيْ أَسْتَجِبْ لَكُمْ,"For You have said: ""Call upon Me, I will answer you"""
