Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Compassionate, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
,وَصَيِّرْنَا إِلَى مَحْبُوبِكَ مِنَ التَّوْبَةِ,And lead us to what You love of repentance
,وَأَزِلْنَا عَنْ مَكْرُوهِكَ مِنَ الْإِصْرَارِ,And remove us from what You dislike of persistence [in sin]
,اَللَّهُمَّ وَ مَتَى وَقَفْنَا بَيْنَ نَقْصَيْنِ فِيْ دِينٍ,"O Allah, whenever we are caught between two deficiencies in religion"
,أَوْ دُنْيَا فَأَوْقِعِ النَّقْصَ بِأَسْرَعِهِمَا فَنَاءً,"Or worldly affairs, then let the deficiency occur in what perishes more quickly"
,وَاجْعَلِ التَّوْبَةَ فِيْ أَطْوَلِهِمَا بَقَاءً,And grant repentance in what endures longer
,وَإِذَا هَمَمْنَا بِهَمَّيْنِ يُرْضِيكَ أَحَدُهُمَا عَنَّا,"And when we are concerned with two matters, one of which pleases You regarding us"
,وَيُسْخِطُكَ الْآخَرُ عَلَيْنَا,And the other displeases You against us
,فَمِلْ بِنَا إِلَى مَا يُرْضِيكَ عَنَّا,Then incline us toward what pleases You regarding us
,وَأَوْهِنْ قُوَّتَنَا عَمَّا يُسْخِطُكَ عَلَيْنَا,And weaken our strength toward what displeases You against us
,وَلَا تُخَلِّ فِيْ ذٰلِكَ بَيْنَ نُفُوسِنَا وَاخْتِيَارِهَا,And do not leave our souls in that to their own choosing
,فَإِنَّهَا مُخْتَارَةٌ لِلْبَاطِلِ إِلَّا مَا وَفَّقْتَ أَمَّارَةٌ بِالسُّوءِ إِلَّا مَا رَحِمْتَ,"For they choose falsehood except what You grant success, commanding evil except what You have mercy upon"
,اَللَّهُمَّ وَإِنَّكَ مِنَ الضُّعْفِ خَلَقْتَنَا,"O Allah, You have created us from weakness"
,وَعَلَى الْوَهْنِ بَنَيْتَنَا، وَمِنْ مَاءٍ مَهِينٍ ابْتَدَأْتَنَا,"And built us upon frailty, and from a despised fluid You originated us"
,فَلَا حَوْلَ لَنَا إِلَّا بِقُوَّتِكَ وَلَا قُوَّةَ لَنَا إِلَّا بِعَوْنِكَ,"So we have no power except through Your strength, and no strength except through Your help"
,فَأَيِّدْنَا بِتَوْفِيقِكَ وَسَدِّدْنَا بِتَسْدِيْدِكَ,So support us with Your guidance and direct us with Your direction
,وَأَعْمِ أَبْصَارَ قُلُوبِنَا عَمَّا خَالَفَ مَحَبَّتَكَ,And blind the eyes of our hearts from what opposes Your love
,وَلَا تَجْعَلْ لِشَيْءٍ مِنْ جَوَارِحِنَا نُفُوْذًا فِيْ مَعْصِيَتِكَ,And do not allow any of our limbs to have influence in disobeying You
,اَللَّهُمَّ فَصَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
,وَاجْعَلْ هَمَسَاتِ قُلُوبِنَا وَحَرَكَاتِ أَعْضَائِنَا,And make the whispers of our hearts and the movements of our limbs
,وَلَمَحَاتِ أَعْيُنِنَا، وَلَهَجَاتِ أَلْسِنَتِنَا فِيْ مُوْجِبَاتِ ثَوَابِكَ,"And the glances of our eyes, and the utterances of our tongues in what necessitates Your reward"
,حَتَّى لَا تَفُوتَنَا حَسَنَةٌ نَسْتَحِقُّ بِهَا جَزَاءَكَ,So that no good deed passes us by through which we deserve Your recompense
,وَلَا تَبْقَى لَنَا سَيِّئَةٌ نَسْتَوْجِبُ بِهَا عِقَابَكَ,And no sin remains with us through which we deserve Your punishment
