Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,أَللَّهُمَّ إِنَّكَ كَلَّفْتَنِيْ مِنْ نَفْسِيْ مَا أَنْتَ أَمْلَكُ بِهِ مِنِّي,"O Allah, You have entrusted me with my own self, over which You have more control than I do"
,وَقُدْرَتُكَ عَلَيْهِ وَعَلَيَّ أَغْلَبُ مِنْ قُدْرَتِي,And Your power over it and me is greater than my own power
,فَأَعْطِنِيْ مِنْ نَفْسِيْ مَا يُرْضِيْكَ عَنِّي,So grant me from myself what pleases You about me
,وَخُذْ لِنَفْسِكَ رِضَاهَا مِنْ نَفْسِيْ فِيْ عَافِيَة,And take for Yourself its pleasure from me in well-being
,أَللَّهُمَّ لَا طَاقَةَ لِيْ بِالجَهْدِ,"O Allah, I have no strength for hardship"
,وَلَا صَبْرَ لِيْ عَلَى البَلاَءِ,And no patience for trials
,وَلَا قُوَّةَ لِيْ عَلَى الْفَقْرِ,And no power to endure poverty
,فَلَا تَحْظُرْ عَلَيَّ رِزْقِي,So do not withhold my sustenance
,وَلَا تَكِلْنِيْ إِلَى خَلْقِكَ,And do not entrust me to Your creation
,بَلْ تَفَرَّدْ بِحَاجَتِي,But take sole responsibility for my needs
,وَتَوَلَّ كِفَايَتِي,And undertake my sufficiency
,وَانْظُرْ إِلَيَّ وَانْظُرْ لِيْ فِيْ جَمِيْعِ اُمُورِي,And look upon me and look after me in all my affairs
,فَإِنَّكَ اِنْ وَكَلْتَنِيْ إِلَى نَفْسِيْ عَجَزْتُ عَنْهَا,"For if You entrust me to myself, I will be incapable of it"
,وَلَمْ اُقِمْ مَا فِيْهِ مَصْلَحَتُهَا,And I will not establish what is in my best interest
,وَ اِنْ وَكَلْتَنِيْ إِلَى خَلْقِكَ تَجَهَّمُونِي,"And if You entrust me to Your creation, they will frown upon me"
,وَ اِنْ أَلْجَأتَنِيْ إِلَى قَرَابَتِيْ حَرَمُونِي,"And if You leave me to my relatives, they will deprive me"
,وَ اِنْ أَعْطَوْا أَعْطَوْا قَلِيْلًا نَكِدًا,"And if they give, they give little and reluctantly"
,وَمَنُّوْا عَلَيَّ طَوِيلًا,And they remind me of it for a long time
,وَذَمُّوْا كَثِيرًا,And they criticize me greatly
,فَبِفَضْلِكَ أَللَّهُمَّ فَأَغْنِنِي,"So by Your grace, O Allah, enrich me"
,وَبِعَظَمَتِكَ فَانْعَشنِي,"And by Your greatness, raise me up"
,وَبِسَعَتِكَ فَابْسُطْ يَدِي,"And by Your abundance, extend my hand"
,وَبِمَا عِنْدَكَ فَاكْفِنِي,"And by what is with You, suffice me"
,أَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
,وَخَلِّصْنِيْ مِنَ الْحَسَدِ,And free me from envy
,وَاحْصُرْنِيْ عَنِ الذُّنُوبِ,And restrain me from sins
,وَوَرِّعْنِيْ عَنِ الْمَحَارِمِ,And make me abstain from forbidden things
,وَلَا تُجَرِّئْنِيْ عَلَى الْمَعَاصِي,And do not embolden me towards disobedience
,وَاجْعَلْ هَوَايَ عِنْدَكَ,And make my desire with You
,وَرِضَايَ فِيمَا يَرِدُ عَلَيَّ مِنْكَ,And my satisfaction in what comes to me from You
,وَبَارِكْ لِيْ فِيْمَا رَزَقْتَنِي,And bless me in what You have provided me
,وَفِيمَا خَوَّلْتَنِي,And in what You have granted me
,وَفِيمَا أَنْعَمْتَ بِهِ عَلَيَّ,And in the favors You have bestowed upon me
,وَاجْعَلْنِيْ فِيْ كُلِّ حَالَاتِي,And make me in all my conditions
,مَحْفُوظًا مَكْلُوءًا مَسْتُورًا مَمْنُوعًا مُعَاذًا مُجَارًا,"Protected, guarded, veiled, defended, sheltered, and safeguarded"
,أَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
,وَاقْضِ عَنِّيْ كُلّ مَا أَلْزَمْتَنِيهِ وَفَرَضْتَهُ عَلَيَّ لَكَ فِيْ وَجْه مِنْ وُجُوهِ طَاعَتِكَ,And fulfill on my behalf all that You have obligated me with and made incumbent upon me toward You in any aspect of Your obedience
,أَوْ لِخَلْق مِنْ خَلْقِكَ,Or toward any of Your creation
,وَ اِنْ ضَعُفَ عَنْ ذٰلِكَ بَدَنِي,Even if my body is too weak for that
,وَوَهَنَتْ عَنْهُ قُـوَّتِي,And my strength falls short of it
,وَلَمْ تَنَلْهُ مَقْدِرَتِي,And my capability cannot reach it
