Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Compassionate, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,أَللَّهُمَّ لَكَ الْحَمْدُ عَلَى سِتْرِكَ بَعْدَ عِلْمِكَ,"O Allah, praise be to You for Your concealment despite Your knowledge"
,وَمُعَافَاتِكَ بَعْدَ خُبْرِكَ,And for Your protection despite Your awareness
,فَكُلُّنَا قَدِ اقْتَرَفَ الْعَائِبَةَ فَلَمْ تَشْهَرْهُ,"For each of us has committed faults, yet You did not expose us"
,وَارْتَكَبَ الْفَاحِشَةَ فَلَمْ تَفْضَحْهُ,"And committed indecencies, yet You did not disgrace us"
,وَتَسَتَّرَ بِالْمَسَاوِيْ فَلَمْ تَدْلُلْ عَلَيْهِ,"And concealed our evils, yet You did not point them out"
,كَمْ نَهْيٍ لَكَ قَدْ أَتَيْنَاهُ,How many of Your prohibitions have we violated
,وَأَمْرٍ قَدْ وَقَفْتَنَا عَلَيْهِ فَتَعَدَّيْنَاهُ,"And commands have You established for us, yet we transgressed them"
,وَسَيِّئَةٍ اكْتَسَبْنَاهَا، وَخَطِيئَةٍ ارْتَكَبْنَاهَا,"And sins have we acquired, and mistakes have we committed"
,كُنْتَ الْمُطَّلِعَ عَلَيْهَا دُوْنَ النَّاظِرِينَ,"You were the One aware of them, not other observers"
,وَالْقَادِرَ عَلَى إِعْلَانِهَا فَوْقَ الْقَادِرِينَ,"And capable of revealing them, above all others with power"
,كَانَتْ عَافِيَتُكَ لَنَا حِجَابًا دُوْنَ أَبْصَارِهِمْ,Your protection for us was a veil before their eyes
,وَرَدْمًا دُوْنَ أَسْمَاعِهِمْ,And a barrier before their ears
,فَاجْعَلْ مَا سَتَرْتَ مِنَ الْعَوْرَةِ,So make what You have concealed of our defects
,وَأَخْفَيْتَ مِنَ الدَّخِيلَةِ وَاعِظًا لَنَا,And hidden of our inner faults a lesson for us
,وَزَاجِرًا عَنْ سُوءِ الْخُلُقِ وَاقْتِرَافِ الْخَطِيئَةِ,And a deterrent from bad character and committing sins
,وَسَعْيًا إِلَى التَّوْبَةِ الْمَاحِيَةِ وَالطَّرِيقِ الْمَحْمُودَةِ,And a striving toward erasable repentance and the praiseworthy path
,وَقَرِّبِ الْوَقْتَ فِيهِ,And bring near its time
,وَلَا تَسُمْنَا الْغَفْلَةَ عَنْكَ,And do not mark us with heedlessness of You
,إِنَّا إِلَيْكَ رَاغِبُونَ، وَمِنَ الذُّنُوبِ تَائِبُونَ,"Indeed, we are desirous of You, and repentant from sins"
,وَصَلِّ عَلَى خِيَرَتِكَ اللَّهُمَّ مِنْ خَلْقِكَ,And send blessings upon Your chosen one from Your creation
,مُحَمَّدٍ وَعِتْرَتِهِ الصِّفْوَةِ مِنْ بَرِيَّتِكَ الطَّاهِرِينَ,"Muhammad and his pure family, the chosen ones from Your creation, the purified"
,وَاجْعَلْنَا لَهُمْ سَامِعِينَ وَمُطِيعِينَ كَمَا أَمَرْتَ,And make us among those who listen to them and obey them as You have commanded
