Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللَّهُمَّ يَا مَلَاذَ اللَّائِذِينَ,"O Allah, O Refuge of those who seek refuge"
,وَيَا مَعَاذَ الْعَائِذِينَ,And O Shelter of those who seek shelter
,وَيَا مُنْجِيَ الْهَالِكينَ,And O Savior of the perishing
,وَيَا عَاصِمَ الْبَائِسِينَ,And O Protector of the distressed
,وَيَا رَاحِمَ الْمَسَاكِينَ,And O Merciful to the destitute
,وَيَا مُجِيبَ الْمُضْطَرِّينَ,And O Answerer of the desperate
,وَيَا كَنْزَ الْمُفْتَقِرِينَ,And O Treasure of the impoverished
,وَيَا جَابِرَ الْمُنْكَسِرِينَ,And O Mender of the broken
,وَيَا مَأْوَىٰ الْمُنْقَطِعِينَ,And O Shelter of the disconnected
,وَيَا نَاصِرَ الْمُسْتَضْعَفِينَ,And O Helper of the oppressed
,وَيَا مُجِيرَ الْخَائِفِينَ,And O Protector of the fearful
,وَيَا مُغِيثَ الْمَكْرُوبِينَ,And O Reliever of the distressed
,وَيَا حِصْنَ اللَّاجِئِينَ,And O Fortress of the refugees
,إِنْ لَمْ أَعُذْ بِعِزَّتِكَ فَبِمَنْ أَعُوذُ,"If I do not seek protection in Your Might, then with whom shall I seek protection?"
,وَإِنْ لَمْ أَلُذْ بِقُدْرَتِكَ فَبِمَنْ أَلُوذُ,"And if I do not seek refuge in Your Power, then with whom shall I seek refuge?"
,وَقَدْ أَلْجَأَتْنِيْ الذُّنُوبُ إِلَى التَّشَبُّثِ بِأَذْيَالِ عَفْوِكَ,My sins have compelled me to cling to the hem of Your forgiveness
,وَأَحْوَجَتْنِيْ الْخَطَايَا إِلَى اسْتِفْتَاحِ أَبْوَابِ صَفْحِكَ,And my mistakes have forced me to seek the opening of the doors of Your pardon
,وَدَعَتْنِيْ الْإِسَاءَةُ إِلَى الْإِنَاخَةِ بِفَنَاءِ عِزِّكَ,And my wrongdoings have called me to kneel at the courtyard of Your Might
,وَحَمَلَتْنِيْ الْمَخَافَةُ مِنْ نَقِمَتِكَ عَلَى التَّمَسُّكِ بِعُرْوَةِ عَطْفِكَ,And my fear of Your punishment has led me to hold fast to the rope of Your Kindness
,وَمَا أَحَقُّ مَنِ اعْتَصَمَ بِحَبْلِكَ أَنْ يُخْذَلَ,How fitting that one who holds onto Your rope should not be forsaken
,وَلَا يَلِيقُ بِمَنِ اسْتَجَارَ بِعِزِّكَ أَنْ يُسْلَمَ أَوْ يُهْمَلَ,And it is not befitting that one who seeks protection in Your Might should be abandoned or neglected
,إِلٰهِيْ فَلَا تُخْلِنَا مِنْ حِمَايَتِكَ,"My God, do not deprive us of Your protection"
,وَلَا تُعْرِنَا مِنْ رِعَايَتِكَ,And do not strip us of Your care
,وَذُدْنَا عَنْ مَوَارِدِ الْهَلَكَةِ,And defend us from the pathways of destruction
,فَإِنَّا بِعَيْنِكَ وَفِيْ كَنَفِكَ وَلَكَ,"For we are under Your watch, in Your shelter, and belong to You"
,أَسْأَلُكَ بِأَهْلِ خَاصَّتِكَ,I ask You by the right of Your special ones
,مِنْ مَلَائِكَتِكَ وَالصَّالِحِيْنَ مِنْ بَرِيَّتِكَ,From Your angels and the righteous among Your creation
,أَنْ تَجْعَلَ عَلَيْنَا وَاقِيَةً,To place upon us a shield
,تُنْجِينَا مِنَ الْهَلَكَاتِ,That saves us from destruction
,وَتُجَنِّبُنَا مِنَ الْآفَاتِ,And keeps us away from calamities
,وَتُكِنُّنَا مِنْ دَوَاهِيْ الْمُصِيبَاتِ,And shelters us from devastating afflictions
,وَأَنْ تُنْزِلَ عَلَيْنَا مِنْ سَكِينَتِكَ,And to send down upon us from Your tranquility
,وَأَنْ تُغَشِّيَ وُجُوهَنَا بِأَنْوَارِ مَحَبَّتِكَ,And to cover our faces with the lights of Your love
,وَأَنْ تُؤْوِيَنَا إِلَى شَدِيْدِ رُكْنِكَ,And to give us refuge in Your strong pillar
,وَأَنْ تَحْوِيَنَا فِيْ أَكْنَافِ عِصْمَتِكَ,And to encompass us in the protection of Your infallibility
,بِرَأْفَتِكَ وَرَحْمَتِكَ,By Your kindness and Your mercy
,يَا أَرْحَمَ الرَّاحِمِيْنَ,O Most Merciful of the merciful
