Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللَّهُمَّ اسْقِنَا الْغَيْثَ,"O Allah, quench us with rain"
,وَانْشُرْ عَلَيْنَا رَحْمَتَكَ بِغَيْثِكَ الْمُغْدِقِ,And spread upon us Your mercy with Your abundant rain
,مِنَ السَّحَابِ الْمُنْسَاقِ لِنَبَاتِ أَرْضِكَ الْمُونِقِ فِيْ جَمِيْعِ الْآفَاقِ,From the flowing clouds for the flourishing plants of Your earth in all regions
,وَامْنُنْ عَلَى عِبَادِكَ بِإِينَاعِ الثَّمَرَةِ,And bestow upon Your servants the ripening of fruits
,وَأَحْيِ بِلَادَكَ بِبُلُوغِ الزَّهَرَةِ,And revive Your lands with blooming flowers
,وَأَشْهِدْ مَلَائِكَتَكَ الْكِرَامَ السَّفَرَةَ,"And let Your noble, recording angels witness"
,بِسَقْيٍ مِنْكَ نَافِعٍ دَائِمٍ غُزْرُهُ,"A beneficial watering from You, continuous in its abundance"
,وَاسِعٍ دِرَرُهُ وَابِلٍ سَرِيعٍ عَاجِلٍ,"Vast in its flow, heavy, swift, and immediate"
,تُحْيِيْ بِهِ مَا قَدْ مَاتَ، وَتَرُدُّ بِهِ مَا قَدْ فَاتَ,"By which You revive what has died, and restore what has been lost"
,وَتُخْرِجُ بِهِ مَا هُوَ آتٍ,And bring forth what is to come
,وَتُوَسِّعُ بِهِ فِيْ الْأَقْوَاتِ,And increase through it our provisions
,سَحَابًا مُتَرَاكِمًا هَنِيئًا مَرِيئًا طَبَقًا,"Clouds that are layered, pleasant, wholesome, covering"
,مُجَلْجَلًا غَيْرَ مُلِثٍّ وَدْقُهُ,"Resounding with thunder, its rain not delayed"
,وَلَا خُلَّبٍ بَرْقُهُ,Nor its lightning without rain
,اَللَّهُمَّ اسْقِنَا غَيْثًا مُغِيثًا مَرِيعًا مُمْرِعًا عَرِيضًا,"O Allah, quench us with rain that brings relief, fertility, abundance, and vastness"
,وَاسِعًا غَزِيرًا تَرُدُّ بِهِ النَّهِيضَ وَتَجْبُرُ بِهِ الْمَهِيضَ,"Extensive and plentiful, by which You restore the weak and mend what is broken"
,اَللَّهُمَّ اسْقِنَا سَقْيًا تُسِيلُ مِنْهُ الظِّرَابَ,"O Allah, give us rain that makes the hills flow"
,وَتَمْلَأُ مِنْهُ الْجِبَابَ,And fills the water reservoirs
,وَتُفَجِّرُ بِهِ الْأَنْهَارَ,And causes the rivers to burst forth
,وَتُنْبِتُ بِهِ الْأَشْجَارَ,And makes the trees grow
,وَتُرْخِصُ بِهِ الْأَسْعَارَ فِيْ جَمِيْعِ الْأَمْصَارِ,And lowers the prices in all cities
,وَتَنْعَشُ بِهِ الْبَهَائِمَ وَالْخَلْقَ,And revives the animals and all creation
,وَتُكْمِلُ لَنَا بِهِ طَيِّبَاتِ الرِّزْقِ,And completes for us the good provisions
,وَتُنْبِتُ لَنَا بِهِ الزَّرْعَ,And grows for us the crops
,وَتُدِرُّ بِهِ الضَّرْعَ,And makes the udders flow with milk
,وَتَزِيدُنَا بِهِ قُوَّةً إِلَى قُوَّتِنَا,And increases our strength upon strength
,اَللَّهُمَّ لَا تَجْعَلْ ظِلَّهُ عَلَيْنَا سَمُومًا,"O Allah, do not make its shade upon us poisonous"
,وَلَا تَجْعَلْ بَرْدَهُ عَلَيْنَا حُسُومًا,And do not make its cold upon us destructive
,وَلَا تَجْعَلْ صَوْبَهُ عَلَيْنَا رُجُومًا,And do not make its downpour upon us a punishment
,وَلَا تَجْعَلْ مَاءَهُ عَلَيْنَا أُجَاجًا,And do not make its water bitter for us
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,وَارْزُقْنَا مِنْ بَرَكَاتِ السَّمَاوَاتِ وَالْأَرْضِ,And grant us from the blessings of the heavens and the earth
,إِنَّكَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,"Indeed, You have power over all things"
