Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللَّهُمَّ يَا مُنْتَهَى مَطْلَبِ الْحَاجَاتِ,"O Allah, O Ultimate Goal of all needs"
,وَيَا مَنْ عِنْدَهُ نَيْلُ الطَّلِبَاتِ,And O One with whom is the fulfillment of all requests
,وَيَا مَنْ لَا يَبِيعُ نِعَمَهُ بِالْأَثْمَانِ,And O One who does not sell His blessings for a price
,وَيَا مَنْ لَا يُكَدِّرُ عَطَايَاهُ بِالْإِمْتِنَانِ,And O One who does not spoil His gifts with reproach
,وَيَا مَنْ يُسْتَغْنَى بِهِ وَلَا يُسْتَغْنَى عَنْهُ,And O One who is sought for sufficiency while He needs none
,وَيَا مَنْ يُرْغَبُ إِلَيْهِ وَلَا يُرْغَبُ عَنْهُ,And O One who is approached with desire and never avoided
,وَيَا مَنْ لَا تُفْنِيْ خَزَائِنَهُ الْمَسَائِلُ,And O One whose treasures are not depleted by requests
,وَيَا مَنْ لَا تُبَدِّلُ حِكْمَتَهُ الْوَسَائِلُ,And O One whose wisdom is not altered by means
,وَيَا مَنْ لَا تَنْقَطِعُ عَنْهُ حَوَائِجُ الْمُحْتَاجِينَ,And O One from whom the needs of the needy are never cut off
,وَيَا مَنْ لَا يُعَنِّيهِ دُعَاءُ الدَّاعِينَ,And O One who is not wearied by the supplications of those who call upon Him
,تَمَدَّحْتَ بِالْغَنَاءِ عَنْ خَلْقِكَ وَأَنْتَ أَهْلُ الْغِنَى عَنْهُمْ,"You have praised Yourself for being free of need for Your creation, and You are worthy of being free of need for them"
,وَنَسَبْتَهُمْ إِلَى الْفَقْرِ وَهُمْ أَهْلُ الْفَقْرِ إِلَيْكَ,"And You have attributed poverty to them, and they are truly poor before You"
,فَمَنْ حَاوَلَ سَدَّ خَلَّتِهِ مِنْ عِنْدِكَ,So whoever seeks to fulfill his need from You
,وَرَامَ صَرْفَ الْفَقْرِ عَنْ نَفْسِهِ بِكَ فَقَدْ طَلَبَ حَاجَتَهُ,"And attempts to remove poverty from himself through You, has sought his need"
,فِيْ مَظَانِّهَا وَأَتَى طَلِبَتَهُ مِنْ وَجْهِهَا,In its proper place and has approached his request from the right direction
,وَمَنْ تَوَجَّهَ بِحَاجَتِهِ إِلَى أَحَدٍ مِنْ خَلْقِكَ أَوْ جَعَلَهُ سَبَبَ نُجْحِهَا,And whoever directs his need to anyone from Your creation or makes them the means for its success
,دُونَكَ فَقَدْ تَعَرَّضَ لِلْحِرْمَانِ,"Instead of You, has exposed himself to deprivation"
,وَاسْتَحَقَّ مِنْ عِنْدِكَ فَوْتَ الْإِحْسَانِ,And deserves to be deprived of Your benevolence
,اَللَّهُمَّ وَلِيْ إِلَيْكَ حَاجَةٌ قَدْ قَصَّرَ عَنْهَا جُهْدِي,"O Allah, I have a need for which my effort has fallen short"
,وَتَقَطَّعَتْ دُونَهَا حِيَلِي,And my resources have been cut off from achieving it
,وَسَوَّلَتْ لِيْ نَفْسِيْ رَفْعَهَا إِلَى مَنْ يَرْفَعُ حَوَائِجَهُ إِلَيْكَ,And my soul enticed me to present it to one who presents his own needs to You
,وَلَا يَسْتَغْنِيْ فِيْ طَلِبَاتِهِ عَنْكَ,And who is not independent of You in his requests
,وَهِيَ زَلَّةٌ مِنْ زَلَلِ الْخَاطِئِينَ,And this was a slip among the slips of the erroneous
,وَعَثْرَةٌ مِنْ عَثَرَاتِ الْمُذْنِبِينَ,And a stumble among the stumbles of the sinners
,ثُمَّ انْتَبَهْتُ بِتَذْكِيرِكَ لِيْ مِنْ غَفْلَتِي,Then I awoke from my heedlessness by Your reminder
,وَنَهَضْتُ بِتَوْفِيقِكَ مِنْ زَلَّتِي,And I rose from my slip by Your guidance
,وَرَجَعْتُ وَنَكَصْتُ بِتَسْدِيْدِكَ عَنْ عَثْرَتِي,And I returned and retreated from my stumble through Your direction
,وَقُلْتُ سُبْحَانَ رَبِّيْ كَيْفَ يَسْأَلُ مُحْتَاجٌ مُحْتَاجًا,And I said: Glory be to my Lord! How can a needy person ask another needy person?
,وَأَنَّى يَرْغَبُ مُعْدِمٌ إِلَى مُعْدِمٍ,And how can a destitute turn to another destitute?
,فَقَصَدْتُكَ يَا إِلَهِيْ بِالرَّغْبَةِ,"So I have aimed toward You, my God, with desire"
,وَأَوْفَدْتُ عَلَيْكَ رَجَائِيْ بِالثِّقَةِ بِكَ,And I have directed my hope to You with confidence in You
