Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Compassionate, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللَّهُمَّ إِنَّكَ خَلَقْتَنِيْ سَوِيًّا,"O Allah, You created me in perfect form"
,وَ رَبَّيْتَنِيْ صَغِيرًا، وَ رَزَقْتَنِيْ مَكْفِيًّا,"And raised me when I was small, and provided for me sufficiently"
,اَللَّهُمَّ إِنِّيْ وَجَدْتُ فِيمَا أَنْزَلْتَ مِنْ كِتَابِكَ,"O Allah, I found in what You revealed in Your Book"
,وَ بَشَّرْتَ بِهِ عِبَادَكَ,And with which You gave good news to Your servants
,يَا عِبَادِيَ الَّذِيْنَ أَسْرَفُوْا عَلَى أَنْفُسِهِمْ,"""O My servants who have transgressed against themselves"
,لَا تَقْنَطُوْا مِنْ رَحْمَةِ اللَّهِ، إِنَّ اللَّهَ يَغْفِرُ الذُّنُوبَ جَمِيعًا,"Do not despair of the mercy of Allah. Indeed, Allah forgives all sins"""
,وَ قَدْ تَقَدَّمَ مِنِّيْ مَا قَدْ عَلِمْتَ,And there has proceeded from me what You know
,وَ مَا أَنْتَ أَعْلَمُ بِهِ مِنِّي,And what You know better than I do
,فَيَا سَوْأَتَا مِمَّا أَحْصَاهُ عَلَيَّ كِتَابُكَ,"Oh, how grievous is what Your Book has enumerated against me"
,فَلَوْ لَا الْمَوَاقِفُ الَّتِيْ أُؤَمِّلُ مِنْ عَفْوِكَ,Were it not for the situations in which I hope for Your pardon
,اَلَّذِيْ شَمِلَ كُلَّ شَيْءٍ لَأَلْقَيْتُ بِيَدِي,"Which encompasses everything, I would have given up"
,وَ لَوْ أَنَّ أَحَدًا اسْتَطَاعَ الْهَرَبَ,And if anyone could escape
,مِنْ رَبِّهِ لَكُنْتُ أَنَا أَحَقَّ بِالْهَرَبِ,"From his Lord, I would be most deserving of escape"
,وَ أَنْتَ لَا تَخْفَى عَلَيْكَ خَافِيَةٌ فِيْ الْأَرْضِ,But nothing is hidden from You on earth
