Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,إِلٰهِيْ لَوْلَا الْوَاجِبُ مِنْ قَبُولِ أَمْرِكَ,"My God, if it were not for the obligation to accept Your command"
,لَنَزَّهْتُكَ مِنْ ذِكْرِيْ إِيَّاكَ,I would have deemed You too exalted for me to mention You
,عَلَى أَنَّ ذِكْرِيْ لَكَ بِقَدْرِيْ لَا بِقَدْرِكَ,"Since my remembrance of You is according to my capacity, not according to Your worthiness"
,وَمَا عَسَىٰ أَنْ يَبْلُغَ مِقْدَارِيْ حَتَّى أُجْعَلَ مَحَلًّا لِتَقْدِيسِكَ,And what is my stature that I should be a place for Your sanctification?
,وَمِنْ أَعْظَمِ النِّعَمِ عَلَيْنَا جَرَيَانُ ذِكْرِكَ عَلَى أَلْسِنَتِنَا,And among the greatest blessings upon us is the flowing of Your remembrance on our tongues
,وَإِذْنُكَ لَنَا بِدُعَائِكَ وَتَنْزِيهِكَ وَتَسْبِيحِكَ,"And Your permission for us to supplicate to You, exalt You, and glorify You"
,إِلٰهِيْ فَأَلْهِمْنَا ذِكْرَكَ فِيْ الْخَلاءِ وَالْمَلَاءِ,"My God, inspire us to remember You in private and in public"
,وَاللَّيْلِ وَالنَّهَارِ,In the night and in the day
,وَالْاِعْلاَنِ وَالْاِسْرَارِ,In public and in secret
,وَفِيْ السَّرَّاءِ وَالضَّرَّاءِ,In ease and in hardship
,وَ آنِسْنَا بِالذِّكْرِ الْخَفِيِّ,And comfort us with silent remembrance
,وَاسْتَعْمِلْنَا بِالْعَمَلِ الزَّكِيِّ,And employ us in pure deeds
,وَالسَّعْيِ الْمَرْضِيِّ,And pleasing efforts
,وَجَازِنَا بِالْمِيزَانِ الْوَفِيِّ,And reward us with a full measure
,إِلٰهِيْ بِكَ هَامَتِ الْقُلُوبُ الْوَالِهَةُ,"My God, in You the infatuated hearts are bewildered"
,وَعَلَى مَعْرِفَتِكَ جُمِعَتِ الْعُقُولُ الْمُتَبَايِنَةُ,"And upon Your recognition, diverse intellects are united"
,فَلَا تَطْمَئِنُّ الْقُلُوبُ إِلَّا بِذِكْرَاكَ,Hearts find no tranquility except in Your remembrance
,وَلَا تَسْكُنُ النُّفُوسُ إِلَّا عِنْدَ رُؤْيَاكَ,And souls find no peace except in seeing You
,أَنْتَ الْمُسَبَّحُ فِيْ كُلِّ مَكَانٍ,You are glorified in every place
,وَالْمَعْبُودُ فِيْ كُلِّ زَمَانٍ,And worshipped in every time
,وَالْمَوْجُودُ فِيْ كُلِّ أَوَانٍ,And found in every moment
,وَالْمَدْعُوُّ بِكُلِّ لِسَانٍ,And called upon by every tongue
,وَالْمُعَظَّمُ فِيْ كُلِّ جَنَانٍ,And magnified in every heart
,وَأَسْتَغْفِرُكَ مِنْ كُلِّ لَذَّةٍ بِغَيْرِ ذِكْرِكَ,And I seek Your forgiveness for every pleasure without Your remembrance
,وَمِنْ كُلِّ رَاحَةٍ بِغَيْرِ أُنْسِكَ,And for every comfort without Your companionship
,وَمِنْ كُلِّ سُرُورٍ بِغَيْرِ قُرْبِكَ,And for every happiness without Your nearness
,وَمِنْ كُلِّ شُغْلٍ بِغَيْرِ طَاعَتِكَ,And for every occupation without Your obedience
,إِلٰهِيْ أَنْتَ قُلْتَ وَقَوْلُكَ الْحَقُّ,"My God, You have said, and Your word is the truth:"
,يَا أَيُّهَا الَّذِيْنَ آمَنُوْا اذْكُرُوْا اللَّهَ ذِكْرًا كَثِيرًا,"""O you who believe! Remember Allah with much remembrance"
,وَسَبِّحُوهُ بُكْرَةً وَأَصِيلًا,"And glorify Him morning and evening"""
,وَقُلْتَ وَقَوْلُكَ الْحَقُّ,"And You said, and Your word is the truth:"
,فَاذْكُرُونِيْ أَذْكُرْكُمْ,"""Remember Me, and I will remember you"""
,فَأَمَرْتَنَا بِذِكْرِكَ,You have commanded us to remember You
,وَوَعَدْتَنَا عَلَيْهِ أَنْ تَذْكُرَنَا,And promised that You will remember us
,تَشْرِيفًا لَنَا وَتَفْخِيمًا وَإِعْظَامًا,"As an honor, exaltation, and glorification for us"
,وَهَا نَحْنُ ذَاكِرُوكَ كَمَا أَمَرْتَنَا,"And here we are, remembering You as You have commanded us"
,فَأَنْجِزْ لَنَا مَا وَعَدْتَنَا,So fulfill for us what You have promised us
,يَا ذَاكِرَ الذَّاكِرِينَ,O Rememberer of those who remember
,وَيَا أَرْحَمَ الرَّاحِمِيْنَ,And O Most Merciful of the merciful ones
