Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,أَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
,وَاكْفِنَا طُـولَ الْأَمَـلِ، وَقَصِّرْهُ عَنَّا بِصِدْقِ الْعَمَلِ,"And spare us from lengthy hope, and shorten it for us with sincere action"
,حَتَّى لَا نُؤَمِّلَ اسْتِتْمَامَ سَاعَةٍ بَعْدَ سَاعَةٍ,So that we do not hope for the completion of one hour after another
,وَلَا اسْتِيفَاءَ يَوْمٍ بَعْدَ يَوْمٍ,Nor for the fulfillment of one day after another
,وَلَا اتِّصَالَ نَفَسٍ بِنَفَسٍ,Nor for the connection of one breath to another
,وَلَا لُحُـوقَ قَدَمٍ بِقَـدَمٍ,Nor for the following of one step by another
,وَسَلِّمْنَا مِنْ غُرُورِهِ، وَ آمِنَّا مِنْ شُـرُورِهِ,"Save us from its deception, and protect us from its evils"
,وَانْصِبِ الْمَوْتَ بَيْنَ أَيْدِيْنَا نَصْبًا,And place death firmly before our eyes
,وَلَا تَجْعَلْ ذِكْرَنَا لَهُ غِبًّا,And do not make our remembrance of it occasional
,وَاجْعَلْ لَنَا مِنْ صَالِحِ الْأَعْمَالِ,And grant us from the righteous deeds
,عَمَلًا نَسْتَبْطِئُ مَعَهُ الْمَصِيرَ إِلَيْكَ,A deed with which we find slow our journey towards You
,وَنَحْرِصُ لَهُ عَلَى وَشْكِ اللِّحَاقِ بِكَ,And through which we eagerly hasten to meet You
,حَتَّى يَكُونَ الْمَوْتُ مَأْنَسَنَا الَّذِيْ نَأْنَسُ بِهِ,Until death becomes our companion with which we feel comfortable
,وَمَأْلَفَنَا الَّذِيْ نَشْتَاقُ إِلَيْهِ، وَحَامَّتَنَا الَّتِيْ نُحِبُّ الدُّنُوَّ مِنْهَا,"And our familiar place to which we long, and our special concern which we love to draw near to"
,فَإِذَا أَوْرَدْتَهُ عَلَيْنَا، وَأَنْزَلْتَهُ بِنَا,"So when You bring it upon us, and cause it to descend upon us"
,فَأَسْعِدْنَا بِهِ زَائِرًا، وَ آنِسْنَا بِهِ قَادِمًا,"Make us happy with it as a visitor, and comfort us with it as one who arrives"
,وَلَا تُشْقِنَا بِضِيَافَتِهِ، وَلَا تُخْزِنَا بِزِيَارَتِهِ,"And do not make us miserable by hosting it, nor disgrace us by its visitation"
,وَاجْعَلْهُ بَابًا مِنْ أَبْوَابِ مَغْفِرَتِكَ,And make it a door from the doors of Your forgiveness
,وَمِفْتَاحًا مِنْ مَفَاتِيحِ رَحْمَتِكَ,And a key from the keys of Your mercy
,أَمِتْنَا مُهْتَدِيْنَ غَيْرَ ضَالِّينَ,"Cause us to die guided, not astray"
,طَائِعِينَ غَيْرَ مُسْتَكْرِهِينَ، تَائِبِينَ غَيْرَ عَاصِينَ وَلَا مُصِرِّينَ,"Obedient, not reluctant; repentant, not disobedient nor persistent in sin"
,يَا ضَامِنَ جَزَاءِ الْمُحْسِنِيْنَ,O Guarantor of the reward of the good-doers
,وَمُسْتَصْلِحَ عَمَلِ الْمُفْسِدِيْنَ,And Reformer of the actions of the corrupters
