Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send Your blessings upon Muhammad and the family of Muhammad"
,إِلٰهِيْ أَسْكَنْتَنَا دَارًا حَفَرَتْ لَنَا حُفَرَ مَكْرِهَا,"My God, You have made us dwell in a house that has dug for us pits of deception"
,وَعَلَّقْتَنَا بِأَيْدِيْ الْمَنَايَا فِيْ حَبَائِلِ غَدْرِهَا,And You have suspended us by the hands of death in the snares of its treachery
,فَإِلَيْكَ نَلْتَجِئُ مِنْ مَكَائِدِ خُدَعِهَا,So to You we seek refuge from its deceitful plots
,وَبِكَ نَعْتَصِمُ مِنَ الْإِغْتِرَارِ بِزَخَارِفِ زينَتِهَا,And with You we seek protection from being deceived by its ornamental luxuries
,فَإِنَّهَا الْمُهْلِكَةُ طُلَّابَهَا,For indeed it destroys those who seek it
,اَلْمُتْلِفَةُ حُلَّالَهَا,And ruins those who inhabit it
,اَلْمَحْشُوَّةُ بِالْآفَاتِ,It is filled with calamities
,اَلْمَشْحُونَةُ بِالنَّكَبَاتِ,And overflowing with disasters
,إِلٰهِيْ فَزَهِّدْنَا فِيهَا,"My God, make us abstain from it"
,وَسَلِّمْنَا مِنْهَا,And keep us safe from it
,بِتَوْفِيقِكَ وَعِصْمَتِكَ,Through Your guidance and protection
,وَانْزَعْ عَنَّا جَلابِيبَ مُخَالَفَتِكَ,And remove from us the garments of disobedience to You
,وَتَوَلَّ أُمُورَنَا بِحُسْنِ كِفَايَتِكَ,And take charge of our affairs with Your excellent sufficiency
,وَأَوْفِرْ مَزِيدَنَا مِنْ سَعَةِ رَحْمَتِكَ,And increase our share from the vastness of Your mercy
,وَأَجْمِلْ صِلاتِنَا مِنْ فَيْضِ مَوَاهِبِكَ,And beautify our connections with the abundance of Your gifts
,وَاغْرِسْ فِيْ أَفْئِدَتِنَا أَشْجَارَ مَحَبَّتِكَ,And plant in our hearts the trees of Your love
,وَأَتْمِمْ لَنَا أَنْوَارَ مَعْرِفَتِكَ,And complete for us the lights of Your recognition
,وَأَذِقْنَا حَلاَوَةَ عَفْوِكَ وَلَذَّةَ مَغْفِرَتِكَ,And let us taste the sweetness of Your pardon and the pleasure of Your forgiveness
,وَأَقْرِرْ أَعْيُنَنَا يَوْمَ لِقَائِكَ بِرُؤْيَتِكَ,And cool our eyes on the day of meeting You with the vision of You
,وَأَخْرِجْ حُبَّ الدُّنْيَا مِنْ قُلُوبِنَا,And remove the love of this world from our hearts
,كَمَا فَعَلْتَ بِالصَّالِحِيْنَ مِنْ صَفْوَتِكَ,As You have done with the righteous ones of Your elite
,وَالْاَبْرَارِ مِنْ خَاصَّتِكَ,And the pious ones of Your special servants
,يَا أَرْحَمَ الرَّاحِمِيْنَ,O Most Merciful of the merciful ones
,وَيَا أَكْرَمَ الْاَكْرَمِين,And O Most Generous of the generous ones
