Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللَّهُمَّ إِنَّا نَعُوذُ بِكَ,"O Allah, we seek refuge in You"
,مِنْ نَزَغَاتِ الشَّيْطَانِ الرَّجِيمِ وَكَيْدِهِ وَمَكَايِدِهِ,"From the evil suggestions of the accursed Satan, his deceit, and his plots"
,وَمِنَ الثِّقَةِ بِأَمَانِيِّهِ وَمَوَاعِيدِهِ وَغُرُورِهِ وَمَصَايِدِهِ,"And from trusting in his false promises, his pledges, his delusions, and his snares"
,وَأَنْ يُطْمِعَ نَفْسَهُ فِيْ إِضْلَالِنَا,And from his ambition to lead us astray
,عَنْ طَاعَتِكَ وَامْتِهَانِنَا بِمَعْصِيَتِكَ,From Your obedience and to humiliate us through disobedience to You
,أَوْ أَنْ يَحْسُنَ عِنْدَنَا مَا حَسَّنَ لَنَا,Or that he makes appealing to us what he has beautified for us
,أَوْ أَنْ يَثْقُلَ عَلَيْنَا مَا كَرَّهَ إِلَيْنَا,Or that he makes burdensome for us what he has made displeasing to us
,اَللَّهُمَّ اخْسَأْهُ عَنَّا بِعِبَادَتِكَ,"O Allah, drive him away from us through our worship of You"
,وَاكْبِتْهُ بِدُؤُوبِنَا فِيْ مَحَبَّتِكَ,And suppress him through our persistence in Your love
,وَاجْعَلْ بَيْنَنَا وَبَيْنَهُ سِتْرًا لَا يَهْتِكُهُ,And place between us and him a covering that he cannot tear
,وَرَدْمًا مُصْمِتًا لَا يَفْتُقُهُ,And a solid barrier that he cannot breach
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
,وَاشْغَلْهُ عَنَّا بِبَعْضِ أَعْدَائِكَ,And distract him from us with some of Your enemies
,وَاعْصِمْنَا مِنْهُ بِحُسْنِ رِعَايَتِكَ وَاكْفِنَا خَتْرَهُ,"And protect us from him through Your excellent guardianship, and save us from his treachery"
,وَوَلِّنَا ظَهْرَهُ وَاقْطَعْ عَنَّا إِثْرَهُ,Turn his back to us and cut off his influence from us
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
,وَأَمْتِعْنَا مِنَ الْهُدَى بِمِثْلِ ضَلَالَتِهِ,And grant us guidance equal to his misguidance
,وَزَوِّدْنَا مِنَ التَّقْوَى ضِدَّ غَوَايَتِهِ,And provide us with piety contrary to his temptation
,وَاسْلُكْ بِنَا مِنَ التُّقَى خِلَافَ سَبِيلِهِ مِنَ الرَّدَى,And lead us on the path of righteousness opposite to his path of destruction
,اَللَّهُمَّ لَا تَجْعَلْ لَهُ فِيْ قُلُوبِنَا مَدْخَلًا,"O Allah, do not give him an entrance into our hearts"
,وَلَا تُوطِنَنَّ لَهُ فِيمَا لَدَيْنَا مَنْزِلًا,And do not allow him to find a dwelling place in what we have
,اَللَّهُمَّ وَمَا سَوَّلَ لَنَا مِنْ بَاطِلٍ فَعَرِّفْنَاهُ,"O Allah, whatever falsehood he has made appealing to us, make us recognize it"
,وَإِذَا عَرَّفْتَنَاهُ فَقِنَاهُ وَبَصِّرْنَا مَا نُكَايِدُهُ بِهِ,"And when we recognize it, protect us from it, and show us how to counter his schemes"
,وَأَلْهِمْنَا مَا نُعِدُّهُ لَهُ وَأَيْقِظْنَا عَنْ سِنَةِ الْغَفْلَةِ بِالرُّكُونِ إِلَيْهِ,"And inspire us with what we should prepare against him, and awaken us from the slumber of heedlessness in relying on him"
,وَأَحْسِنْ بِتَوْفِيقِكَ عَوْنَنَا عَلَيْهِ,"And through Your guidance, grant us excellent help against him"
,اَللَّهُمَّ وَأَشْرِبْ قُلُوبَنَا إِنْكَارَ عَمَلِهِ,"O Allah, fill our hearts with rejection of his works"
,وَالْطُفْ لَنَا فِيْ نَقْضِ حِيَلِهِ,And be gracious to us in dismantling his tricks
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ وَحَوِّلْ سُلْطَانَهُ عَنَّا,"O Allah, send blessings upon Muhammad and his family, and remove his authority from us"
,وَاقْطَعْ رَجَاءَهُ مِنَّا وَادْرَأْهُ عَنِ الْوُلُوعِ بِنَا,Cut off his hope in us and prevent him from being obsessed with us
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ,"O Allah, send blessings upon Muhammad and his family"
