Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Gracious, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللَّهُمَّ يَا مَنْ لَا يَرْغَبُ فِيْ الْجَزَاءِ,"O Allah, O He who does not desire reward"
,وَ يَا مَنْ لَا يَنْدَمُ عَلَى الْعَطَاءِ,And O He who does not regret His giving
,وَ يَا مَنْ لَا يُكَافِئُ عَبْدَهُ عَلَى السَّوَاءِ,And O He who does not recompense His servant with an equivalent
,مِنَّتُكَ ابْتِدَا، وَ عَفْوُكَ تَفَضُّلٌ,Your favor is a beginning and Your pardon is a grace
,وَ عُقُوبَتُكَ عَدْلٌ، وَ قَضَاؤُكَ خِيَرَةٌ,"And Your punishment is justice, and Your decree is the best choice"
,إِنْ أَعْطَيْتَ لَمْ تَشُبْ عَطَاءَكَ بِمَنٍّ,"If You give, You do not taint Your gift with reproach"
,وَ إِنْ مَنَعْتَ لَمْ يَكُنْ مَنْعُكَ تَعَدِّيًا,"And if You withhold, Your withholding is not transgression"
,تَشْكُرُ مَنْ شَكَرَكَ وَ أَنْتَ أَلْهَمْتَهُ شُكْرَكَ,You thank the one who thanks You while You inspired him to thank You
,وَ تُكَافِئُ مَنْ حَمِدَكَ وَ أَنْتَ عَلَّمْتَهُ حَمْدَكَ,And You reward the one who praises You while You taught him to praise You
,تَسْتُرُ عَلَى مَنْ لَوْ شِئْتَ فَضَحْتَهُ,"You conceal the one whom, had You willed, You could have exposed"
,وَ تَجُودُ عَلَى مَنْ لَوْ شِئْتَ مَنَعْتَهُ,"And You are generous to the one whom, had You willed, You could have deprived"
,وَ كِلَاهُمَا أَهْلٌ مِنْكَ لِلْفَضِيحَةِ وَ الْمَنْعِ,And both of them are deserving from You of exposure and deprivation
,غَيْرَ أَنَّكَ بَنَيْتَ أَفْعَالَكَ عَلَى التَّفَضُّلِ,Except that You have founded Your actions on graciousness
,وَ أَجْرَيْتَ قُدْرَتَكَ عَلَى التَّجَاوُزِ,And established Your power on forgiveness
,وَ تَلَقَّيْتَ مَنْ عَصَاكَ بِالْحِلْمِ,And You receive those who disobey You with forbearance
,وَ أَمْهَلْتَ مَنْ قَصَدَ لِنَفْسِهِ بِالظُّلْمِ,And You grant respite to those who intend to harm themselves with injustice
,تَسْتَنْظِرُهُمْ بِأَنَاتِكَ إِلَى الْإِنَابَةِ، وَ تَتْرُكُ مُعَاجَلَتَهُمْ إِلَى التَّوْبَةِ,"You give them time with Your patience for repentance, and You delay their immediate punishment toward penitence"
,لِكَيْلَا يَهْلِكَ عَلَيْكَ هَالِكُهُمْ,So that the perishing among them would not perish by Your decree
,وَ لَا يَشْقَى بِنِعْمَتِكَ شَقِيُّهُمْ,And the wretched would not be wretched by Your favor
,إِلَّا عَنْ طُولِ الْإِعْذَارِ إِلَيْهِ,Except after a prolonged excuse to him
,وَ بَعْدَ تَرَادُفِ الْحُجَّةِ عَلَيْهِ,And after the successive arguments against him
,كَرَمًا مِنْ عَفْوِكَ يَا كَرِيمُ,"Out of generosity from Your pardon, O Generous One"
,وَ عَائِدَةً مِنْ عَطْفِكَ يَا حَلِيمُ,"And as a benefit from Your compassion, O Forbearing One"
,أَنْتَ الَّذِيْ فَتَحْتَ لِعِبَادِكَ بَابًا,You are the One who opened for Your servants a door
,إِلَى عَفْوِكَ وَ سَمَّيْتَهُ التَّوْبَةَ,To Your pardon and named it repentance
,وَ جَعَلْتَ عَلَى ذٰلِكَ الْبَابِ دَلِيْلًا مِنْ وَحْيِكَ,And You placed upon that door a guide from Your revelation
,لِئَلَّا يَضِلُّوْا عَنْهُ فَقُلْتَ تَبَارَكَ اسْمُكَ,"So that they would not stray from it, and You said, blessed is Your name:"
,تُوبُوْا إِلَى اللَّهِ تَوْبَةً نَصُوحًا عَسَى رَبُّكُمْ,"""Turn to Allah with sincere repentance, perhaps your Lord"
,أَنْ يُكَفِّرَ عَنْكُمْ سَيِّئَاتِكُمْ وَ يُدْخِلَكُمْ,Will remove from you your misdeeds and admit you
,جَنَّاتٍ تَجْرِيْ مِنْ تَحْتِهَا الْأَنْهَارُ,Into gardens beneath which rivers flow
,يَوْمَ لَا يُخْزِيْ اللَّهُ النَّبِيَّ,On the Day when Allah will not disgrace the Prophet
,وَ الَّذِيْنَ آمَنُوْا مَعَهُ نُوْرُهُمْ يَسْعَى بَيْنَ أَيْدِيهِمْ وَ بِأَيْمَانِهِمْ,And those who believed with him. Their light will proceed before them and on their right.
,يَقُولُونَ رَبَّنَا أَتْمِمْ لَنَا نُورَنَا وَ اغْفِرْ لَنَا,"They will say, 'Our Lord, perfect for us our light and forgive us."
,إِنَّكَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,"Indeed, You are over all things competent.'"""
,فَمَا عُذْرُ مَنْ أَغْفَلَ دُخُوْلَ ذٰلِكَ الْمَنْزِلِ,So what is the excuse of one who neglects entering that house
,بَعْدَ فَتْحِ الْبَابِ وَ إِقَامَةِ الدَّلِيلِ,After the door has been opened and the guide established?
,وَ أَنْتَ الَّذِيْ زِدْتَ فِيْ السَّوْمِ عَلَى نَفْسِكَ لِعِبَادِكَ,And You are the One who increased the price against Yourself for Your servants
,تُرِيدُ رِبْحَهُمْ فِيْ مُتَاجَرَتِهِمْ لَكَ,Desiring their profit in their commerce with You
,وَ فَوْزَهُمْ بِالْوِفَادَةِ عَلَيْكَ وَ الزِّيَادَةِ مِنْكَ,And their success in approaching You and receiving increase from You
,فَقُلْتَ تَبَارَكَ اسْمُكَ وَ تَعَالَيْتَ,"For You said, blessed and exalted is Your name:"
,مَنْ جَاءَ بِالْحَسَنَةِ فَلَهُ عَشْرُ أَمْثَالِهَا,"""Whoever comes with a good deed will have ten times the like thereof"
,وَ مَنْ جَاءَ بِالسَّيِّئَةِ فَلَا يُجْزَى إِلَّا مِثْلَهَا,"And whoever comes with an evil deed will not be recompensed except the like thereof"""
,وَ قُلْتَ مَثَلُ الَّذِيْنَ يُنْفِقُونَ أَمْوَالَهُمْ فِيْ سَبِيلِ اللَّهِ كَمَثَلِ حَبَّةٍ,"And You said: ""The example of those who spend their wealth in the way of Allah is like a seed"
,أَنْبَتَتْ سَبْعَ سَنَابِلَ فِيْ كُلِّ سُنْبُلَةٍ مِائَةُ حَبَّةٍ,Which grows seven spikes; in each spike is a hundred grains
,وَ اللَّهُ يُضَاعِفُ لِمَنْ يَشَاءُ,"And Allah multiplies for whom He wills"""
,وَ قُلْتَ مَنْ ذَا الَّذِيْ يُقْرِضُ اللَّهَ قَرْضًا حَسَنًا,"And You said: ""Who is it that would loan Allah a goodly loan"
,فَيُضَاعِفَهُ لَهُ أَضْعَافًا كَثِيرَةً,"So He may multiply it for him many times over"""
,وَ مَا أَنْزَلْتَ مِنْ نَظَائِرِهِنَّ فِيْ الْقُرْآنِ مِنْ تَضَاعِيفِ الْحَسَنَاتِ,And what You have revealed of their like in the Quran about the multiplication of good deeds
,وَ أَنْتَ الَّذِيْ دَلَلْتَهُمْ بِقَوْلِكَ مِنْ غَيْبِكَ وَ تَرْغِيبِكَ,And You are the One who guided them through Your word from Your unseen and Your encouragement
,اَلَّذِيْ فِيهِ حَظُّهُمْ عَلَى مَا لَوْ سَتَرْتَهُ عَنْهُمْ,"In which is their share, to what, had You concealed it from them"
,لَمْ تُدْرِكْهُ أَبْصَارُهُمْ وَ لَمْ تَعِهِ أَسْمَاعُهُمْ,"Their eyes would not have perceived it, their ears would not have comprehended it"
,وَ لَمْ تَلْحَقْهُ أَوْهَامُهُمْ,And their imaginations would not have reached it
,فَقُلْتَ اذْكُرُونِيْ أَذْكُرْكُمْ وَ اشْكُرُوْا لِيْ وَ لَا تَكْفُرُونِ,"So You said: ""Remember Me, I will remember you, and be grateful to Me and do not deny Me"""
,وَ قُلْتَ لَئِنْ شَكَرْتُمْ لَأَزِيدَنَّكُمْ,"And You said: ""If you are grateful, I will surely increase you"
,وَ لَئِنْ كَفَرْتُمْ إِنَّ عَذَابِيْ لَشَدِيدٌ,"But if you deny, indeed, My punishment is severe"""
,وَ قُلْتَ ادْعُونِيْ أَسْتَجِبْ لَكُمْ,"And You said: ""Call upon Me; I will respond to you"
,إِنَّ الَّذِيْنَ يَسْتَكْبِرُونَ عَنْ عِبَادَتِي,"Indeed, those who disdain My worship"
,سَيَدْخُلُونَ جَهَنَّمَ دَاخِرِينَ,"Will enter Hell humiliated"""
,فَسَمَّيْتَ دُعَاءَكَ عِبَادَةً وَ تَرْكَهُ اسْتِكْبَارًا,"So You named calling upon You worship, and its neglect arrogance"
,وَ تَوَعَّدْتَ عَلَى تَرْكِهِ دُخُولَ جَهَنَّمَ دَاخِرِينَ,And You threatened its neglect with entrance into Hell in humiliation
,فَذَكَرُوكَ بِمَنِّكَ وَ شَكَرُوكَ بِفَضْلِكَ,So they remembered You by Your favor and thanked You by Your grace
,وَ دَعَوْكَ بِأَمْرِكَ,And they called upon You by Your command
,وَ تَصَدَّقُوْا لَكَ طَلَبًا لِمَزِيدِكَ,And they gave charity seeking Your increase
,وَ فِيهَا كَانَتْ نَجَاتُهُمْ مِنْ غَضَبِكَ,And in all this was their salvation from Your wrath
,وَ فَوْزُهُمْ بِرِضَاكَ,And their success through Your pleasure
,وَ لَوْ دَلَّ مَخْلُوقٌ مَخْلُوقًا مِنْ نَفْسِهِ,And if a creature had guided a creature like himself
,عَلَى مِثْلِ الَّذِيْ دَلَلْتَ عَلَيْهِ عِبَادَكَ مِنْكَ,To something similar to what You have guided Your servants to from Yourself
,كَانَ مَوْصُوفًا بِالْإِحْسَانِ,He would have been described as benevolent
,وَ مَنْعُوتًا بِالْإِمْتِنَانِ وَ مَحْمُودًا بِكُلِّ لِسَانٍ,And characterized as gracious and praised by every tongue
,فَلَكَ الْحَمْدُ مَا وُجِدَ فِيْ حَمْدِكَ مَذْهَبٌ,So to You belongs praise as long as there is a way to praise You
,وَ مَا بَقِيَ لِلْحَمْدِ لَفْظٌ تُحْمَدُ بِهِ وَ مَعْنًى يَنْصَرِفُ إِلَيْهِ,And as long as there remains a word with which You are praised and a meaning that refers to it
,يَا مَنْ تَحَمَّدَ إِلَى عِبَادِهِ بِالْإِحْسَانِ وَ الْفَضْلِ,O He who shows kindness to His servants with beneficence and bounty
,وَ غَمَرَهُمْ بِالْمَنِّ وَ الطَّوْلِ,And who overwhelms them with favor and generosity
,مَا أَفْشَى فِينَا نِعْمَتَكَ وَ أَسْبَغَ عَلَيْنَا مِنَّتَكَ,How abundant is Your blessing upon us and how extensive is Your favor toward us
,وَ أَخَصَّنَا بِبِرِّكَ,And how especially have You singled us out with Your goodness
,هَدَيْتَنَا لِدِينِكَ الَّذِيْ اصْطَفَيْتَ,You have guided us to Your religion which You have chosen
,وَ مِلَّتِكَ الَّتِيْ ارْتَضَيْتَ,And Your creed with which You are pleased
,وَ سَبِيلِكَ الَّذِيْ سَهَّلْتَ,And Your path which You have made easy
,وَ بَصَّرْتَنَا الزُّلْفَةَ لَدَيْكَ وَ الْوُصُولَ إِلَى كَرَامَتِكَ,And You have shown us the way to proximity with You and arrival at Your honor
,اَللَّهُمَّ وَ أَنْتَ جَعَلْتَ مِنْ صَفَايَا تِلْكَ الْوَظَائِفِ,"O Allah, You have made from the choicest of those duties"
,وَ خَصَائِصِ تِلْكَ الْفُرُوضِ,And the special distinctions of those obligations
,شَهْرَ رَمَضَانَ الَّذِيْ اخْتَصَصْتَهُ مِنْ سَائِرِ الشُّهُورِ,The month of Ramadan which You have distinguished from other months
,وَ تَخَيَّرْتَهُ مِنْ جَمِيْعِ الْأَزْمِنَةِ وَ الدُّهُورِ,And selected from all periods and eras
,وَ آثَرْتَهُ عَلَى كُلِّ أَوْقَاتِ السَّنَةِ,And preferred over all times of the year
,بِمَا أَنْزَلْتَ فِيهِ مِنَ الْقُرْآنِ وَ النُّورِ,Through what You have revealed in it of the Quran and the light
,وَ ضَاعَفْتَ فِيهِ مِنَ الْإِيمَانِ,And what You have multiplied in it of faith
,وَ فَرَضْتَ فِيهِ مِنَ الصِّيَامِ,And what You have obligated in it of fasting
,وَ رَغَّبْتَ فِيهِ مِنَ الْقِيَامِ,And what You have encouraged in it of night prayer
,وَ أَجْلَلْتَ فِيهِ مِنْ لَيْلَةِ الْقَدْرِ,And what You have magnified in it of the Night of Decree
,اَلَّتِيْ هِيَ خَيْرٌ مِنْ أَلْفِ شَهْرٍ,Which is better than a thousand months
,ثُمَّ آثَرْتَنَا بِهِ عَلَى سَائِرِ الْأُمَمِ,Then You preferred us with it over other nations
,وَ اصْطَفَيْتَنَا بِفَضْلِهِ دُوْنَ أَهْلِ الْمِلَلِ,And You selected us by its virtue over the followers of other religions
,فَصُمْنَا بِأَمْرِكَ نَهَارَهُ,So we fasted by Your command its days
,وَ قُمْنَا بِعَوْنِكَ لَيْلَهُ,And we stood by Your help during its nights
,مُتَعَرِّضِينَ بِصِيَامِهِ وَ قِيَامِهِ لِمَا عَرَّضْتَنَا لَهُ مِنْ رَحْمَتِكَ,Presenting ourselves through its fasting and its standing for what You have exposed us to from Your mercy
,وَ تَسَبَّبْنَا إِلَيْهِ مِنْ مَثُوبَتِكَ,And seeking a means to what causes Your reward
,وَ أَنْتَ الْمَلِيْءُ بِمَا رُغِبَ فِيْهِ إِلَيْكَ,And You are full of what is desired from You
,اَلْجَوَادُ بِمَا سُئِلْتَ مِنْ فَضْلِكَ,Generous with what is asked of Your bounty
,اَلْقَرِيبُ إِلَى مَنْ حَاوَلَ قُرْبَكَ,Near to whoever seeks Your closeness
,وَ قَدْ أَقَامَ فِينَا هَذَا الشَّهْرُ مَقَامَ حَمْدٍ,And this month stood among us in a praiseworthy station
,وَ صَحِبَنَا صُحْبَةَ مَبْرُورٍ,And accompanied us with the companionship of one blessed
,وَ أَرْبَحَنَا أَفْضَلَ أَرْبَاحِ الْعَالَمِيْنَ,And it brought us the most excellent profit of all the world
,ثُمَّ قَدْ فَارَقَنَا عِنْدَ تَمَامِ وَقْتِهِ وَ انْقِطَاعِ مُدَّتِهِ وَ وَفَاءِ عَدَدِهِ,"Then it has parted from us at the completion of its time, the cutting off of its duration, and the fulfillment of its number"
,فَنَحْنُ مُوَدِّعُوهُ وِدَاعَ مَنْ عَزَّ فِرَاقُهُ عَلَيْنَا,So we bid it farewell as one whose departure is grievous to us
,وَ غَمَّنَا وَ أَوْحَشَنَا انْصِرَافُهُ عَنَّا,And whose leaving makes us sad and lonely
,وَ لَزِمَنَا لَهُ الذِّمَامُ الْمَحْفُوظُ,And upon us remains its protected covenant
,وَ الْحُرْمَةُ الْمَرْعِيَّةُ وَ الْحَقُّ الْمَقْضِيُّ,And its preserved sanctity and its fulfilled right
,فَنَحْنُ قَائِلُونَ السَّلَامُ عَلَيْكَ,So we say: Peace be upon you
,يَا شَهْرَ اللَّهِ الْأَكْبَرَ وَ يَا عِيدَ أَوْلِيَائِهِ,O greatest month of Allah and O festival of His friends
,اَلسَّلَامُ عَلَيْكَ يَا أَكْرَمَ مَصْحُوبٍ مِنَ الْأَوْقَاتِ,"Peace be upon you, O most noble of accompanying times"
,وَ يَا خَيْرَ شَهْرٍ فِيْ الْأَيَّامِ وَ السَّاعَاتِ,And O best month in days and hours
,اَلسَّلَامُ عَلَيْكَ مِنْ شَهْرٍ قَرُبَتْ فِيهِ الْآمَالُ,"Peace be upon you, O month in which hopes drew near"
