Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Compassionate, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللّٰهُمَّ إِنِّي أَسْأَلُكَ مِنْ بَهَائِكَ بِأَبْهَاهُ,"O Allah, I ask You by the most splendid of Your splendor"
,وَكُلُّ بَهَائِكَ بَهِيٌّ,And all Your splendor is magnificent
,اَللّٰهُمَّ إِنِّيْ أَسْأَلُكَ بِبَهَائِكَ كُلِّهِ,"O Allah, I ask You by Your splendor, all of it"
,اَللّٰهُمَّ إِنِّي أَسْأَلُكَ مِنْ جَلالِكَ بِأَجَلِّهِ,"O Allah, I ask You by the most majestic of Your majesty"
,وَكُلُّ جَلالِكَ جَلِيلٌ,And all Your majesty is majestic
,اَللّٰهُمَّ إِنِّي أَسْأَلُكَ بِجَلالِكَ كُلِّهِ,"O Allah, I ask You by Your majesty, all of it"
,اَللّٰهُمَّ إِنِّي أَسْأَلُكَ مِنْ جَمَالِكَ بِأَجْمَلِهِ,"O Allah, I ask You by the most beautiful of Your beauty"
,وَكُلُّ جَمَالِكَ جَمِيلٌ,And all Your beauty is beautiful
,اَللّٰهُمَّ إِنِّي أَسْأَلُكَ بَجَمَالِكَ كُلِّهِ,"O Allah, I ask You by Your beauty, all of it"
,اَللّٰهُمَّ إِنِّي أَدْعُوكَ كَمَا أَمَرْتَنِي,"O Allah, I call upon You as You have commanded me"
,فَاسْتَجِبْ لِيْ كَمَا وَعَدْتَنِي,So respond to me as You have promised me
,اَللّٰهُمَّ إِنِّي أَسْأَلُكَ مِنْ عَظَمَتِكَ بِأَعْظَمِهَا,"O Allah, I ask You by the greatest of Your greatness"
,وَكُلُّ عَظَمَتِكَ عَظِيمَةٌ,And all Your greatness is great
,اَللّٰهُمَّ إِنِّي أَسْأَلُكَ بِعَظَمَتِكَ كُلِّهَا,"O Allah, I ask You by Your greatness, all of it"
