Line id,Arabic text,Translation
,اَللَّهُمَّ صَلِّ عَلَى وَلِيِّكَ,"O Allah, send Your blessings upon Your guardian"
,وَأَخِيْ نَبِيِّكَ,And the brother of Your Prophet
,وَوَزِيرِهِ وَحَبِيبِهِ وَخَلِيلِهِ,"And his vizier, his beloved, and his close friend"
,وَمَوْضِعِ سِرِّهِ,And the keeper of his secrets
,وَخِيَرَتِهِ مِنْ أُسْرَتِهِ,And the chosen one from his family
,وَوَصِيِّهِ وَصَفْوَتِهِ وَخَالِصَتِهِ,"And his successor, his elite, and his pure one"
,وَأَمِينِهِ وَوَلِيِّهِ,And his trustee and guardian
,وَأَشْرَفِ عِتْرَتِهِ الَّذِيْنَ آمَنُوْا بِهِ,And the most noble of his family who believed in him
,وَأَبِيْ ذُرِّيَّتِهِ,And the father of his descendants
,وَبَابِ حِكْمَتِهِ,And the gateway to his wisdom
,وَالنَّاطِقِ بِحُجَّتِهِ,And the speaker of his evidence
,وَالدَّاعِيْ إِلَى شَرِيْعَتِهِ,And the caller to his law
,وَالْمَاضِيْ عَلَى سُنَّتِهِ,And the follower of his tradition
,وَخَلِيفَتِهِ عَلَى أُمَّتِهِ,And his successor over his nation
,سَيِّدِ الْمُسْلِمِيْنَ,The master of the Muslims
,وَأَمِيرِ الْمُؤْمِنِيْنَ,And the Commander of the Faithful
,وَقَائِدِ الْغُرِّ الْمُحَجَّلِينَ,And the leader of the resplendent ones
,أَفْضَلَ مَا صَلَّيْتَ عَلَى أَحَدٍ مِنْ خَلْقِكَ,With the best blessings You have bestowed on anyone of Your creation
,وَأَصْفِيَائِكَ وَأَوْصِيَاءِ أَنْبِيَائِكَ,And Your chosen ones and the successors of Your prophets
,اَللَّهُمَّ إِنِّيْ أَشْهَدُ,"O Allah, I bear witness"
,أَنَّهُ قَدْ بَلَّغَ عَنْ نَبِيِّكَ صَلَّى اللَّهُ عَلَيْهِ وَ آلِهِ مَا حُمِّلَ,"That he conveyed from Your Prophet, peace be upon him and his family, what was entrusted to him"
,وَرَعَىٰ مَا اسْتُحْفِظَ,And safeguarded what he was asked to protect
,وَحَفِظَ مَا اسْتُودِعَ,And preserved what was entrusted to him
,وَحَلَّلَ حَلالَكَ,And made lawful what You made lawful
,وَحَرَّمَ حَرَامَكَ,And made forbidden what You made forbidden
,وَأَقَامَ أَحْكَامَكَ,And established Your commandments
,وَدَعَا إِلَى سَبِيلِكَ,And called to Your path
,وَوَالَى أَوْلِيَاءَكَ,And befriended Your friends
,وَعَادَىٰ أَعْدَاءَكَ,And opposed Your enemies
,وَجَاهَدَ النَّاكِثِينَ عَنْ سَبِيلِكَ,And fought against those who broke away from Your path
,وَالْقَاسِطِينَ وَالْمَارِقِينَ عَنْ أَمْرِكَ,And the unjust and those who deviated from Your command
,صَابِرًا مُحْتَسِبًا,With patience and seeking reward
,مُقْبِلًا غَيْرَ مُدْبِرٍ,Advancing without retreating
,لَا تَأْخُذُهُ فِيْ اللَّهِ لَوْمَةُ لاَئِمٍ,Not fearing the blame of anyone in matters concerning Allah
,حَتَّىٰ بَلَغَ فِيْ ذٰلِكَ الرِّضَا,Until he reached Your satisfaction in that
,وَسَلَّمَ إِلَيْكَ الْقَضَاءَ,And submitted to Your decree
,وَعَبَدَكَ مُخْلِصًا,And worshipped You sincerely
,وَنَصَحَ لَكَ مُجْتَهِدًا,And advised for Your sake with diligence
,حَتَّىٰ أَتَاهُ الْيَقِينُ,Until death came to him
,فَقَبَضْتَهُ إِلَيْكَ شَهِيدًا سَعِيدًا,"Then You took him to You as a martyr, blessed"
,وَلِيًّا تَقِيًّا رَضِيًّا,"A guardian, pious, well-pleased"
,زَكِيًّا هَادِيًا مَهْدِيًّا,"Pure, a guide who is guided"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَعَلَيْهِ,"O Allah, send blessings upon Muhammad and upon him"
,أَفْضَلَ مَا صَلَّيْتَ عَلَى أَحَدٍ مِنْ أَنْبِيَائِكَ وَأَصْفِيَائِكَ,With the best blessings You have bestowed on any of Your prophets and chosen ones
,يَا رَبَّ الْعَالَمِيْنَ,O Lord of the worlds
