line id verse number,arabic text,english translation text
,YA HUSSAIN..\nO HUSSAIN..,
,"SHAAM KA BAZAAR KUJA, ABID E BEEMAR KUJA..","WHERE IS THE BAZAAR OF SHAAM, AND WHERE IS THE AILING ABID (IMAM SAJJAD)?.."
,"ZAINAB E DILGEER KUJA, MAJMA E AGHYAAR KUJA","WHERE IS THE GRIEF-STRICKEN ZAINAB, AND WHERE IS THE CROWD OF STRANGERS?"
,"HAYE SHAAM, HAYE SHAAM, HAYE SHAAM..","ALAS, SHAAM... ALAS, SHAAM... ALAS, SHAAM.."
,TERI UMMAT KE ZEWAR PEHENKAR.,WEARING THE ADORNMENTS OF YOUR UMMAH..
,MERE NANA CHALI HU MAI SHAAM,"O MY GRANDFATHER (THE PROPHET), I AM BEING TAKEN TO SHAAM"
,SHAAM HAYE SHAAM.,"SHAAM, ALAS SHAAM."
,MAI DETI KAFAN TUJHKO BHAYYA GAR SAR PE RIDA MERE HOTI,"BROTHER, I WOULD HAVE GIVEN YOU A SHROUD IF ONLY I HAD A VEIL ON MY HEAD"
,GAR HOTE KHULE HAATH MERE TERE ZAKHMO KO HATHON SE DHOTI,"IF MY HANDS WERE FREE, I WOULD HAVE WIPED YOUR WOUNDS WITH MY OWN HANDS"
,PA BANDE RASAN SAR BAREHNA..,BUT MY FEET ARE SHACKLED AND MY HEAD IS BARE..
,DEKHO BHAYYA CHALI HU MAI SHAAM,"LOOK, MY BROTHER, I AM NOW HEADED TO SHAAM"
,JIS ZAINAB KO TUMNE BARADAR KABHI NAKHRE UTHA KAR NA DEKHA,"THE ZAINAB WHOM YOU, BROTHER, NEVER EVEN SAW LIFTING BURDENS OR FUSSING"
,HAATH RASSI SE MERE BANDHE HAI AUR SAR PAR NAHI MERE PARDA,"TODAY, MY HANDS ARE TIED WITH ROPE, AND MY HEAD IS WITHOUT A VEIL"
,KAISE KUFE MEIN JAUNGI GHAAZI..,"HOW WILL I EVER TRAVEL TO KUFA, O GHAAZI (ABBAS)."
,JAB BALWE MEIN AAYEGA NAAM,WHEN MY NAME IS CALLED AMIDST THIS RIOT
,JAISE DARBAAR PAAS AA RAHA HAI MERA DIL DOOBTA JAA RAHA HAI,"AS WE APPROACH THE COURT, MY HEART CONTINUES TO SINK"
,MAI TO GHAR MEIN BHI KAM BOLTI THI BHAI TUMKO TO SAB KUCH PATA HAI,"BROTHER, YOU KNOW WELL, EVEN AT HOME I USED TO SPEAK SO LITTLE"
,KIS TARHA SE KAREGI BATA DE..,"TELL ME, HOW WILL ZAINAB SPEAK.."
,EK SHARABI SE ZAINAB KALAAM.,"TO A DRUNKARD, HOW WILL ZAINAB CONVERSE?"
,DIL YE KEHTA HAI RO RO KE BHAYYA KAASH ABBAS MAUJOOD HOTA,"MY HEART WEEPS AND SAYS: IF ONLY ABBAS WAS HERE, BROTHER"
,KAAT DETA WO USKI ZABAN KO KOI BAGHI AGAR MUJHKO KEHTA,HE WOULD HAVE SEVERED THE TONGUE OF ANY REBEL WHO DARED CALL ME A TRAITOR
,DEKHTI PHIR MAI KIS TARHA LETA..,THEN I WOULD SEE WHO WOULD DARE SPEAK MY NAME IN THIS CROWD..
,KOI ZAINAB KA MAJME MEIN NAAM,WHO WOULD DARE UTTER ZAINAB’S NAME IN SUCH A CROWD
,KEH RAHE HAI YE HAS HAS KE SHAAMI AANE WALE HAI DARBAAR BAGH,THESE PEOPLE OF SHAAM LAUGH AND SAY: THE REBELS ARE NOW COMING TO THE COURT
,JISNE AJDAAD MAARE HAMARE AA RAHI HAI YAHA USKI BETI,HERE COMES THE DAUGHTER OF THE ONE WHO KILLED OUR FOREFATHERS
,KHOLTA PAANI PHEKO CHHATO SE..,POUR BOILING WATER FROM THE ROOFTOPS.
,PATHARO KA KARO INTEZAAM,PREPARE THE STONES TO HURL AT THEM
,"HAYE SHAAM, HAYE SHAAM, HAYE SHAAM..","ALAS SHAAM, ALAS SHAAM, ALAS SHAAM.."
,"ME DETI KAFAN TUJKO BHAIYYA, GAR SAR PE RIDAA MERE HOTI\nGAR HOTE KHULE HAATH MERE, TERE ZAKHMON KO HAATHON SE DHOTI, PAABANDE RASAN SAR BAREHNA\nDEKHO BHAIYYA CHALI HU ME SHAAM","I WOULD HAVE GIVEN YOU A SHROUD, OH MY BROTHER,\nIF I HAD ADEQUATE HIJAB ON MY HEAD IF MY HANDS WERE NOT TIED,\nI WOULD HAVE WASHED YOUR WOUNDS WITH MY HANDS WITH MY HANDS CHAINED, AND WITHOUT MY VEIL, O MY BROTHER I AM GOING TO SHAAM"
,"JIS ZAYNAB KO TUMNE BARADAR, KABHI NAZRE UTTHA KAR NA DEKHA\nHAATH RASSI SE MERE BANDHE HAI, AUR SAR PAR NAHIN MERE PARDA, KAISE KUFE ME JAA-OONGI GHAZI","ZAINAB, WHOM YOU ALWAYS TREATED WITH SO MUCH RESPECT, OH BROTHER, HER HANDS ARE TIED WITH ROPES, AND NO VEIL\nON HER HEAD HOW WILL I GO TO KUFA LIKE THIS? WHEN MY NAME WILL BE TAKEN IN PUBLIC"
