Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,إِلٰهِيْ تَعَرَّضَ لَكَ فِيْ هٰذَا اللَّيْلِ الْمُتَعَرِّضُونَ,"My God, in this night those who seek You have come forward"
,وَقَصَدَكَ الْقَاصِدُونَ,And those with intentions have set their aims toward You
,وَأَمَّلَ فَضْلَكَ وَمَعْرُوفَكَ الطَّالِبُونَ,And those who seek have hoped for Your grace and kindness
,وَلَكَ فِيْ هٰذَا اللَّيْلِ نَفَحَاتٌ وَجَوَائِزُ,And for You in this night are gifts and prizes
,وَعَطَايَا وَمَوَاهِبُ,And presents and grants
,تَمُنُّ بِهَا عَلٰى مَنْ تَشَاءُ مِنْ عِبَادِكَ,Which You bestow upon whomever You wish from Your servants
,وَتَمْنَعُهَا مَنْ لَمْ تَسْبِقْ لَهُ الْعِنَايَةُ مِنْكَ,And You withhold from those who have not received Your prior care
,وَهَا أَنَا ذَا عُبَيْدُكَ الْفَقِيرُ إِلَيْكَ,"And here I am, Your humble servant, in need of You"
,اَلْمُؤَمِّلُ فَضْلَكَ وَمَعْرُوفَكَ,Hoping for Your grace and kindness
,فَإِنْ كُنْتَ يَا مَوْلَايَ تَفَضَّلْتَ فِيْ هٰذِهِ اللَّيْلَةِ عَلٰى أَحَدٍ مِنْ خَلْقِكَ,"If You, O my Master, have bestowed favor in this night upon anyone of Your creation"
,وَعُدْتَ عَلَيْهِ بِعَائِدَةٍ مِنْ عَطْفِكَ,And granted them a portion of Your kindness
,فَصَلِّ عَلٰى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,Then send blessings upon Muhammad and the family of Muhammad
,اَلطَّيِّبِينَ الطَّاهِرِينَ الْخَيِّرِينَ الْفَاضِلِينَ,"The good, the pure, the virtuous, the excellent"
,وَجُدْ عَلَيَّ بِطَوْلِكَ وَمَعْرُوفِكَ,And be generous to me with Your bounty and kindness
,يَا رَبَّ الْعَالَمِيْنَ,O Lord of the worlds
,وَصَلَّى اللَّهُ عَلٰى مُحَمَّدٍ خَاتَمِ النَّبِيِّينَ,"And may Allah bless Muhammad, the seal of the Prophets"
,وَ آلِهِ الطَّاهِرِينَ,And his pure family
,وَسَلَّمَ تَسْلِيْمًا,And grant them abundant peace
,إِنَّ اللّٰهَ حَمِيدٌ مَجِيدٌ,"Indeed, Allah is Praiseworthy and Glorious"
,اَللّٰهُمَّ إِنِّي أَدْعُوكَ كَمَا أَمَرْتَ,"O Allah, I call upon You as You have commanded"
,فَاسْتَجِبْ لِيْ كَمَا وَعَدْتَ,So respond to me as You have promised
,إِنَّكَ لَاتُخْلِفُ الْمِيعَادَ,"Indeed, You never break Your promise"
