Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send Your blessings upon Muhammad and the family of Muhammad"
,اَللّٰهُمَّ اقْسِمْ لَنَا مِنْ خَشْيَتِكَ,"O Allah, grant us such fear of You"
,مَا يَحُولُ بَيْنَنَا وَبَيْنَ مَعْصِيَتِكَ,That would prevent us from disobeying You
,وَمِنْ طَاعَتِكَ مَا تُبَلِّغُنَا بِهِ رِضْوَانَكَ,And such obedience that would lead us to Your pleasure
,وَمِنَ الْيَقِينِ مَا يَهُونُ عَلَيْنَا بِهِ مُصِيبَاتُ الدُّنْيَا,And such certainty that would make the calamities of this world seem insignificant to us
,اَللّٰهُمَّ أَمْتِعْنَا بِأَسْمَاعِنَا وَأَبْصَارِنَا وَقُوَّتِنَا,"O Allah, let us benefit from our hearing, sight, and strength"
,مَا أَحْيَيْتَنَا وَاجْعَلْهُ الْوَارِثَ مِنَّا,"As long as You keep us alive, and make them our inheritors"
,وَاجْعَلْ ثَارَنَا عَلٰى مَنْ ظَلَمَنَا,And take our revenge against those who have wronged us
,وَانْصُرْنَا عَلٰى مَنْ عَادَانَا,And help us against those who show enmity towards us
,وَلَا تَجْعَلْ مُصِيبَتَنَا فِيْ دِينِنَا,And do not make our affliction in our religion
,وَلَا تَجْعَلِ الدُّنْيَا أَكْبَرَ هَمِّنَا وَلَا مَبْلَغَ عِلْمِنَا,And do not make this world our greatest concern nor the extent of our knowledge
,وَلَا تُسَلِّطْ عَلَيْنَا مَنْ لَايَرْحَمُنَا,And do not let those who have no mercy for us overpower us
,بِرَحْمَتِكَ يَا أَرْحَمَ الرَّاحِمِيْنَ,"By Your mercy, O Most Merciful of the merciful ones"
