Line id,Arabic text,Translation
,,
,اَللَّهُمَّ اِنَّكَ عَظِيْمٌ ذُوْ اَنَاةٍ,"O Allah, You are Magnificent, The Forbearing"
,وَلَا طَاقَةَ لَنَا لِحُكْمِكَ,And we have no power against Your decree
,يَا اَللَّهُ، يَا اَللَّهُ، يَا اَللَّهُ,"O Allah, O Allah, O Allah"
,اَلْاَمَانُ، اَلْاَمَانُ، اَلْاَمَانُ,"Protection, Protection, Protection"
,مِنَ الطَّاعُوْنِ وَالْوَبَاءِ,From plague and pandemic
,وَمَوْتِ فُجْعَةٍ,And sudden death
,وَسُوْءِ الْقَضَاءٍ وَ شَمٰتَتِ الْعَأْدَاءِ,And evil fate and the gloating of enemies
,رَبَّنَا اكْشِفْ عَنَّا الْعَذَابَ,"Our Lord, remove from us the punishment"
,اِنَّا مُوْمِنُنَ,"Indeed, we are believers"
,,
