Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللّٰهُمَّ بِحَقِّ لَيْلَتِنَا هٰذِهِ وَمَوْلُودِهَا,"O Allah, by the right of this night of ours and the one born in it"
,وَحُجَّتِكَ وَمَوْعُودِهَا,And Your proof and Your promised one
,اَلَّتِيْ قَرَنْتَ إِلٰى فَضْلِهَا فَضْلًا,Which You have joined excellence to its excellence
,فَتَمَّتْ كَلِمَتُكَ صِدْقًا وَعَدْلًا,So Your word has been completed in truth and justice
,لَامُبَدِّلَ لِكَلِمَاتِكَ,There is no changer of Your words
,وَلَا مُعَقِّبَ لِآيَاتِكَ,And no one to reverse Your signs
,نُوْرُكَ الْمُتَأَلِّقُ,Your radiant light
,وَضِيَاؤُكَ الْمُشْرِقُ,And Your shining illumination
,وَالْعَلَمُ النُّورُ فِيْ طَخْيَاءِ الدَّيْجُورِ,And the flag of light in the intense darkness
,اَلْغَائِبُ الْمَسْتُورُ,The hidden and concealed one
,جَلَّ مَوْلِدُهُ، وَكَرُمَ مَحْتِدُهُ,"Exalted is his birth, and noble is his lineage"
,وَالْمَلَائِكَةُ شُهَّدُهُ,And the angels are his witnesses
,وَاللَّهُ نَاصِرُهُ وَمُؤَيِّدُهُ,And Allah is his helper and supporter
,إِذَا آنَ مِيعَادُهُ، وَالْمَلَائِكَةُ أَمْدَادُهُ,"When his appointed time comes, and the angels will be his reinforcements"
,سَيْفُ اللَّهِ الَّذِيْ لَا يَنْبُو,The sword of Allah that never misses
,وَنُوْرُهُ الَّذِيْ لَايَخْبُو,And His light that never dims
,وَذُوْ الْحِلْمِ الَّذِيْ لَايَصْبُو,And the possessor of forbearance who never deviates
,مَدَارُ الدَّهْرِ,The pivot of time
,وَنَوَامِيسُ الْعَصْرِ,And the laws of the age
,وَوُلاةُ الْأَمْرِ,And the guardians of authority
,وَالْمُنَزَّلُ عَلَيْهِمْ مَا يَتَنَزَّلُ فِيْ لَيْلَةِ الْقَدْرِ,And those upon whom is revealed what descends in the Night of Power
,وَأَصْحَابُ الْحَشْرِ وَالنَّشْرِ,And the companions of the gathering and resurrection
,تَرَاجِمَةُ وَحْيِهِ,The interpreters of His revelation
,وَوُلاةُ أَمْرِهِ وَنَهْيِهِ,And the guardians of His commands and prohibitions
,اَللّٰهُمَّ فَصَلِّ عَلٰى خَاتِمِهِمْ وَقَائِمِهِمُ,"O Allah, send blessings upon their seal and their awaited one"
,اَلْمَسْتُورِ عَنْ عَوَالِمِهِمْ,The one concealed from their worlds
,اَللّٰهُمَّ وَأَدْرِكْ بِنَا أَيَّامَهُ,"O Allah, let us witness his days"
,وَظُهُورَهُ وَقِيَامَهُ,And his appearance and his rising
,وَاجْعَلْنَا مِنْ أَنْصَارِهِ,And make us among his helpers
,وَاقْرِنْ ثَارَنَا بِثَارِهِ,And join our vengeance with his vengeance
,وَاكْتُبْنَا فِيْ أَعْوَانِهِ وَخُلَصَائِهِ,And write us among his supporters and his sincere ones
,وَأَحْيِنَا فِيْ دَوْلَتِهِ نَاعِمِيْنَ,And let us live in his government in comfort
,وَبِصُحْبَتِهِ غَانِمِيْنَ,And in his companionship as gainers
,وَبِحَقِّهِ قَائِمِيْنَ,And upholders of his rights
,وَمِنَ السُّوءِ سَالِمِيْنَ,And safe from all evil
,يَا أَرْحَمَ الرَّاحِمِيْنَ,O Most Merciful of the merciful ones
,وَالْحَمْدُ لِلّٰهِ رَبِّ الْعَالَمِيْنَ,"And praise be to Allah, Lord of the worlds"
,وَصَلَوَاتُهُ عَلٰى سَيِّدِنَا مُحَمَّدٍ,And His blessings upon our master Muhammad
,خَاتَمِ النَّبِيِّينَ وَالْمُرْسَلِينَ,The seal of the Prophets and Messengers
,وَعَلٰى أَهْلِ بَيْتِهِ الصَّادِقِينَ,"And upon his household, the truthful ones"
,وَعِتْرَتِهِ النَّاطِقِينَ,And his articulate progeny
,وَالْعَنْ جَمِيعَ الظَّالِمِيْنَ,And curse all the oppressors
,وَاحْكُمْ بَيْنَنَا وَبَيْنَهُمْ,And judge between us and them
,يَا أَحْكَمَ الْحَاكِمِيْنَ,O Most Just of the judges
