Line id,Arabic text,Translation
,بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ,"In the name of Allah, the Most Beneficent, the Most Merciful"
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,اَللّٰهُمَّ أَنْتَ الْحَيُّ الْقَيُّومُ,"O Allah, You are the Ever-Living, the Self-Subsisting"
,اَلْعَلِيُّ الْعَظِيمُ,"The Most High, the Most Great"
,اَلْخَالِقُ الرَّازِقُ,"The Creator, the Provider"
,اَلْمُحْيِيْ الْمُمِيتُ,"The Giver of Life, the Causer of Death"
,اَلْبَدِىءُ الْبَدِيعُ,"The Originator, the Innovator"
,لَكَ الْجَلالُ,To You belongs all majesty
,وَلَكَ الْفَضْلُ,And to You belongs all grace
,وَلَكَ الْحَمْدُ,And to You belongs all praise
,وَلَكَ الْمَنُّ,And to You belongs all favor
,وَلَكَ الْجُودُ,And to You belongs all generosity
,وَلَكَ الْكَرَمُ,And to You belongs all benevolence
,وَلَكَ الْأَمْرُ,And to You belongs all command
,وَلَكَ الْمَجْدُ,And to You belongs all glory
,وَلَكَ الشُّكْرُ,And to You belongs all gratitude
,وَحْدَكَ لَا شَرِيكَ لَكَ,"You alone, with no partner for You"
,يَا وَاحِدُ يَا أَحَدُ يَا صَمَدُ,"O One, O Unique, O Independent"
,يَا مَنْ لَمْ يَلِدْ وَلَمْ يُولَدْ,O He who does not beget nor was He begotten
,وَلَمْ يَكُنْ لَهُ كُفُوًا أَحَدٌ,And there is none like unto Him
,صَلِّ عَلٰى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,Send blessings upon Muhammad and the family of Muhammad
,وَاغْفِرْ لِيْ وَارْحَمْنِي,And forgive me and have mercy upon me
,وَاكْفِنِيْ مَا أَهَمَّنِي,And suffice me in what worries me
,وَاقْضِ دَيْنِي,And settle my debts
,وَوَسِّعْ عَلَيَّ فِيْ رِزْقِيْ,And expand for me my sustenance
,فَإِنَّكَ فِيْ هٰذِهِ اللَّيْلَةِ كُلَّ أَمْرٍ حَكِيمٍ تَفْرُقُ,"For in this night, You decide every wise matter"
,وَمَنْ تَشَاءُ مِنْ خَلْقِكَ تَرْزُقُ,And You provide for whomever You will from Your creation
,فَارْزُقْنِيْ وَأَنْتَ خَيْرُ الرَّازِقِينَ,"So provide for me, for You are the Best of providers"
,فَإِنَّكَ قُلْتَ وَأَنْتَ خَيْرُ الْقَائِلِينَ النَّاطِقِينَ,"For You have said, and You are the Best of speakers and articulators"
,وَ سْئَلُوْا اللّٰهَ مِنْ فَضْلِهِ,"""And ask Allah of His bounty"""
,فَمِنْ فَضْلِكَ أَسْأَلُ,So from Your bounty I ask
,وَ إِيَّاكَ قَصَدْتُ,And You I intend
,وَابْنَ نَبِيِّكَ اعْتَمَدْتُ,And on the son of Your Prophet I rely
,وَلَكَ رَجَوْتُ,And in You I hope
,فَارْحَمْنِيْ يَا أَرْحَمَ الرَّاحِمِيْنَ,"So have mercy on me, O Most Merciful of those who show mercy"
